X,Y,SAMPLE,SOURCE,DEPTH,ELEVATION,ROCKTYPE,COMMENTS,DENSITY,SMSNO,MAGSUS,LATITUDE,LONGITUDE,SDMAGSUS
-108.212387298,57.175105529,D007-0017,1-EPB,0.0,0.0,GNEISS GRANITE B,,2.7,,*,57.2,-108.2,*
-103.870628841,57.9357959112,D001-0160,1-EPB,0.0,1347.0,GRANITE,,2.7,,*,57.9,-103.9,*
-103.870628841,57.9357959112,D001-0160,1-EPB,0.0,1347.0,GABBRO,,2.7,,*,57.9,-103.9,*
-103.683956113,58.0516308028,D001-0134,1-EPB,0.0,1348.0,GRANITE,,2.6,,*,58.1,-103.7,*
-102.674555291,57.3884589522,D001-0219,1-EPB,0.0,1108.0,GRANITE,,2.6,,*,57.4,-102.7,*
-103.505263635,57.4154500197,D001-0220,1-EPB,0.0,1364.0,GABBRO,,2.8,,*,57.4,-103.5,*
-102.470211592,57.4069576965,D001-0220,1-EPB,0.0,1110.0,GRANITE,,2.5,,*,57.4,-102.5,*
-101.104987852,57.279949646,D001-0159,1-EPB,0.0,1138.0,ALBITE GRANITE,,2.6,,*,57.3,-101.1,*
-101.104987852,57.279949646,D001-0159,1-EPB,0.0,1138.0,GRANITE,,2.6,,*,57.3,-101.1,*
-102.096517417,57.2901270165,D001-0220,1-EPB,0.0,1110.0,ACID GNEISS,,2.6,,*,57.3,-102.1,*
-102.260030692,57.3682947274,D001-0220,1-EPB,0.0,1109.0,GRANITE,,2.6,,*,57.4,-102.3,*
-102.890231641,57.3679573698,D001-0219,1-EPB,0.0,1109.0,GRANITE,,2.7,,*,57.4,-102.9,*
-102.666551945,57.2786208007,D001-0157,1-EPB,0.0,1106.0,GNEISS,,2.6,,*,57.3,-102.7,*
-103.249919666,57.4669559023,D001-0220,1-EPB,0.0,1269.0,AMPHIBOLITE,,2.8,,*,57.5,-103.2,*
-101.967507736,56.5704461859,D001-0156,1-EPB,0.0,1157.0,GNEISS,,2.6,,*,56.6,-102.0,*
-101.265658093,56.8934526098,D001-0156,1-EPB,0.0,1205.0,ALBITE GRANITE,,2.6,,*,56.9,-101.3,*
-101.593331418,56.8852851077,D001-0156,1-EPB,0.0,1334.0,GRANITE,,2.6,,*,56.9,-101.6,*
-101.593331418,56.8852851077,D001-0156,1-EPB,0.0,1334.0,GRANODIORITE,,2.6,,*,56.9,-101.6,*
-101.773835492,56.9262861463,D001-0156,1-EPB,0.0,1215.0,GNEISS,,2.6,,*,56.9,-101.8,*
-101.667832862,56.8011171961,D001-0156,1-EPB,0.0,1256.0,QTZ MONZONITE,,2.6,,*,56.8,-101.7,*
-101.951340486,56.4684441003,D001-0156,1-EPB,0.0,1145.0,GRANITE,,2.5,,*,56.5,-102.0,*
-101.054486787,56.4856119034,D001-0219,1-EPB,0.0,1109.0,GRANITE,,2.7,,*,56.5,-101.1,*
-101.967507736,56.5704461859,D001-0156,1-EPB,0.0,1157.0,ALBITE GRANITE,,2.6,,*,56.6,-102.0,*
-102.314199345,57.2392886206,D001-0219,1-EPB,0.0,1107.0,GRANODIORITE,,2.6,,*,57.2,-102.3,*
-103.306084718,57.2601114931,D001-0157,1-EPB,0.0,1163.0,GNEISS,,2.8,,*,57.3,-103.3,*
-102.625879371,57.0856168419,D001-0157,1-EPB,0.0,1106.0,ALBITE GRANITE,,2.6,,*,57.1,-102.6,*
-101.731335004,57.0199541286,D001-0158,1-EPB,0.0,1216.0,GNEISS,,2.7,,*,57.0,-101.7,*
-101.950508313,57.0192869202,D001-0156,1-EPB,0.0,1109.0,GNEISS,,2.7,,*,57.0,-102.0,*
-102.516042478,57.1741200738,D001-0157,1-EPB,0.0,1106.0,GNEISS,,2.6,,*,57.2,-102.5,*
-102.322697276,57.1011189883,D001-0156,1-EPB,0.0,1107.0,ALBITE GRANITE,,2.6,,*,57.1,-102.3,*
-99.9264628006,56.6482408315,D001-0138,1-EPB,0.0,853.0,GRANITE,,2.6,,*,56.6,-99.9,*
-100.516813718,56.9280913297,D001-0159,1-EPB,0.0,1077.0,GRANITE,,2.6,,*,56.9,-100.5,*
-99.7552914641,56.4840882548,D001-0132,1-EPB,0.0,948.0,GRANITE,,2.6,,*,56.5,-99.8,*
-100.545311792,56.5027634954,D001-0130,1-EPB,0.0,937.0,GNEISS,,2.6,,*,56.5,-100.5,*
-99.9614633146,56.4870859167,D001-0132,1-EPB,0.0,842.0,GRANITE,,2.6,,*,56.5,-100.0,*
-100.681647641,56.4641017761,D001-0130,1-EPB,0.0,964.0,ANDESITE,,2.7,,*,56.5,-100.7,*
-100.1176353,56.4399240361,D001-0133,1-EPB,0.0,855.0,GRANITE,,2.7,,*,56.4,-100.1,*
-99.6351262903,56.5835775715,D001-0138,1-EPB,0.0,861.0,DIORITE,,2.7,,*,56.6,-99.6,*
-100.077967046,56.5805672123,D001-0132,1-EPB,0.0,859.0,DIORITE,,2.7,,*,56.6,-100.1,*
-98.8648055799,56.6794577122,D001-0139,1-EPB,0.0,839.0,AMPHIBOLITE,,2.7,,*,56.7,-98.9,*
-99.3156352827,56.9127754766,D001-0230,1-EPB,0.0,838.0,GRANITE,,2.6,,*,56.9,-99.3,*
-98.838314134,56.7648042153,D001-0230,1-EPB,0.0,869.0,GRANITE,,2.6,,*,56.8,-98.8,*
-99.202786576,56.4206005955,D001-0140,1-EPB,0.0,863.0,GRANITE,,2.8,,*,56.4,-99.2,*
-99.4492857707,56.4207633783,D001-0231,1-EPB,0.0,1.0,ANDESITE,,2.6,,*,56.4,-99.4,*
-98.8586303514,56.5797844853,D001-0139,1-EPB,0.0,951.0,SLATE,,2.9,,*,56.6,-98.9,*
-98.7187941578,56.5552854642,D001-0230,1-EPB,0.0,941.0,GRANITE,,2.6,,*,56.6,-98.7,*
-99.4619589643,56.5447610766,D001-0138,1-EPB,0.0,832.0,ACID GNEISS,,2.6,,*,56.5,-99.5,*
-100.118797893,57.4147615063,D001-0158,1-EPB,0.0,1012.0,ALBITE GRANITE,,2.5,,*,57.4,-100.1,*
-100.343143693,57.3110912225,D001-0158,1-EPB,0.0,1052.0,ALBITE GRANITE,,2.5,,*,57.3,-100.3,*
-100.547145415,57.3050971359,D001-0132,1-EPB,0.0,1171.0,GRANODIORITE,,2.6,,*,57.3,-100.5,*
-99.6366267839,57.2582676111,D001-0138,1-EPB,0.0,1053.0,GNEISS,,2.6,,*,57.3,-99.6,*
-99.590961867,57.0877599721,D001-0138,1-EPB,0.0,919.0,GRANITE,,2.6,,*,57.1,-99.6,*
-99.9629740864,56.991905845,D001-0138,1-EPB,0.0,970.0,GNEISS,,2.8,,*,57.0,-100.0,*
-100.096315255,57.1580808757,D001-0159,1-EPB,0.0,1258.0,GRANITE,,2.6,,*,57.2,-100.1,*
-98.8387919665,57.4098074429,D001-0230,1-EPB,0.0,923.0,AMPHIBOLITE,,2.7,,*,57.4,-98.8,*
-98.8387919665,57.4098074429,D001-0230,1-EPB,0.0,923.0,GRANODIORITE,,2.7,,*,57.4,-98.8,*
-98.4827992719,57.2794831766,D001-0230,1-EPB,0.0,839.0,MAFIC GNEISS,,2.6,,*,57.3,-98.5,*
-99.4231277567,57.2842821199,D001-0138,1-EPB,0.0,979.0,ARKOSE,,2.6,,*,57.3,-99.4,*
-99.0399621811,57.3209646613,D001-0230,1-EPB,0.0,908.0,GRANITE,,2.5,,*,57.3,-99.0,*
-98.2721227556,57.2784833287,D001-0139,1-EPB,0.0,839.0,GNEISS,,2.7,,*,57.3,-98.3,*
-98.4279811799,56.9541501301,D001-0138,1-EPB,0.0,1082.0,GRANITE,,2.6,,*,57.0,-98.4,*
-98.684156934,56.9909868003,D001-0231,1-EPB,0.0,837.0,GRANITE,,2.6,,*,57.0,-98.7,*
-98.3404735598,57.0784795963,D001-0138,1-EPB,0.0,839.0,GNEISS,,2.7,,*,57.1,-98.3,*
-99.3298017801,57.0411107053,D001-0230,1-EPB,0.0,839.0,ACID GNEISS,,2.6,,*,57.0,-99.3,*
-98.8883248654,57.0003091269,D001-0231,1-EPB,0.0,838.0,GRANITE,,2.6,,*,57.0,-98.9,*
-99.1351452836,56.9966291376,D001-0230,1-EPB,0.0,838.0,GRANITE,,2.6,,*,57.0,-99.1,*
-98.4461397218,57.1841478424,D001-0230,1-EPB,0.0,838.0,DIORITE,,2.7,,*,57.2,-98.4,*
-98.7031513255,57.0951437988,D001-0231,1-EPB,0.0,838.0,GNEISS,,2.7,,*,57.1,-98.7,*
-98.9078154556,57.1034702519,D001-0231,1-EPB,0.0,840.0,AMPHIBOLITE,,2.7,,*,57.1,-98.9,*
-102.354042391,57.5177955096,D001-0221,1-EPB,0.0,1107.0,GRANITE,,2.7,,*,57.5,-102.4,*
-102.079857604,57.519799691,D001-0221,1-EPB,0.0,1109.0,ACID DIKE,,2.6,,*,57.5,-102.1,*
-102.079857604,57.519799691,D001-0221,1-EPB,0.0,1109.0,QUARTZ,,2.6,,*,57.5,-102.1,*
-103.034742552,57.4969596528,D001-0220,1-EPB,0.0,1175.0,GRANITE,,2.6,,*,57.5,-103.0,*
-101.410669959,57.7391393414,D001-0132,1-EPB,0.0,1164.0,GRANITE,,2.6,,*,57.7,-101.4,*
-102.608061307,57.7169677541,D001-0221,1-EPB,0.0,1109.0,SYENITE,,2.8,,*,57.7,-102.6,*
-100.977490686,57.9271387286,D001-0158,1-EPB,0.0,1298.0,GRANITE,,2.6,,*,57.9,-101.0,*
-101.140662338,57.9164747089,D001-0158,1-EPB,0.0,1245.0,GRANITE,,2.6,,*,57.9,-101.1,*
-101.745188442,57.8968087732,D001-0132,1-EPB,0.0,1097.0,GRANITE,,2.6,,*,57.9,-101.7,*
-101.620181641,57.7789759443,D001-0132,1-EPB,0.0,1108.0,GRANITE,,2.6,,*,57.8,-101.6,*
-101.562179109,57.8843087319,D001-0132,1-EPB,0.0,1107.0,GRANITE,,2.7,,*,57.9,-101.6,*
-102.370051388,57.8058012368,D001-0160,1-EPB,0.0,1107.0,GNEISS,,2.6,,*,57.8,-102.4,*
-102.570223879,57.6082951527,D001-0221,1-EPB,0.0,1108.0,SYENITE,,2.8,,*,57.6,-102.6,*
-102.366212295,57.5791303221,D001-0221,1-EPB,0.0,1108.0,GRANITE,,2.6,,*,57.6,-102.4,*
-102.006361636,57.6638025005,D001-0159,1-EPB,0.0,1106.0,GRANODIORITE,,2.6,,*,57.7,-102.0,*
-102.811070942,57.693630752,D001-0221,1-EPB,0.0,1220.0,SYENITE,,2.6,,*,57.7,-102.8,*
-102.240207077,57.6329657011,D001-0221,1-EPB,0.0,1107.0,GRANITE,,2.6,,*,57.6,-102.2,*
-103.476609423,57.9477989089,D001-0160,1-EPB,0.0,1307.0,MIXED GNEISS,,2.5,,*,57.9,-103.5,*
-101.928385569,58.2171475333,D001-0134,1-EPB,0.0,1224.0,GRANITE,,2.6,,*,58.2,-101.9,*
-102.119042239,58.0608109139,D001-0292,1-EPB,0.0,1106.0,GRANITE,,2.6,,*,58.1,-102.1,*
-102.728426864,58.4486489253,D001-0222,1-EPB,0.0,1308.0,GNEISS,,2.6,,*,58.4,-102.7,*
-103.244100586,58.0364689384,D001-0134,1-EPB,0.0,1307.0,GRANITE,,2.7,,*,58.0,-103.2,*
-103.45562519,58.3581481146,D001-0134,1-EPB,0.0,1310.0,GRANITE,,2.6,,*,58.4,-103.5,*
-98.3694406785,57.5026547191,D001-0136,1-EPB,0.0,838.0,ALBITE GRANITE,,2.6,,*,57.5,-98.4,*
-99.7692852502,57.7327925846,D001-0224,1-EPB,0.0,1014.0,GRANITE,,2.6,,*,57.7,-99.8,*
-98.5937766473,57.5834903512,D001-0136,1-EPB,0.0,837.0,GNEISS,,2.6,,*,57.6,-98.6,*
-99.7872833946,57.6276166467,D001-0224,1-EPB,0.0,1012.0,GRANITE,,2.6,,*,57.6,-99.8,*
-100.132448882,57.6347772642,D001-0158,1-EPB,0.0,1084.0,GRANULITE,,2.7,,*,57.6,-100.1,*
-100.146162492,58.2778142241,D001-0222,1-EPB,0.0,1272.0,GRANITE,,2.6,,*,58.3,-100.1,*
-100.688350441,58.3508194244,D001-0222,1-EPB,0.0,1368.0,GRANITE,,2.6,,*,58.4,-100.7,*
-100.116127285,57.9826364732,D001-0158,1-EPB,0.0,1215.0,SYENITE,,2.6,,*,58.0,-100.1,*
-100.059504252,58.4608248486,D001-0222,1-EPB,0.0,1110.0,GNEISS,,2.6,,*,58.5,-100.1,*
-111.829788705,60.6620474941,D001-0841,1-EPB,0.0,0.0,SYENITE,AR.GNEISS,2.6,,*,60.7,-111.8,*
-111.605348124,60.6821233645,D001-0842,1-EPB,0.0,0.0,ACID GNEISS,AR.GRAN.GNEISS,2.6,,*,60.7,-111.6,*
-111.786905694,60.2161610536,D001-0842,1-EPB,0.0,0.0,GRANITE,QUATERNARY,2.6,,*,60.2,-111.8,*
-111.624261108,60.1966832074,D001-0841,1-EPB,0.0,0.0,GABBRO,QUATERNARY,2.7,,*,60.2,-111.6,*
-111.763291254,60.4025384834,D001-0842,1-EPB,0.0,0.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.4,-111.8,*
-111.752103791,60.3105253155,D001-0842,1-EPB,0.0,0.0,QUARTZITE,AR.GRAN.GNEISS,2.8,,*,60.3,-111.8,*
-111.639718648,60.0191544113,D001-0840,1-EPB,0.0,0.0,GRANITE,QUATERNARY,2.6,,*,60.0,-111.6,*
-111.167256354,60.2182492621,D001-0868,1-EPB,0.0,788.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.2,-111.2,*
-110.570571679,60.1548597881,D001-0842,1-EPB,0.0,0.0,SCHIST,AR.GRAN.GNEISS,2.7,,*,60.2,-110.6,*
-110.746357387,60.0228463989,D001-0840,1-EPB,0.0,0.0,SYENITE,AR.GRAN.GNEISS,2.6,,*,60.0,-110.7,*
-111.459888905,60.051338071,D001-0840,1-EPB,0.0,0.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.1,-111.5,*
-111.231732063,60.0448530007,D001-0840,1-EPB,0.0,0.0,ACID GNEISS,AR.GRAN.GNEISS,2.6,,*,60.0,-111.2,*
-109.762443204,60.1864774569,D001-0896,1-EPB,0.0,1060.0,GRANITE,AR.METASED.,2.6,,*,60.2,-109.8,*
-109.762443204,60.1864774569,D001-0896,1-EPB,0.0,1060.0,GRANITE,AR.METASED.,2.6,,*,60.2,-109.8,*
-109.762443204,60.1864774569,D001-0896,1-EPB,0.0,1060.0,GRANITE,AR.METASED.,2.6,,*,60.2,-109.8,*
-111.467233836,60.6235183888,D001-0841,1-EPB,0.0,0.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.6,-111.5,*
-110.398483702,60.6085351364,D001-0868,1-EPB,0.0,1024.0,MUDSTONE,AR.GNEISS,2.7,,*,60.6,-110.4,*
-110.865872966,60.6349772891,D001-0866,1-EPB,0.0,939.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.6,-110.9,*
-111.081695943,60.6755050072,D001-0896,1-EPB,0.0,875.0,MIXED GNEISS,AR.GRAN.GNEISS,2.7,,*,60.7,-111.1,*
-110.500343949,60.5128889003,D001-0868,1-EPB,0.0,906.0,QUARTZITE,AR.GRAN.GNEISS,2.7,,*,60.5,-110.5,*
-110.988616823,60.5093290148,D001-0868,1-EPB,0.0,864.0,QUARTZITE,AR.GNEISS,2.6,,*,60.5,-111.0,*
-110.278469167,60.5000167523,D001-0869,1-EPB,0.0,959.0,QUARTZITE,AR.GNEISS,2.7,,*,60.5,-110.3,*
-110.69313129,60.7307749567,D001-0867,1-EPB,0.0,991.0,ACID GNEISS,AR.GRAN.GNEISS,2.5,,*,60.7,-110.7,*
-111.371829211,60.756152829,D001-0841,1-EPB,0.0,0.0,QUARTZITE,AR.GNEISS,2.7,,*,60.8,-111.4,*
-110.335589504,60.7267222345,D001-0865,1-EPB,0.0,1055.0,SLATE,AR.GRAN.GNEISS,2.7,,*,60.7,-110.3,*
-110.521468625,60.6817392941,D001-0866,1-EPB,0.0,1108.0,GRANITE,AR.GNEISS,2.6,,*,60.7,-110.5,*
-111.408752667,60.485031866,D001-0841,1-EPB,0.0,0.0,QUARTZITE,AR.GRAN.GNEISS,2.7,,*,60.5,-111.4,*
-110.773743916,60.4894551105,D001-0868,1-EPB,0.0,992.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.5,-110.8,*
-110.928965193,60.3171346807,D001-0895,1-EPB,0.0,903.0,QUARTZITE,AR.GRAN.GNEISS,2.6,,*,60.3,-110.9,*
-110.612634663,60.2573997859,D001-0841,1-EPB,0.0,0.0,AMPHIBOLITE,AR.GRAN.GNEISS,3.0,,*,60.3,-110.6,*
-111.281045525,60.239584887,D001-0868,1-EPB,0.0,724.0,QUARTZITE,AR.GRAN.GNEISS,2.7,,*,60.2,-111.3,*
-110.912611374,60.2786144052,D001-0868,1-EPB,0.0,965.0,SYENITE,AR.GRAN.GNEISS,2.6,,*,60.3,-110.9,*
-110.816718632,60.2954548385,D001-0868,1-EPB,0.0,913.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.3,-110.8,*
-111.111997522,60.3720282369,D001-0868,1-EPB,0.0,871.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.4,-111.1,*
-111.014006409,60.337039697,D001-0868,1-EPB,0.0,947.0,AMPHIBOLITE,AR.GRAN.GNEISS,2.8,,*,60.3,-111.0,*
-110.928965193,60.3171346807,D001-0895,1-EPB,0.0,903.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,60.3,-110.9,*
-110.859940861,60.3566612619,D001-0869,1-EPB,0.0,960.0,QUARTZITE,AR.GRAN.GNEISS,2.6,,*,60.4,-110.9,*
-109.816884254,60.5263425923,D001-0867,1-EPB,0.0,1058.0,ACID GNEISS,AR.METASED.,2.6,,*,60.5,-109.8,*
-109.407839578,60.5060058521,D001-0869,1-EPB,0.0,1165.0,SYENITE,AR.GNEISS,2.7,,*,60.5,-109.4,*
-109.548172745,60.6261736521,D001-0865,1-EPB,0.0,1156.0,GRANITE,AR.GNEISS,2.6,,*,60.6,-109.5,*
-108.946910518,60.7089965301,D001-0865,1-EPB,0.0,1237.0,MUDSTONE,AR.GNEISS,2.8,,*,60.7,-108.9,*
-110.108900071,60.706526783,D001-0865,1-EPB,0.0,1044.0,ACID DIKE,AR.FELS.INTR.,2.7,,*,60.7,-110.1,*
-109.133922139,60.2653196026,D001-0841,1-EPB,0.0,0.0,MIXED GNEISS,AR.FELS.INTR.,2.7,,*,60.3,-109.1,*
-109.776940874,60.2826508061,D001-0841,1-EPB,0.0,0.0,GREEN SCHIST,AR.GNEISS,2.6,,*,60.3,-109.8,*
-110.088961411,60.3768284546,D001-0869,1-EPB,0.0,1022.0,SCHIST,AR.GNEISS,3.0,,*,60.4,-110.1,*
-109.323325097,60.3783331573,D001-0841,1-EPB,0.0,0.0,MIXED GNEISS,AR.FELS.INTR.,2.7,,*,60.4,-109.3,*
-109.776940874,60.2826508061,D001-0841,1-EPB,0.0,0.0,QUARTZITE,AR.GNEISS,2.6,,*,60.3,-109.8,*
-119.263950128,62.2042965407,D001-0476,1-EPB,0.0,2157.0,MIXED GNEISS,CRETACEOUS,2.6,,*,62.2,-119.3,*
-119.263950128,62.2042965407,D001-0476,1-EPB,0.0,2157.0,SANDSTONE,CRETACEOUS,2.6,,*,62.2,-119.3,*
-116.628163395,62.0598261341,D001-0475,1-EPB,0.0,641.0,MIXED GNEISS,DEVONIAN,2.7,,*,62.1,-116.6,*
-114.741454719,62.3926947026,D001-0300,1-EPB,0.0,514.0,GRANITE,AR.GRAN.GNEISS,2.7,,*,62.4,-114.7,*
-114.395943695,62.4166976827,D001-0298,1-EPB,0.0,549.0,MAFIC VOLCANIC,AR.VOLCANICS,2.9,,*,62.4,-114.4,*
-114.380278234,62.4160321043,D001-0298,1-EPB,0.0,579.0,MAFIC VOLCANIC,AR.VOLCANICS,2.9,,*,62.4,-114.4,*
-114.418110722,62.4225309539,D001-0441,1-EPB,0.0,554.0,GRANITE,AR.VOLCANICS,2.7,,*,62.4,-114.4,*
-114.361279702,62.4142000917,D001-0298,1-EPB,0.0,515.0,MAFIC VOLCANIC,AR.VOLCANICS,2.9,,*,62.4,-114.4,*
-114.307617384,62.4090372258,D001-0299,1-EPB,0.0,516.0,MUDSTONE,AR.VOLCANICS,2.8,,*,62.4,-114.3,*
-114.691952591,62.388362512,D001-0300,1-EPB,0.0,528.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.4,-114.7,*
-114.32478272,62.2518795921,D001-0389,1-EPB,0.0,518.0,ACID VOLCANIC,AR.MAFICS,2.8,,*,62.3,-114.3,*
-114.495779544,62.2810338024,D001-0440,1-EPB,0.0,514.0,MAFIC VOLCANIC,AR.VOLCANICS,3.0,,*,62.3,-114.5,*
-114.233619573,62.2910472236,D001-0299,1-EPB,0.0,514.0,GABBRO,AR.MAFICS,2.8,,*,62.3,-114.2,*
-114.418110722,62.4225309539,D001-0441,1-EPB,0.0,554.0,GREEN SCHIST,AR.VOLCANICS,2.7,,*,62.4,-114.4,*
-114.665118052,62.3841964565,D001-0300,1-EPB,0.0,546.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.4,-114.7,*
-114.303784149,62.3565358583,D001-0389,1-EPB,0.0,525.0,SLATE,AR.VOLCANICS,2.7,,*,62.4,-114.3,*
-114.472612443,62.33869831,D001-0300,1-EPB,0.0,514.0,MAFIC VOLCANIC,AR.GRAN.GNEISS,2.8,,*,62.3,-114.5,*
-114.572114376,62.3661955226,D001-0300,1-EPB,0.0,515.0,QUARTZITE,AR.GRAN.GNEISS,2.7,,*,62.4,-114.6,*
-114.30911677,62.3063746614,D001-0300,1-EPB,0.0,516.0,MAFIC VOLCANIC,AR.GRAN.GNEISS,2.8,,*,62.3,-114.3,*
-114.379779685,62.3292027914,D001-0300,1-EPB,0.0,515.0,GREYWACKE,AR.GRAN.GNEISS,2.8,,*,62.3,-114.4,*
-114.2751182,62.3013769393,D001-0299,1-EPB,0.0,517.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.3,-114.3,*
-114.451612357,62.3275328015,D001-0300,1-EPB,0.0,521.0,GABBRO,AR.GRAN.GNEISS,2.9,,*,62.3,-114.5,*
-115.896519395,62.8747053947,D001-0361,1-EPB,0.0,513.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.9,-115.9,*
-115.622340353,62.8112044163,D001-0361,1-EPB,0.0,544.0,SCHIST,AR.GRAN.GNEISS,2.7,,*,62.8,-115.6,*
-116.176033585,62.9313703381,D001-0443,1-EPB,0.0,515.0,MIXED GNEISS,AR.GRAN.GNEISS,2.7,,*,62.9,-116.2,*
-114.343447764,62.4353680304,D001-0440,1-EPB,0.0,515.0,ACID VOLCANIC,AR.VOLCANICS,2.8,,*,62.4,-114.3,*
-114.343447764,62.4353680304,D001-0440,1-EPB,0.0,515.0,MAFIC GNEISS,AR.VOLCANICS,2.8,,*,62.4,-114.3,*
-114.261786579,62.4365400954,D001-0299,1-EPB,0.0,525.0,GREYWACKE,AR.VOLCANICS,2.7,,*,62.4,-114.3,*
-114.293450863,62.445871257,D001-0299,1-EPB,0.0,569.0,SCHIST,AR.VOLCANICS,2.7,,*,62.4,-114.3,*
-114.222456083,62.43354276,D001-0299,1-EPB,0.0,525.0,SCHIST,AR.VOLCANICS,2.8,,*,62.4,-114.2,*
-114.293450863,62.445871257,D001-0299,1-EPB,0.0,569.0,GREYWACKE,AR.VOLCANICS,2.7,,*,62.4,-114.3,*
-114.330781788,62.4577021707,D001-0298,1-EPB,0.0,514.0,GREYWACKE,AR.VOLCANICS,2.7,,*,62.5,-114.3,*
-114.407444696,62.4555321449,D001-0441,1-EPB,0.0,647.0,GRANITE,AR.VOLCANICS,2.6,,*,62.5,-114.4,*
-114.398944222,62.4428644348,D001-0441,1-EPB,0.0,612.0,GRANITE,AR.VOLCANICS,2.6,,*,62.4,-114.4,*
-114.378946016,62.4711992797,D001-0354,1-EPB,0.0,640.0,GABBRO,AR.GRAN.GNEISS,2.9,,*,62.5,-114.4,*
-114.350113949,62.4248675658,D001-0441,1-EPB,0.0,514.0,GREEN SCHIST,AR.VOLCANICS,2.9,,*,62.4,-114.4,*
-114.329948002,62.5205354536,D001-0355,1-EPB,0.0,525.0,GABBRO,AR.VOLCANICS,2.9,,*,62.5,-114.3,*
-114.467784447,62.5670344135,D001-0362,1-EPB,0.0,679.0,GRANITE,AR.GRAN.GNEISS,2.7,,*,62.6,-114.5,*
-114.366113466,62.4852001165,D001-0355,1-EPB,0.0,538.0,MAFIC VOLCANIC,AR.VOLCANICS,2.8,,*,62.5,-114.4,*
-114.464114976,62.49469909,D001-0300,1-EPB,0.0,663.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.5,-114.5,*
-114.366113466,62.4852001165,D001-0354,1-EPB,0.0,538.0,MAFIC VOLCANIC,AR.VOLCANICS,2.8,,*,62.5,-114.4,*
-114.284783576,62.4818714522,D001-0394,1-EPB,0.0,611.0,GREYWACKE,AR.VOLCANICS,2.7,,*,62.5,-114.3,*
-114.422446047,62.4793659952,D001-0300,1-EPB,0.0,657.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.5,-114.4,*
-114.263616967,62.5013723983,D001-0355,1-EPB,0.0,594.0,GREYWACKE,AR.VOLCANICS,2.7,,*,62.5,-114.3,*
-114.359281175,62.5830342165,D001-0441,1-EPB,0.0,643.0,GREEN SCHIST,AR.VOLCANICS,2.9,,*,62.6,-114.4,*
-115.389498364,62.8338712391,D001-0362,1-EPB,0.0,629.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.8,-115.4,*
-114.48045476,62.8538756223,D001-0441,1-EPB,0.0,846.0,ACID GNEISS,AR.GRAN.GNEISS,2.6,,*,62.9,-114.5,*
-115.157988975,62.861539497,D001-0362,1-EPB,0.0,627.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.9,-115.2,*
-114.519289122,62.7655400139,D001-0441,1-EPB,0.0,767.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.8,-114.5,*
-115.134818993,62.762537893,D001-0362,1-EPB,0.0,619.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.8,-115.1,*
-114.252776369,62.8090415287,D001-0358,1-EPB,0.0,645.0,SCHIST,AR.METASED.,2.7,,*,62.8,-114.3,*
-114.745467012,62.7550384053,D001-0444,1-EPB,0.0,755.0,ACID GNEISS,AR.GRAN.GNEISS,2.6,,*,62.8,-114.7,*
-114.253277625,62.9303818673,D001-0358,1-EPB,0.0,724.0,SLATE,AR.METASED.,2.8,,*,62.9,-114.3,*
-115.138822804,62.9475429827,D001-0361,1-EPB,0.0,686.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.9,-115.1,*
-114.946146614,62.9412102889,D001-0477,1-EPB,0.0,691.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.9,-114.9,*
-114.946146614,62.9412102889,D001-0477,1-EPB,0.0,691.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.9,-114.9,*
-114.751136502,62.9392108576,D001-0444,1-EPB,0.0,808.0,GRANITE,AR.VOLCANICS,2.6,,*,62.9,-114.8,*
-115.389834796,62.9362073211,D001-0361,1-EPB,0.0,617.0,GRANITE,AR.METASED.,2.6,,*,62.9,-115.4,*
-114.945310226,62.7553713451,D001-0362,1-EPB,0.0,671.0,MAFIC GNEISS,AR.GRAN.GNEISS,3.0,,*,62.8,-114.9,*
-115.350993798,62.7517034047,D001-0295,1-EPB,0.0,622.0,GRANITE,AR.GRAN.GNEISS,2.6,,*,62.8,-115.4,*
-114.462785716,62.6712032113,D001-0441,1-EPB,0.0,757.0,GRANITE,AR.GRAN.GNEISS,2.7,,*,62.7,-114.5,*
