/ Dataset:E:\data\storage\2\5\1\4\0003\Acoustic properties (Vp, Vs, density) - CSV - Point Data.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,Access_Num,Sample_Num,District,Mode,Wet_Dry,Comments,Rock_type,Latitude,Longitude,Prop_Dir,Vib_Dir,Density,V_10,V_20,V_40,V_60,V_80,V_100,V_200,V_400,V_600,V_800,V_1000
-85.8103,49.1544000009,1249.0," 97-167xy","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.2,-85.8,pF,n.a.,3.0,*,6.4,6.5,6.5,6.6,6.7,6.9,7.0,7.0,*,*,
-85.8103,49.1544000009,1250.0," 97-167z","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.2,-85.8,nF,n.a.,3.0,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,*,*,
-85.8108,49.1547000009,1251.0," 91-169xy","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.2,-85.8,pF,n.a.,3.1,6.6,6.7,6.9,6.9,7.0,7.0,7.1,7.2,7.3,*,*,
-85.8108,49.1547000009,1252.0," 91-169z","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.2,-85.8,nF,n.a.,2.8,6.1,6.1,6.2,6.3,6.3,6.3,6.4,6.5,6.6,*,*,
-85.8284,49.2026000009,1253.0," 93-256xy","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.2,-85.8,pF,n.a.,3.0,5.9,6.1,6.4,6.5,6.6,6.6,6.8,6.8,6.9,*,*,
-85.8284,49.2026000009,1254.0," 93-256z","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.2,-85.8,nF,n.a.,3.0,5.4,5.6,6.0,6.2,6.3,6.4,6.6,6.7,6.7,*,*,
-85.7838,49.1437000009,1255.0," 92-257xy","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.1,-85.8,pF,n.a.,3.0,*,6.8,6.8,6.8,6.9,6.9,6.9,7.0,7.0,*,*,
-85.7838,49.1437000009,1256.0," 92-257z","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.1,-85.8,nF,n.a.,3.0,6.0,6.2,6.2,6.3,6.3,6.3,6.4,6.4,6.5,*,*,
-85.7844,49.1435000009,1257.0," 92-P355x","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.1,-85.8,pFpL,n.a.,3.1,6.4,6.5,6.5,6.5,6.6,6.6,6.6,6.7,6.7,*,*,
-85.7844,49.1435000009,1258.0," 92-P355y","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.1,-85.8,pFnL,n.a.,3.1,6.0,6.1,6.2,6.3,6.3,6.4,6.5,6.5,6.6,*,*,
-85.7844,49.1435000009,1259.0," 92-P355z","Manitouwadge, Ont.",P,D,"alteration zone","Orthoamph-gt-cord. gneiss",49.1,-85.8,nF,n.a.,3.1,5.9,6.0,6.1,6.2,6.3,6.3,6.4,6.5,6.5,*,*,
-85.8248,49.1577000009,1260.0," 91-15x","Manitouwadge, Ont.",P,D,interlayer,"Sillimanite-cord gneiss",49.2,-85.8,pFpL,n.a.,2.7,5.9,6.0,6.0,6.1,6.1,6.1,6.2,6.3,6.3,*,*,
-85.8248,49.1577000009,1261.0," 91-15y","Manitouwadge, Ont.",P,D,interlayer,"Sillimanite-cord gneiss",49.2,-85.8,pFnL,n.a.,2.7,5.7,5.7,5.8,5.8,5.8,5.9,5.9,6.0,6.0,*,*,
-85.83,49.2000000009,1262.0," DS-1xy","Manitouwadge, Ont.",P,D,disseminated,Sulphide,49.2,-85.8,pF,n.a.,2.9,5.3,5.4,5.6,5.7,5.8,5.8,5.9,6.0,6.0,*,*,
-85.83,49.2000000009,1263.0," DS-1z","Manitouwadge, Ont.",P,D,disseminated,Sulphide,49.2,-85.8,nF,n.a.,2.8,5.2,5.5,5.6,5.7,5.8,5.8,5.8,5.9,5.9,*,*,
-85.83,49.2000000009,1264.0," DS-2xy","Manitouwadge, Ont.",P,D,disseminated,Sulphide,49.2,-85.8,pF,n.a.,3.0,5.3,5.5,5.7,5.8,5.9,5.9,6.0,6.1,6.1,*,*,
-85.83,49.2000000009,1265.0," DS-2z","Manitouwadge, Ont.",P,D,disseminated,Sulphide,49.2,-85.8,nF,n.a.,3.0,5.3,5.4,5.5,5.6,5.7,5.7,5.8,5.8,5.9,*,*,
-85.83,49.2000000009,1266.0," 4/2-1","Manitouwadge, Ont.",P,D,semi-massive,Sulphide,49.2,-85.8,n.a.,n.a.,3.9,5.0,5.0,5.2,5.2,5.2,5.2,5.2,5.3,5.3,*,*,
-85.83,49.2000000009,1267.0," 4/2-2","Manitouwadge, Ont.",P,D,semi-massive,Sulphide,49.2,-85.8,n.a.,n.a.,3.8,5.6,5.8,5.9,6.0,6.0,6.0,6.1,6.1,6.2,*,*,
-85.83,49.2000000009,1268.0," MS-1","Manitouwadge, Ont.",P,D,massive,Sulphide,49.2,-85.8,n.a.,n.a.,4.3,5.4,5.6,5.7,5.8,5.8,5.8,5.9,6.0,6.0,*,*,
-85.83,49.2000000009,1269.0," 95-120A","Manitouwadge, Ont.",P,D,massive,Sulphide,49.2,-85.8,n.a.,n.a.,4.4,5.7,5.9,6.1,6.1,6.2,6.2,6.2,6.3,6.3,*,*,
-85.83,49.2000000009,1270.0," 95-120B","Manitouwadge, Ont.",P,D,massive,Sulphide,49.2,-85.8,n.a.,n.a.,4.3,*,5.4,5.5,5.5,5.6,5.6,5.7,5.8,5.8,*,*,
-85.7214,49.2333000009,1157.0," 94-324x","Manitouwadge, Ont.",P,D,,"Microcline porphyry",49.2,-85.7,pFpL,n.a.,2.7,5.5,5.8,6.0,6.1,6.2,6.2,6.3,6.3,6.4,*,*,
-85.7214,49.2333000009,1158.0," 94-324y","Manitouwadge, Ont.",P,D,,"Microcline porphyry",49.2,-85.7,pFnL,n.a.,2.7,5.2,5.5,5.8,5.9,6.1,6.1,6.2,6.3,6.3,*,*,
-85.7214,49.2333000009,1159.0," 94-324z","Manitouwadge, Ont.",P,D,,"Microcline porphyry",49.2,-85.7,nF,n.a.,2.7,*,5.2,5.5,5.7,5.8,5.9,6.0,6.1,6.1,*,*,
-85.9882,49.2556000009,1176.0," 94-44","Manitouwadge, Ont.",P,D,,Diorite-gabbro,49.3,-86.0,n.a.,n.a.,3.0,6.1,6.4,6.5,6.6,6.6,6.7,6.7,6.8,6.8,*,*,
-85.7881,49.2815000009,1182.0," 94-271z","Manitouwadge, Ont.",P,D,migmatic,Metagreywacke,49.3,-85.8,nF,n.a.,2.8,4.7,4.9,5.1,5.2,5.2,5.3,5.4,5.6,5.6,*,*,
-85.803,49.2838000009,1183.0," 94-356x","Manitouwadge, Ont.",P,D,migmatic,Metagreywacke,49.3,-85.8,pFpL,n.a.,2.7,5.3,5.5,5.7,5.9,6.0,6.0,6.2,6.4,6.4,*,*,
-85.803,49.2838000009,1184.0," 94-356y","Manitouwadge, Ont.",P,D,migmatic,Metagreywacke,49.3,-85.8,pFnL,n.a.,2.8,5.4,5.5,5.7,5.8,5.9,6.0,6.2,6.3,6.3,*,*,
-85.7074,49.2405000009,1226.0," 94-C60xy","Manitouwadge, Ont.",P,D,,Gabbro,49.2,-85.7,pF,n.a.,3.2,6.5,6.5,6.6,6.7,6.7,6.8,7.0,7.1,7.1,*,*,
-85.7074,49.2405000009,1227.0," 94-C60z","Manitouwadge, Ont.",P,D,,Gabbro,49.2,-85.7,nF,n.a.,3.2,*,5.4,5.7,5.8,5.8,5.9,6.0,6.2,6.3,*,*,
-85.742,49.2684000009,1228.0," 94-C51x","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.3,-85.7,pFpL,n.a.,2.9,5.8,6.0,6.2,6.3,6.4,6.4,6.6,6.7,6.8,*,*,
-85.742,49.2684000009,1229.0," 94-C51y","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.3,-85.7,pFnL,n.a.,3.0,5.8,5.9,6.1,6.2,6.3,6.3,6.4,6.5,6.6,*,*,
-85.742,49.2684000009,1230.0," 94-C51z","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.3,-85.7,nF,n.a.,3.0,*,5.6,5.8,5.9,6.0,6.1,6.2,6.4,6.4,*,*,
-85.681,49.2642000009,1231.0," 94-210x","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.3,-85.7,pFpL,n.a.,3.0,5.6,5.8,6.1,6.2,6.3,6.4,6.5,6.7,6.7,*,*,
-85.681,49.2642000009,1232.0," 94-210y","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.3,-85.7,pFnL,n.a.,3.0,5.9,6.0,6.1,6.2,6.3,6.3,6.5,6.6,6.6,*,*,
-85.681,49.2642000009,1233.0," 94-210z","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.3,-85.7,nF,n.a.,3.0,*,5.1,5.4,5.6,5.7,5.8,6.0,6.1,6.2,*,*,
-85.5079,49.2469000009,1185.0," 93-P295z","Manitouwadge, Ont.",P,D,migmatic,Metagreywacke,49.2,-85.5,nF,n.a.,2.8,*,6.3,6.4,6.5,6.5,6.5,6.5,6.6,6.6,*,*,
-85.5079,49.2469000009,1186.0," 93-P295xy","Manitouwadge, Ont.",P,D,migmatic,Metagreywacke,49.2,-85.5,pF,n.a.,2.8,5.9,6.0,6.0,6.1,6.1,6.1,6.2,6.2,6.3,*,*,
-85.6505,49.2403000009,1221.0," 94-126x","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.2,-85.7,pFpL,n.a.,3.2,6.4,6.6,6.7,6.8,6.8,6.8,7.0,7.0,7.1,*,*,
-85.6505,49.2403000009,1222.0," 94-126y","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.2,-85.7,pFnL,n.a.,3.3,6.1,6.3,6.5,6.6,6.7,6.8,6.9,7.0,7.0,*,*,
-85.6505,49.2403000009,1223.0," 94-126z","Manitouwadge, Ont.",P,D,,"Mafic metavolcanic",49.2,-85.7,nF,n.a.,3.2,5.7,5.9,6.1,6.3,6.4,6.4,6.6,6.8,6.8,*,*,
-79,48.2000000009,290.0,"CAD RC-13","Cadillac-Larder Fz, Que.",P,D,,Greywacke,48.2,-79.0,n.a.,n.a.,2.7,5.8,5.9,6.0,6.1,6.1,6.1,6.2,6.3,6.3,*,*,
-79,48.2000000009,291.0,"CAD RS-16FA","Cadillac-Larder Fz, Que.",P,D,,"Dacite tuff",48.2,-79.0,nF,n.a.,2.7,5.7,5.8,6.0,6.0,6.1,6.1,6.2,6.3,6.3,*,*,
-79,48.2000000009,292.0,"CAD RS-16FB","Cadillac-Larder Fz, Que.",P,D,,"Dacite tuff",48.2,-79.0,nF,n.a.,2.8,5.8,5.8,5.9,6.0,6.0,6.0,6.1,6.2,6.2,*,*,
-79,48.2000000009,293.0,"CAD RS-16FC","Cadillac-Larder Fz, Que.",P,D,,"Dacite tuff",48.2,-79.0,nF,n.a.,2.7,5.9,6.0,6.1,6.1,6.2,6.2,6.3,6.4,6.4,*,*,
-79,48.2000000009,294.0,"CAD RS-16PA","Cadillac-Larder Fz, Que.",P,D,,"Dacite tuff",48.2,-79.0,nF,n.a.,2.7,5.8,5.9,6.1,6.2,6.2,6.3,6.3,6.4,6.4,*,*,
-79,48.2000000009,295.0,"CAD RS-16PB","Cadillac-Larder Fz, Que.",P,D,,"Dacite tuff",48.2,-79.0,pF,n.a.,2.7,5.9,6.0,6.0,6.1,6.2,6.2,6.3,6.4,6.4,*,*,
-79,48.2000000009,296.0,"CAD RS-16PC","Cadillac-Larder Fz, Que.",P,D,,"Dacite tuff",48.2,-79.0,pF,n.a.,2.7,5.9,6.0,6.1,6.2,6.2,6.3,6.3,6.4,6.5,*,*,
-79,48.2000000009,297.0,"CAD RS-17F","Cadillac-Larder Fz, Que.",P,D,ep-rich,Meta-andesite,48.2,-79.0,nF,n.a.,3.0,*,*,6.9,7.0,7.0,7.0,7.1,7.1,7.1,*,*,
-79,48.2000000009,298.0,"CAD RS-17P","Cadillac-Larder Fz, Que.",P,D,ep-rich,Meta-andesite,48.2,-79.0,pF,n.a.,3.1,7.2,7.2,7.3,7.3,7.3,7.3,7.4,7.5,7.5,*,*,
-79,48.2000000009,299.0,"CAD RC-19","Cadillac-Larder Fz, Que.",P,D,calcitic,"Talc-chl schist",48.2,-79.0,n.a.,n.a.,2.9,5.4,5.5,5.6,5.7,5.7,5.8,5.9,6.0,6.1,*,*,
-79,48.2000000009,300.0,"CAD RC-20 ","Cadillac-Larder Fz, Que.",P,D,,"Trem-talc schist",48.2,-79.0,n.a.,n.a.,2.8,6.5,6.5,6.6,6.7,6.7,6.8,6.9,7.0,7.0,*,*,
-79,48.2000000009,301.0,"CAD RC-21 ","Cadillac-Larder Fz, Que.",P,D,,"Trem-chl schist",48.2,-79.0,n.a.,n.a.,2.9,*,5.7,5.8,5.9,6.0,6.0,6.1,6.2,6.3,*,*,
-79,48.2000000009,302.0,"CAD RC-23 ","Cadillac-Larder Fz, Que.",P,D,,"Trem-chl schist",48.2,-79.0,n.a.,n.a.,2.8,5.2,5.3,5.5,5.5,5.6,5.7,5.9,6.0,6.1,*,*,
-79,48.2000000009,303.0,"CAD RC-26 ","Cadillac-Larder Fz, Que.",P,D,calcitic,"Trem-chl schist",48.2,-79.0,n.a.,n.a.,2.8,5.2,5.4,5.5,5.6,5.6,5.7,5.9,6.1,6.2,*,*,
-79,48.2000000009,304.0,"CAD RC-27 ","Cadillac-Larder Fz, Que.",P,D,calcitic,"Trem-chl schist",48.2,-79.0,n.a.,n.a.,2.8,5.0,5.1,5.2,5.3,5.3,5.3,5.4,5.5,5.7,*,*,
-79,48.2000000009,305.0,"CAD RC-28 ","Cadillac-Larder Fz, Que.",P,D,mylonite),"Qtz-calc schist",48.2,-79.0,n.a.,n.a.,2.8,5.6,5.9,6.0,6.0,6.0,6.0,6.1,6.1,6.2,*,*,
-79,48.2000000009,306.0,"CAD RU-29 ","Cadillac-Larder Fz, Que.",P,D,,Diabase,48.2,-79.0,n.a.,n.a.,2.9,6.8,6.9,6.9,7.0,7.0,7.0,7.0,7.0,7.1,*,*,
-79,48.2000000009,307.0,"CAD RU-30F","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,n.a.,n.a.,2.8,*,6.0,6.0,6.0,6.1,6.1,6.1,6.2,6.3,*,*,
-79,48.2000000009,308.0,"CAD RU-30PL","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,n.a.,n.a.,2.8,6.4,6.5,6.6,6.6,6.6,6.7,6.7,6.8,6.8,*,*,
-79,48.2000000009,309.0,"CAD RU-30PQ","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,n.a.,n.a.,2.8,6.3,6.3,6.4,6.5,6.5,6.5,6.6,6.6,6.7,*,*,
-79,48.2000000009,310.0,"CAD RU-31F","Cadillac-Larder Fz, Que.",P,D,w/chl,"Qtz-calc schist",48.2,-79.0,nF,n.a.,2.9,6.4,6.5,6.6,6.7,6.7,6.7,6.8,6.8,6.9,*,*,
-79,48.2000000009,311.0,"CAD RU-31PL","Cadillac-Larder Fz, Que.",P,D,w/chl,"Qtz-calc schist",48.2,-79.0,pFnL,n.a.,2.9,6.5,6.6,6.7,6.7,6.7,6.8,6.8,6.9,6.9,*,*,
-79,48.2000000009,312.0,"CAD RU-31PQ","Cadillac-Larder Fz, Que.",P,D,w/chl,"Qtz-calc schist",48.2,-79.0,n.a.,n.a.,2.9,6.7,6.9,7.0,7.0,7.0,7.0,7.0,7.1,7.1,*,*,
-79,48.2000000009,313.0,"CAD RU-32PL","Cadillac-Larder Fz, Que.",P,D,calcitic,"Talc-chl schist",48.2,-79.0,pFnL,n.a.,2.8,5.1,5.2,5.3,5.3,5.4,5.4,5.5,5.6,5.7,*,*,
-79,48.2000000009,314.0,"CAD RS-33F","Cadillac-Larder Fz, Que.",P,D,,Metagabbro,48.2,-79.0,nF,n.a.,2.9,6.6,6.7,6.8,6.8,6.8,6.8,6.9,6.9,7.0,*,*,
-79,48.2000000009,315.0,"CAD RS-33P","Cadillac-Larder Fz, Que.",P,D,,Metagabbro,48.2,-79.0,pF,n.a.,2.9,6.4,6.5,6.6,6.6,6.6,6.7,6.7,6.8,6.8,*,*,
-79,48.2000000009,316.0,"CAD RS-34F","Cadillac-Larder Fz, Que.",P,D,,Meta-andesite,48.2,-79.0,nF,n.a.,2.8,5.6,5.8,6.0,6.1,6.1,6.2,6.3,6.4,6.4,*,*,
-79,48.2000000009,317.0,"CAD RS-34P","Cadillac-Larder Fz, Que.",P,D,,Meta-andesite,48.2,-79.0,pF,n.a.,2.8,5.8,5.9,6.0,6.1,6.1,6.2,6.3,6.4,6.4,*,*,
-79,48.2000000009,318.0,"CAD RS-35F","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,nF,n.a.,2.8,*,*,5.9,6.0,6.0,6.0,6.1,6.1,6.2,*,*,
-79,48.2000000009,319.0,"CAD RS-35P","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,pF,n.a.,2.8,6.1,6.1,6.2,6.2,6.3,6.3,6.4,6.5,6.5,*,*,
-79,48.2000000009,320.0,"CAD RS-36F","Cadillac-Larder Fz, Que.",P,D,,"Actin-chl schist",48.2,-79.0,nF,n.a.,3.0,*,*,6.4,6.5,6.5,6.6,6.6,6.7,6.7,*,*,
-79,48.2000000009,321.0,"CAD RS-36P","Cadillac-Larder Fz, Que.",P,D,,"Actin-chl schist",48.2,-79.0,pF,n.a.,2.9,6.7,6.8,6.8,6.9,6.9,6.9,6.9,7.0,7.0,*,*,
-79,48.2000000009,322.0,"CAD RS-37FA","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,nF,n.a.,2.7,5.3,5.5,5.6,5.7,5.8,5.8,5.9,6.0,6.1,*,*,
-79,48.2000000009,323.0,"CAD RS-37FB","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,nF,n.a.,2.7,5.1,5.3,5.6,5.7,5.8,5.9,6.0,6.2,6.2,*,*,
-79,48.2000000009,324.0,"CAD RS-37FC","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,nF,n.a.,2.7,5.1,5.3,5.5,5.6,5.7,5.8,5.9,6.0,6.0,*,*,
-79,48.2000000009,325.0,"CAD RS-37PB","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,pF,n.a.,2.7,4.9,5.0,5.1,5.2,5.2,5.2,5.3,5.5,5.5,*,*,
-79,48.2000000009,326.0,"CAD RS-37PD","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,pF,n.a.,2.7,5.9,6.0,6.1,6.2,6.2,6.2,6.3,6.4,6.5,*,*,
-79,48.2000000009,327.0,"CAD RS-38F","Cadillac-Larder Fz, Que.",P,D,,Granite,48.2,-79.0,nF,n.a.,2.7,5.5,5.7,6.0,6.1,6.2,6.2,6.3,6.4,6.5,*,*,
-79,48.2000000009,328.0,"CAD RS-38P","Cadillac-Larder Fz, Que.",P,D,,Granite,48.2,-79.0,pF,n.a.,2.7,5.8,6.0,6.1,6.2,6.2,6.3,6.3,6.4,6.4,*,*,
-79,48.2000000009,329.0,"CAD RS-39F","Cadillac-Larder Fz, Que.",P,D,,Rhyolite,48.2,-79.0,nF,n.a.,2.7,6.1,6.2,6.2,6.2,6.2,6.3,6.3,6.4,6.4,*,*,
-79,48.2000000009,330.0,"CAD RS-39P","Cadillac-Larder Fz, Que.",P,D,,Rhyolite,48.2,-79.0,pF,n.a.,2.7,6.3,6.4,6.5,6.6,6.6,6.7,6.7,6.8,6.8,*,*,
-79,48.2000000009,331.0,"CAD RS-40F","Cadillac-Larder Fz, Que.",P,D,,Metagreywacke,48.2,-79.0,nF,n.a.,2.8,6.0,6.0,6.1,6.1,6.2,6.2,6.2,6.3,6.3,*,*,
-79,48.2000000009,332.0,"CAD RS-40P","Cadillac-Larder Fz, Que.",P,D,,Metagreywacke,48.2,-79.0,pF,n.a.,2.8,6.3,6.4,6.4,6.4,6.5,6.5,6.5,6.6,6.6,*,*,
-79,48.2000000009,333.0,"CAD RS-41FA","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,nF,n.a.,2.8,5.4,5.5,5.7,5.7,5.8,5.8,6.0,6.1,6.1,*,*,
-79,48.2000000009,334.0,"CAD RS-41FB","Cadillac-Larder Fz, Que.",P,D,,"Greywacke conglomerate",48.2,-79.0,nF,n.a.,2.7,*,*,5.6,5.7,5.8,5.8,5.9,5.9,6.0,*,*,
-79,48.2000000009,335.0,"CAD RS-41FC","Cadillac-Larder Fz, Que.",P,D,,Greywacke,48.2,-79.0,nF,n.a.,2.7,5.3,5.4,5.5,5.6,5.7,5.7,5.9,5.9,6.0,*,*,
-79,48.2000000009,336.0,"CAD RS-41PA","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,pF,n.a.,2.8,6.3,6.4,6.5,6.5,6.5,6.6,6.6,6.7,6.7,*,*,
-79,48.2000000009,337.0,"CAD RS-41PC","Cadillac-Larder Fz, Que.",P,D,,Schist,48.2,-79.0,pF,n.a.,2.8,6.4,6.5,6.5,6.6,6.6,6.6,6.7,6.8,6.8,*,*,
-79,48.2000000009,338.0,"CAD RS-42F","Cadillac-Larder Fz, Que.",P,D,,Metasiltstone,48.2,-79.0,nF,n.a.,2.8,5.7,5.9,5.9,6.0,6.0,6.0,6.1,6.2,6.2,*,*,
-79,48.2000000009,339.0,"CAD RS-42P","Cadillac-Larder Fz, Que.",P,D,,Metasiltstone,48.2,-79.0,pF,n.a.,2.8,5.9,6.1,6.2,6.2,6.3,6.3,6.3,6.4,6.4,*,*,
-79,48.2000000009,340.0,"CAD RS-43F","Cadillac-Larder Fz, Que.",P,D,,Metagreywacke,48.2,-79.0,nF,n.a.,2.7,5.6,5.7,5.8,5.9,5.9,5.9,6.0,6.0,6.1,*,*,
-79,48.2000000009,341.0,"CAD RS-43P","Cadillac-Larder Fz, Que.",P,D,,Metagreywacke,48.2,-79.0,pF,n.a.,2.7,5.7,5.8,5.9,5.9,6.0,6.0,6.1,6.2,6.2,*,*,
-79,48.2000000009,342.0,"CAD RS-44F","Cadillac-Larder Fz, Que.",P,D,,Metagreywacke,48.2,-79.0,nF,n.a.,2.7,5.3,5.4,5.6,5.7,5.7,5.7,5.8,5.9,5.9,*,*,
-79,48.2000000009,343.0,"CAD RS-44P","Cadillac-Larder Fz, Que.",P,D,,Metagreywacke,48.2,-79.0,pF,n.a.,2.7,5.7,5.9,6.0,6.1,6.2,6.2,6.3,6.4,6.4,*,*,
-79,48.2000000009,344.0,"CAD RS-48","Cadillac-Larder Fz, Que.",P,D,,Metadiabase,48.2,-79.0,n.a.,n.a.,3.0,6.4,6.5,6.7,6.7,6.8,6.8,6.8,6.9,6.9,*,*,
-83,48.0000000009,623.0,KAP88-3A,"Kapuskasing, Ont.",P,D,,Anorthosite,48.0,-83.0,nF,n.a.,2.8,6.6,6.8,6.9,7.0,7.0,7.1,7.2,7.2,7.3,*,*,
-83,48.0000000009,624.0,KAP88-3A',"Kapuskasing, Ont.",P,W,,Anorthosite,48.0,-83.0,nF,n.a.,2.8,6.6,6.7,6.7,6.8,6.8,6.8,6.9,7.0,7.0,*,*,
-83,48.0000000009,625.0,KAP88-3A',"Kapuskasing, Ont.",S,D,,Anorthosite,48.0,-83.0,nF,pF,2.8,3.2,3.6,3.7,3.8,3.8,3.8,3.9,3.9,4.0,*,*,
-83,48.0000000009,626.0,KAP88-3A',"Kapuskasing, Ont.",S,W,,Anorthosite,48.0,-83.0,nF,pF,2.8,3.4,3.6,3.7,3.8,3.8,3.8,3.8,3.9,3.9,*,*,
-83,48.0000000009,627.0,KAP88-3B,"Kapuskasing, Ont.",P,D,,Anorthosite,48.0,-83.0,pF,n.a.,2.8,6.4,6.6,7.0,7.1,7.1,7.2,7.3,7.3,7.3,*,*,
-83,48.0000000009,628.0,KAP88-3B',"Kapuskasing, Ont.",S,D,,Anorthosite,48.0,-83.0,pFpL,nF,2.8,3.4,3.6,3.7,3.8,3.8,3.9,3.9,4.0,4.0,*,*,
-83,48.0000000009,629.0,KAP88-3B',"Kapuskasing, Ont.",P,W,,Anorthosite,48.0,-83.0,pFpL,n.a.,2.8,6.6,6.7,6.8,6.9,6.9,7.0,7.0,7.1,7.1,*,*,
-83,48.0000000009,630.0,KAP88-3B',"Kapuskasing, Ont.",S,W,,Anorthosite,48.0,-83.0,pFpL,nF,2.8,3.6,3.7,3.8,3.8,3.9,3.9,3.9,4.0,4.0,*,*,
-83,48.0000000009,631.0,KAP88-6A,"Kapuskasing, Ont.",P,W,,"Mafic gneiss",48.0,-83.0,nF,n.a.,2.9,5.8,5.9,6.0,6.1,6.2,6.2,6.3,6.4,6.4,*,*,
-83,48.0000000009,632.0,KAP88-6A,"Kapuskasing, Ont.",S,W,,"Mafic gneiss",48.0,-83.0,nF,pF,2.9,3.4,3.5,3.7,3.7,3.8,3.8,3.9,3.9,4.0,*,*,
-83,48.0000000009,633.0,KAP88-6A,"Kapuskasing, Ont.",P,D,,"Mafic gneiss",48.0,-83.0,nF,n.a.,2.9,*,*,5.6,6.0,6.2,6.3,6.5,6.8,6.8,*,*,
-83,48.0000000009,634.0,KAP88-6B,"Kapuskasing, Ont.",P,D,,"Mafic gneiss",48.0,-83.0,pFpL,n.a.,3.0,6.2,6.5,6.7,6.9,7.0,7.1,7.3,7.5,7.5,*,*,
-83,48.0000000009,635.0,KAP88-7A,"Kapuskasing, Ont.",S,D,,"Mafic gneiss",48.0,-83.0,nF,pF,3.0,*,3.6,3.8,3.9,3.9,3.9,4.0,4.0,4.0,*,*,
-83,48.0000000009,636.0,KAP88-7A,"Kapuskasing, Ont.",S,W,,"Mafic gneiss",48.0,-83.0,nF,pF,3.0,*,3.7,3.8,3.8,3.8,3.9,3.9,4.0,4.0,*,*,
-83,48.0000000009,637.0,KAP88-7A,"Kapuskasing, Ont.",P,D,,"Mafic gneiss",48.0,-83.0,nF,n.a.,3.1,6.3,6.5,6.7,6.8,6.9,6.9,7.0,7.1,7.2,*,*,
-83,48.0000000009,638.0,KAP88-7A,"Kapuskasing, Ont.",P,W,,"Mafic gneiss",48.0,-83.0,nF,n.a.,3.0,6.4,6.5,6.6,6.6,6.7,6.7,6.8,6.9,6.9,*,*,
-83,48.0000000009,639.0,KAP88-7B,"Kapuskasing, Ont.",P,W,,"Mafic gneiss",48.0,-83.0,pFpL,n.a.,3.0,6.7,6.9,7.0,7.1,7.1,7.1,7.2,7.3,7.3,*,*,
-83,48.0000000009,640.0,KAP88-7B,"Kapuskasing, Ont.",S,D,,"Mafic gneiss",48.0,-83.0,pFpL,nF,3.0,*,3.7,3.9,3.9,4.0,4.0,4.0,4.1,4.1,*,*,
-83,48.0000000009,641.0,KAP88-7B,"Kapuskasing, Ont.",P,D,,"Mafic gneiss",48.0,-83.0,pFpL,n.a.,3.0,6.4,6.6,6.9,7.0,7.1,7.2,7.4,7.5,7.5,*,*,
-83,48.0000000009,642.0,KAP88-7B,"Kapuskasing, Ont.",S,W,,"Mafic gneiss",48.0,-83.0,pFpL,nF,3.0,3.8,3.8,3.9,3.9,3.9,4.0,4.0,4.0,4.0,*,*,
