/ Dataset:E:\data\storage\2\5\1\4\0003\Acoustic properties (Vp, Vs, density) - CSV - Point Data.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,Access_Num,Sample_Num,District,Mode,Wet_Dry,Comments,Rock_type,Latitude,Longitude,Prop_Dir,Vib_Dir,Density,V_10,V_20,V_40,V_60,V_80,V_100,V_200,V_400,V_600,V_800,V_1000
-106,59.5000000008,1744.0,C133-x,"Snowbird Shear Zone, Sask.",P,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,pFpL,n.a,2.7,6.1,6.2,6.3,6.4,6.4,6.5,6.5,6.5,6.6,*,*,
-106,59.5000000008,1745.0,C133-x,"Snowbird Shear Zone, Sask.",S,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,pFpL,pFnL,2.7,3.5,3.5,3.6,3.7,3.7,3.7,3.8,3.8,3.8,*,*,
-106,59.5000000008,1746.0,C133-y,"Snowbird Shear Zone, Sask.",S,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,pFnL,nFnL,2.7,3.5,3.6,3.7,3.7,3.7,3.7,3.8,3.8,3.8,*,*,
-106,59.5000000008,1747.0,C133-y,"Snowbird Shear Zone, Sask.",S,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,pFnL,pFpL,2.7,3.5,3.6,3.7,3.7,3.7,3.7,3.8,3.8,3.8,*,*,
-106,59.5000000008,1748.0,C133-y,"Snowbird Shear Zone, Sask.",P,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,pFnL,n.a,2.7,5.9,6.0,6.1,6.1,6.2,6.2,6.2,6.3,6.3,*,*,
-106,59.5000000008,1749.0,C133-z,"Snowbird Shear Zone, Sask.",P,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,nF,n.a,2.7,5.9,6.1,6.1,6.1,6.2,6.2,6.2,6.3,6.4,*,*,
-106,59.5000000008,1750.0,C133-z,"Snowbird Shear Zone, Sask.",S,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,nF,pFnL,2.7,3.4,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.6,*,*,
-106,59.5000000008,1751.0,C133-z,"Snowbird Shear Zone, Sask.",S,D,"54.0 plag,32.5 qtz,8.6 hb, 4.6 bio, 0.1 gt, 0.1 chl, 0.1 zir;    annealed","Tonalitic mylonite",59.5,-106.0,nF,pFpL,2.7,3.5,3.5,3.6,3.7,3.7,3.7,3.7,3.8,3.8,*,*,
-106,59.5000000008,1752.0,C21-x,"Snowbird Shear Zone, Sask.",P,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,pFpL,n.a,3.0,7.3,7.3,7.3,7.4,7.4,7.4,7.4,7.4,7.5,*,*,
-106,59.5000000008,1753.0,C21-x,"Snowbird Shear Zone, Sask.",S,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,pFpL,nFnL,3.0,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,*,*,
-106,59.5000000008,1754.0,C21-x,"Snowbird Shear Zone, Sask.",S,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,pFpL,pFnL,3.0,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,*,*,
-106,59.5000000008,1755.0,C21-y,"Snowbird Shear Zone, Sask.",S,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,pFnL,nFnL,3.0,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,*,*,
-106,59.5000000008,1756.0,C21-y,"Snowbird Shear Zone, Sask.",P,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,pFnL,n.a,3.0,6.8,6.8,6.8,6.8,6.9,6.9,6.9,6.9,7.0,*,*,
-106,59.5000000008,1757.0,C21-y,"Snowbird Shear Zone, Sask.",S,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,pFnL,pFpL,3.0,4.0,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,*,*,
-106,59.5000000008,1758.0,C21-z,"Snowbird Shear Zone, Sask.",P,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,nF,n.a,3.0,6.4,6.5,6.6,6.6,6.6,6.6,6.7,6.7,6.7,*,*,
-106,59.5000000008,1759.0,C21-z,"Snowbird Shear Zone, Sask.",S,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,nF,pFpL,3.0,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.0,4.0,*,*,
-106,59.5000000008,1760.0,C21-z,"Snowbird Shear Zone, Sask.",S,D,"69.2 hb, 25.3 plag, 3.2 opq, 1.5 ser, 0.8 acc","Amphibolitic ultramylonite",59.5,-106.0,nF,pFnL,3.0,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,*,*,
-106,59.5000000008,1761.0,J143-x,"Snowbird Shear Zone, Sask.",P,D,,"Mylonitic amphibolite",59.5,-106.0,pFpL,n.a,3.2,7.0,7.2,7.3,7.4,7.4,7.4,7.4,7.4,7.4,*,*,
-106,59.5000000008,1762.0,J143-x,"Snowbird Shear Zone, Sask.",S,D,,"Mylonitic amphibolite",59.5,-106.0,pFpL,pFnL,3.2,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.1,4.2,*,*,
-106,59.5000000008,1763.0,J143-x,"Snowbird Shear Zone, Sask.",S,D,,"Mylonitic amphibolite",59.5,-106.0,pFpL,nFnL,3.2,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.1,*,*,
-106,59.5000000008,1764.0,J143-y,"Snowbird Shear Zone, Sask.",P,D,,"Mylonitic amphibolite",59.5,-106.0,pFnL,n.a,3.2,6.6,6.7,6.8,6.8,6.9,6.9,7.0,7.0,7.1,*,*,
-106,59.5000000008,1765.0,J143-y,"Snowbird Shear Zone, Sask.",S,D,,"Mylonitic amphibolite",59.5,-106.0,pFnL,pFpL,3.2,3.9,3.9,4.0,4.0,4.1,4.1,4.1,4.2,4.2,*,*,
-106,59.5000000008,1766.0,J143-y,"Snowbird Shear Zone, Sask.",S,D,,"Mylonitic amphibolite",59.5,-106.0,pFnL,nFnL,3.2,3.7,3.8,3.9,3.9,3.9,3.9,4.0,4.0,4.1,*,*,
-106,59.5000000008,1767.0,J143-z,"Snowbird Shear Zone, Sask.",S,D,,"Mylonitic amphibolite",59.5,-106.0,nF,pFpL,3.2,3.9,3.9,4.0,4.0,4.0,4.0,4.1,4.1,4.1,*,*,
-106,59.5000000008,1768.0,J143-z,"Snowbird Shear Zone, Sask.",P,D,,"Mylonitic amphibolite",59.5,-106.0,nF,n.a,3.2,6.5,6.6,6.7,6.8,6.8,6.9,6.9,7.0,7.0,*,*,
-106,59.5000000008,1769.0,J143-z,"Snowbird Shear Zone, Sask.",S,D,,"Mylonitic amphibolite",59.5,-106.0,nF,pFnL,3.2,3.8,3.9,3.9,3.9,3.9,3.9,4.0,4.0,4.0,*,*,
-106,59.5000000008,1770.0,J152-x,"Snowbird Shear Zone, Sask.",P,D,"39.0 cpx, 28.9 hb. 28.6 opqx, 2.3 tal, 0.8 opq","Mylonitic pyroxenite",59.5,-106.0,pFpL,n.a,3.3,7.7,7.8,7.8,7.9,7.9,7.9,8.0,8.0,8.0,*,*,
-106,59.5000000008,1771.0,J152-y,"Snowbird Shear Zone, Sask.",P,D,"39.0 cpx, 28.9 hb. 28.6 opqx, 2.3 tal, 0.8 opq","Mylonitic pyroxenite",59.5,-106.0,pFnL,n.a,3.3,7.4,7.4,7.5,7.5,7.5,7.5,7.6,7.6,7.7,*,*,
-106,59.5000000008,1772.0,J152-z,"Snowbird Shear Zone, Sask.",P,D,"39.0 cpx, 28.9 hb. 28.6 opqx, 2.3 tal, 0.8 opq","Mylonitic pyroxenite",59.5,-106.0,nF,n.a,3.3,7.4,7.4,7.5,7.6,7.6,7.6,7.6,7.7,7.7,*,*,
-106,59.5000000008,1773.0,J1A-x,"Snowbird Shear Zone, Sask.",S,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,pFpL,nFnL,3.0,3.7,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,*,*,
-106,59.5000000008,1774.0,J1A-x,"Snowbird Shear Zone, Sask.",S,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,pFpL,pFnL,3.0,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,*,*,
-106,59.5000000008,1775.0,J1A-x,"Snowbird Shear Zone, Sask.",P,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,pFpL,n.a,3.0,7.1,7.2,7.3,7.3,7.3,7.3,7.4,7.4,7.4,*,*,
-106,59.5000000008,1776.0,J1A-y,"Snowbird Shear Zone, Sask.",P,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,pFnL,n.a,3.0,6.7,6.8,6.9,6.9,6.9,7.0,7.0,7.0,7.1,*,*,
-106,59.5000000008,1777.0,J1A-y,"Snowbird Shear Zone, Sask.",S,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,pFnL,nFnL,3.0,3.6,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,*,*,
-106,59.5000000008,1778.0,J1A-y,"Snowbird Shear Zone, Sask.",S,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,pFnL,pFpL,3.0,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,*,*,
-106,59.5000000008,1779.0,J1A-z,"Snowbird Shear Zone, Sask.",P,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,nF,n.a,3.0,6.2,6.3,6.4,6.4,6.4,6.5,6.5,6.6,6.6,*,*,
-106,59.5000000008,1780.0,J1A-z,"Snowbird Shear Zone, Sask.",S,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,nF,pFpL,3.0,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,*,*,
-106,59.5000000008,1781.0,J1A-z,"Snowbird Shear Zone, Sask.",S,D,"65.0 hb, 28.9 plag, 4.2 ser, 1.1 acc, 0.4 chl, 0.2 opq, 0.2 qtz","Amphibolitic ultramylonite",59.5,-106.0,nF,pFnL,3.0,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.9,3.9,*,*,
-106,59.5000000008,1782.0,J226-x,"Snowbird Shear Zone, Sask.",P,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,pFpL,n.a,2.8,5.9,6.0,6.1,6.1,6.2,6.2,6.3,6.3,6.4,*,*,
-106,59.5000000008,1783.0,J226-x,"Snowbird Shear Zone, Sask.",S,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,pFpL,nFnL,2.8,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.6,3.6,*,*,
-106,59.5000000008,1784.0,J226-x,"Snowbird Shear Zone, Sask.",S,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,pFpL,pFnL,2.8,3.5,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.8,*,*,
-106,59.5000000008,1785.0,J226-y,"Snowbird Shear Zone, Sask.",P,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,pFnL,n.a,2.8,5.7,5.9,5.9,6.0,6.0,6.0,6.1,6.2,6.2,*,*,
-106,59.5000000008,1786.0,J226-y,"Snowbird Shear Zone, Sask.",S,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,pFnL,pFpL,2.8,3.4,3.4,3.5,3.6,3.6,3.6,3.7,3.7,3.7,*,*,
-106,59.5000000008,1787.0,J226-y,"Snowbird Shear Zone, Sask.",S,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,pFnL,nFnL,2.8,3.2,3.3,3.4,3.4,3.4,3.4,3.5,3.5,3.6,*,*,
-106,59.5000000008,1788.0,J226-z,"Snowbird Shear Zone, Sask.",P,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,nF,n.a,2.8,5.5,5.6,5.7,5.8,5.8,5.9,6.0,6.0,6.1,*,*,
-106,59.5000000008,1789.0,J226-z,"Snowbird Shear Zone, Sask.",S,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,nF,pFpL,2.8,3.4,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.6,*,*,
-106,59.5000000008,1790.0,J226-z,"Snowbird Shear Zone, Sask.",S,D,"29.1 kf, 23.5 hb, 22.9 qtz, 13.7 plag, 8.6 bio, 1.2 opq, 0.5 gt, 0.4 cal, 0.1 ser","Hb granite mylonite",59.5,-106.0,nF,pFnL,2.8,3.3,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.6,*,*,
-106,59.5000000008,1791.0,J311-x,"Snowbird Shear Zone, Sask.",P,D,"60.2 trem, 23.3 serp, 5.4 opq, 3.0 tal, 2.5 ol","Hornblende mylonite",59.5,-106.0,pFpL,n.a,3.1,7.1,7.1,7.2,7.2,7.2,7.2,7.3,7.3,7.4,*,*,
-106,59.5000000008,1792.0,J311-y,"Snowbird Shear Zone, Sask.",P,D,"60.2 trem, 23.3 serp, 5.4 opq, 3.0 tal, 2.5 ol","Hornblende mylonite",59.5,-106.0,pFnL,n.a,3.1,6.8,6.9,7.0,7.0,7.0,7.0,7.0,7.1,7.1,*,*,
-106,59.5000000008,1793.0,J311-z,"Snowbird Shear Zone, Sask.",P,D,"60.2 trem, 23.3 serp, 5.4 opq, 3.0 tal, 2.5 ol","Hornblende mylonite",59.5,-106.0,nF,n.a,3.1,6.4,6.4,6.5,6.5,6.5,6.6,6.6,6.6,6.7,*,*,
-106,59.5000000008,1794.0,J313C-x,"Snowbird Shear Zone, Sask.",P,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,pFpL,n.a,3.0,6.9,7.2,7.3,7.4,7.4,7.5,7.5,7.5,7.6,*,*,
-106,59.5000000008,1795.0,J313C-x,"Snowbird Shear Zone, Sask.",S,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,pFpL,nFnL,3.0,3.7,3.8,3.8,3.9,3.9,3.9,3.9,4.0,4.0,*,*,
-106,59.5000000008,1796.0,J313C-x,"Snowbird Shear Zone, Sask.",S,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,pFpL,pFnL,3.0,3.9,4.0,4.0,4.1,4.1,4.1,4.2,4.2,4.2,*,*,
-106,59.5000000008,1797.0,J313C-y,"Snowbird Shear Zone, Sask.",S,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,pFnL,nFnL,3.0,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,3.9,*,*,
-106,59.5000000008,1798.0,J313C-y,"Snowbird Shear Zone, Sask.",P,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,pFnL,n.a,3.0,6.5,6.8,6.9,7.0,7.0,7.0,7.0,7.1,7.1,*,*,
-106,59.5000000008,1799.0,J313C-y,"Snowbird Shear Zone, Sask.",S,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,pFnL,pFpL,3.0,4.0,4.0,4.0,4.1,4.1,4.2,4.2,4.2,4.2,*,*,
-106,59.5000000008,1800.0,J313C-z,"Snowbird Shear Zone, Sask.",S,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,nF,pFpL,3.0,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,3.9,*,*,
-106,59.5000000008,1801.0,J313C-z,"Snowbird Shear Zone, Sask.",P,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,nF,n.a,3.0,5.8,6.0,6.3,6.4,6.5,6.5,6.6,6.6,6.7,*,*,
-106,59.5000000008,1802.0,J313C-z,"Snowbird Shear Zone, Sask.",S,D,"61.2 hb, 37.0 plag, 0.6 bio, 0.6 cpx, 0.6 chl","Amphibolitic mylonite",59.5,-106.0,nF,pFnL,3.0,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,3.9,*,*,
-106,59.5000000008,1803.0,J324A-x,"Snowbird Shear Zone, Sask.",P,D,"51.2 plag, 18.2 cpx, 12.0 hb, 10.8 opqx, 1.6 bio, 1.4 ser, 0.8 opq","Mafic mylonite",59.5,-106.0,pFpL,n.a,3.0,6.7,6.9,6.9,7.0,7.0,7.0,7.0,7.1,7.1,*,*,
-106,59.5000000008,1804.0,J324A-y,"Snowbird Shear Zone, Sask.",P,D,"51.2 plag, 18.2 cpx, 12.0 hb, 10.8 opqx, 1.6 bio, 1.4 ser, 0.8 opq","Mafic mylonite",59.5,-106.0,pFnL,n.a,3.0,6.6,6.7,6.8,6.8,6.9,6.9,7.0,7.0,7.0,*,*,
-106,59.5000000008,1805.0,J324A-z,"Snowbird Shear Zone, Sask.",P,D,"51.2 plag, 18.2 cpx, 12.0 hb, 10.8 opqx, 1.6 bio, 1.4 ser, 0.8 opq","Mafic mylonite",59.5,-106.0,nF,n.a,3.0,6.8,6.8,6.9,6.9,6.9,6.9,7.0,7.0,7.0,*,*,
-106,59.5000000008,1806.0,J324-x,"Snowbird Shear Zone, Sask.",S,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,pFpL,nFnL,2.9,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,*,*,
-106,59.5000000008,1807.0,J324-x,"Snowbird Shear Zone, Sask.",S,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,pFpL,pFnL,2.9,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,*,*,
-106,59.5000000008,1808.0,J324-x,"Snowbird Shear Zone, Sask.",P,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,pFpL,n.a,2.9,6.9,6.9,6.9,7.0,7.0,7.0,7.0,7.1,7.1,*,*,
-106,59.5000000008,1809.0,J324-y,"Snowbird Shear Zone, Sask.",S,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,pFnL,pFpL,2.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,*,*,
-106,59.5000000008,1810.0,J324-y,"Snowbird Shear Zone, Sask.",S,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,pFnL,nFnL,2.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,*,*,
-106,59.5000000008,1811.0,J324-y,"Snowbird Shear Zone, Sask.",P,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,pFnL,n.a,2.9,6.7,6.8,6.9,6.9,6.9,6.9,7.0,7.0,7.0,*,*,
-106,59.5000000008,1812.0,J324-z,"Snowbird Shear Zone, Sask.",S,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,nF,pFpL,2.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,*,*,
-106,59.5000000008,1813.0,J324-z,"Snowbird Shear Zone, Sask.",P,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,nF,n.a,2.9,6.8,6.9,7.0,7.0,7.0,7.0,7.0,7.0,7.1,*,*,
-106,59.5000000008,1814.0,J324-z,"Snowbird Shear Zone, Sask.",S,D,"66.2 plag, 12.6 cpx, 10.3 opqx, 7.4 ser, 1.1 bio, 1.0 opq, 1.0 chl, 0.4 hb","Mafic mylonite",59.5,-106.0,nF,pFnL,2.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,*,*,
-106,59.5000000008,1815.0,J341-x,"Snowbird Shear Zone, Sask.",P,D,"57.7 hb, 24.0 plag, 7.5 chl, 5.6 qtz, 2.0 opq, 1.3 bio, 1.0 ser, 0.1 cal","Amphibolitic mylonite",59.5,-106.0,pFpL,n.a,3.0,7.2,7.2,7.3,7.3,7.3,7.3,7.3,7.4,7.4,*,*,
-106,59.5000000008,1816.0,J341-y,"Snowbird Shear Zone, Sask.",P,D,"57.7 hb, 24.0 plag, 7.5 chl, 5.6 qtz, 2.0 opq, 1.3 bio, 1.0 ser, 0.1 cal","Amphibolitic mylonite",59.5,-106.0,pFnL,n.a,3.0,6.8,6.9,7.0,7.0,7.0,7.0,7.1,7.1,7.1,*,*,
-106,59.5000000008,1817.0,J341-z,"Snowbird Shear Zone, Sask.",P,D,"57.7 hb, 24.0 plag, 7.5 chl, 5.6 qtz, 2.0 opq, 1.3 bio, 1.0 ser, 0.1 cal","Amphibolitic mylonite",59.5,-106.0,nF,n.a,3.0,6.0,6.1,6.3,6.3,6.3,6.4,6.4,6.5,6.5,*,*,
-106,59.5000000008,1818.0,J372-x,"Snowbird Shear Zone, Sask.",S,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,pFpL,nFnL,2.8,3.0,3.1,3.2,3.3,3.4,3.4,3.5,3.6,3.6,*,*,
-106,59.5000000008,1819.0,J372-x,"Snowbird Shear Zone, Sask.",P,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,pFpL,n.a,2.8,5.7,5.9,6.0,6.2,6.2,6.3,6.4,6.5,6.5,*,*,
-106,59.5000000008,1820.0,J372-x,"Snowbird Shear Zone, Sask.",S,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,pFpL,pFnL,2.8,3.4,3.4,3.6,3.6,3.7,3.7,3.8,3.8,3.8,*,*,
-106,59.5000000008,1821.0,J372-y,"Snowbird Shear Zone, Sask.",P,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,pFnL,n.a,2.8,5.6,5.8,6.0,6.1,6.2,6.3,6.4,6.4,6.5,*,*,
-106,59.5000000008,1822.0,J372-y,"Snowbird Shear Zone, Sask.",S,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,pFnL,pFpL,2.8,3.4,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.8,*,*,
-106,59.5000000008,1823.0,J372-y,"Snowbird Shear Zone, Sask.",S,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,pFnL,nFnL,2.8,3.0,3.1,3.2,3.3,3.4,3.4,3.5,3.6,3.6,*,*,
-106,59.5000000008,1824.0,J372-z,"Snowbird Shear Zone, Sask.",P,D,"30.0 qtz, 25.1 kf, 16.8 hb, 12.4 plag, 8.1 bio, 5.4 gt, 0.8 opq, 0.6 ser, 0.4 zir","Hb-gt granite mylonite",59.5,-106.0,nF,n.a,2.8,4.7,4.9,5.3,5.5,5.7,5.8,6.0,6.2,6.3,*,*,
