/ Dataset:E:\data\storage\3\5\1\4\0003\Densities and Magnetic Susceptibilities - CSV - Point Data - 08JUL2014.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,SAMPLE,SOURCE,DEPTH,ELEVATION,ROCKTYPE,COMMENTS,DENSITY,SMSNO,MAGSUS,LATITUDE,LONGITUDE,SDMAGSUS
-80.7615275538,46.4793741729,D001-0702,1-EPB,0.0,825.0,AMPHIBOLITE,GREN.METASED.,3.1,,*,46.5,-80.8,*,
-80.7836950172,46.4815406012,D001-0702,1-EPB,0.0,800.0,"MIXED GNEISS",GREN.METASED.,2.7,,*,46.5,-80.8,*,
-80.5191847288,46.4758756368,D001-0698,1-EPB,0.0,750.0,"MIXED GNEISS",GREN.METASED.,2.7,,*,46.5,-80.5,*,
-80.5215181714,46.4753756404,D001-0897,1-EPB,0.0,770.0,AMPHIBOLITE,GREN.METASED.,2.8,,*,46.5,-80.5,*,
-80.7776947753,46.4783739899,D001-0702,1-EPB,0.0,825.0,QUARTZITE,GREN.METASED.,2.7,,*,46.5,-80.8,*,
-80.5191847288,46.4758756368,D001-0698,1-EPB,0.0,750.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.5,*,
-80.7428599866,46.4472076248,D001-0702,1-EPB,0.0,775.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.7,*,
-80.5301851667,46.4508757718,D001-0700,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.5,*,
-80.7296930144,46.4657078258,D001-0702,1-EPB,0.0,825.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.7,*,
-80.5430191679,46.4637090411,D001-0700,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.5,*,
-80.5561864774,46.4657090345,D001-0700,1-EPB,0.0,875.0,"MIXED GNEISS",GREN.METASED.,2.8,,*,46.5,-80.6,*,
-80.7816947159,46.4588738761,D001-0805,1-EPB,0.0,840.0,AMPHIBOLITE,GREN.METASED.,2.9,,*,46.5,-80.8,*,
-80.7816947159,46.4588738761,D001-0805,1-EPB,0.0,840.0,AMPHIBOLITE,GREN.METASED.,3.1,,*,46.5,-80.8,*,
-80.7135257014,46.4493746413,D001-0702,1-EPB,0.0,775.0,SCHIST,GREN.METASED.,3.0,,*,46.4,-80.7,*,
-80.7335260171,46.4010409495,D001-0703,1-EPB,0.0,825.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.7,*,
-80.7900276542,46.3947069039,D001-0703,1-EPB,0.0,850.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.8,*,
-80.5853545762,46.4133759359,D001-0275,1-EPB,0.0,1.0,"ACID GNEISS",,2.6,,*,46.4,-80.6,*,
-80.5916882347,46.419042575,D001-0700,1-EPB,0.0,675.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.6,*,
-80.7055252536,46.4150413334,D001-0275,1-EPB,0.0,1.0,"MAFIC GNEISS",,2.7,,*,46.4,-80.7,*,
-80.7546934503,46.416707394,D001-0703,1-EPB,0.0,775.0,"MIXED GNEISS",GREN.METASED.,2.8,,*,46.4,-80.8,*,
-80.8114888815,46.4879799782,H3A,4-MDT,*,*,"l-m-d gy, bk quartzite","16a, Mississagi Formation",2.7,,0.0,46.5,-80.8,0.0,
-80.7989565472,46.4874186624,H1,4-MDT,*,*,"l-m-d gy quartzite","16a, Mississagi Formation",2.7,,0.0,46.5,-80.8,0.0,
-80.8244523227,46.4882705959,"H4A,B",4-MDT,*,*,"m/g gy-gn gabbro?","23a, Nippissing Intrusive Rocks",3.0,,0.0,46.5,-80.8,0.0,
-80.8114888815,46.4879799782,H3B,4-MDT,*,*,"probably diabase dyke","16a, Mississagi Formation",2.9,,0.0,46.5,-80.8,0.0,
-80.8067725403,46.4878821121,H2,4-MDT,*,*,"l-m-d gy quartzite","16a, Mississagi Formation",2.7,,0.0,46.5,-80.8,0.0,
-80.8244523227,46.4882705959,H4C,4-MDT,*,*,"d gy-bk finer-grained rock (diabase?)","23a, Nippissing Intrusive Rocks",3.1,,0.0,46.5,-80.8,0.0,
-80.2325096748,46.4928783289,D001-0693,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.2,*,
-80.2043425583,46.4940454244,D001-0286,1-EPB,0.0,1.0,GNEISS,,2.7,,*,46.5,-80.2,*,
-80.2891773342,46.4932108221,D001-0692,1-EPB,0.0,725.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.3,*,
-80.2676769525,46.4928778068,D001-0693,1-EPB,0.0,825.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.3,*,
-80.2183411688,46.4435448021,D001-0693,1-EPB,0.0,750.0,"MAFIC GNEISS",GREN.METASED.,3.0,,*,46.4,-80.2,*,
-80.2483415071,46.4317110412,D001-0697,1-EPB,0.0,700.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.2,*,
-80.4338471161,46.4555424045,D001-0698,1-EPB,0.0,750.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.4,*,
-80.2275089359,46.4720449112,D001-0693,1-EPB,0.0,775.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.5,-80.2,*,
-80.4836829844,46.4683756664,D001-0897,1-EPB,0.0,700.0,ULTRAMAFIC,GREN.MAFICS,3.3,,*,46.5,-80.5,*,
-80.4108462538,46.4782089078,D001-0699,1-EPB,0.0,825.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.4,*,
-80.3928452332,46.4508760629,D001-0698,1-EPB,0.0,750.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.5,-80.4,*,
-80.4988502769,46.449709111,D001-0700,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.5,*,
-80.472515749,46.4643756876,D001-0698,1-EPB,0.0,750.0,"MIXED GNEISS",GREN.METASED.,2.6,,*,46.5,-80.5,*,
-80.1910065486,46.4268783861,D001-0697,1-EPB,0.0,725.0,AMPHIBOLITE,GREN.METASED.,3.0,,*,46.4,-80.2,*,
-80.2488402047,46.3832120984,D001-0693,1-EPB,0.0,700.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.2,*,
-80.3138425247,46.4063769299,D001-0697,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.3,*,
-80.2131736454,46.4210446713,D001-0693,1-EPB,0.0,750.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.2,*,
-80.3118428328,46.4227103203,D001-0697,1-EPB,0.0,800.0,"MAFIC GNEISS",GREN.METASED.,2.8,,*,46.4,-80.3,*,
-80.3531771315,46.4188765556,D001-0697,1-EPB,0.0,750.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.4,*,
-80.4146790149,46.4128760365,D001-0697,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.4,*,
-80.2390073586,46.4120443418,D001-0693,1-EPB,0.0,725.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.2,*,
-80.2251724389,46.365212008,D001-0694,1-EPB,0.0,700.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.2,*,
-80.3141752647,46.3785441177,D001-0697,1-EPB,0.0,750.0,"MIXED GNEISS",GREN.METASED.,2.8,,*,46.4,-80.3,*,
-80.3431760455,46.3768768951,D001-0697,1-EPB,0.0,750.0,"MIXED GNEISS",GREN.METASED.,2.8,,*,46.4,-80.3,*,
-80.1155061972,46.4897133344,D001-0689,1-EPB,0.0,825.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.5,-80.1,*,
-80.0220000354,46.2978818006,D001-0274,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.3,-80.0,*,
-80.1563346441,46.2320426001,D001-0809,1-EPB,0.0,650.0,"ACID GNEISS",GREN.FELS.INTR,2.7,,*,46.2,-80.2,*,
-80.0393338646,46.3848829232,D001-0689,1-EPB,0.0,675.0,"MIXED GNEISS",GREN.METASED.,2.8,,*,46.4,-80.0,*,
-80.1216697548,46.383880188,D001-0689,1-EPB,0.0,675.0,"ACID GNEISS",GREN.FELS.INTR,2.7,,*,46.4,-80.1,*,
-80.011666311,46.3963840585,D001-0689,1-EPB,0.0,675.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.0,*,
-80.1516716283,46.4188787521,D001-0697,1-EPB,0.0,700.0,"ACID GNEISS",GREN.METASED.,2.6,,*,46.4,-80.2,*,
-80.1326711149,46.4223790182,D001-0689,1-EPB,0.0,800.0,"ACID GNEISS",GREN.METASED.,2.7,,*,46.4,-80.1,*,
-80.0836682788,46.3485474035,D001-0689,1-EPB,0.0,650.0,"ACID GNEISS",GREN.FELS.INTR,2.6,,*,46.3,-80.1,*,
-80.1628370331,46.350044802,D001-0689,1-EPB,0.0,675.0,"MIXED GNEISS",GREN.FELS.INTR,2.7,,*,46.4,-80.2,*,
-80.0383337819,46.3567157375,D001-0689,1-EPB,0.0,675.0,"ACID GNEISS",GREN.FELS.INTR,2.7,,*,46.4,-80.0,*,
-82.0217407309,46.5783696381,D001-0284,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.6,-82.0,*,
-81.8927363819,46.5775381644,D001-0285,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.6,-81.9,*,
-81.5980590854,46.6318725061,D001-0741,1-EPB,0.0,1300.0,"MIXED GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.5980590854,46.6318725061,D001-0741,1-EPB,0.0,1300.0,SLATE,AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.5833918831,46.6292058221,D001-0741,1-EPB,0.0,1300.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.6,-81.6,*,
-81.5795584103,46.6285391509,D001-0741,1-EPB,0.0,1300.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.6,-81.6,*,
-81.5243893061,46.5373723953,D001-0285,1-EPB,0.0,1.0,"GREEN SCHIST",,2.9,,*,46.5,-81.5,*,
-81.5352230783,46.5447057354,D001-0707,1-EPB,0.0,1250.0,"ACID GNEISS",AR.FELS.INTR.,2.8,,*,46.5,-81.5,*,
-81.5365562964,46.5210389425,D001-0707,1-EPB,0.0,1225.0,SYENITE,AR.FELS.INTR.,2.7,,*,46.5,-81.5,*,
-81.5427237365,46.613039092,D001-0742,1-EPB,0.0,1300.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.6,-81.5,*,
-81.5427237365,46.613039092,D001-0742,1-EPB,0.0,1300.0,GABBRO,AR.FELS.INTR.,2.9,,*,46.6,-81.5,*,
-81.5613910751,46.619705787,D001-0745,1-EPB,0.0,1325.0,"ACID GNEISS",AR.FELS.INTR.,2.8,,*,46.6,-81.6,*,
-81.7152303126,46.6138726005,D001-0741,1-EPB,0.0,1175.0,GRANITE,NIP.GABBRO,2.6,,*,46.6,-81.7,*,
-81.5613910751,46.619705787,D001-0744,1-EPB,0.0,1325.0,SCHIST,AR.FELS.INTR.,3.0,,*,46.6,-81.6,*,
-81.5613910751,46.619705787,D001-0744,1-EPB,0.0,1325.0,"MIXED GNEISS",AR.FELS.INTR.,2.8,,*,46.6,-81.6,*,
-81.5658912389,46.6215391274,D001-0741,1-EPB,0.0,1350.0,GABBRO,AR.FELS.INTR.,3.0,,*,46.6,-81.6,*,
-81.5613910751,46.619705787,D001-0744,1-EPB,0.0,1325.0,"ACID GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.5613910751,46.619705787,D001-0745,1-EPB,0.0,1325.0,"MIXED GNEISS",AR.FELS.INTR.,2.9,,*,46.6,-81.6,*,
-81.5613910751,46.619705787,D001-0745,1-EPB,0.0,1325.0,"ACID GNEISS",AR.FELS.INTR.,2.6,,*,46.6,-81.6,*,
-81.5613910751,46.619705787,D001-0742,1-EPB,0.0,1325.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.5613910751,46.619705787,D001-0742,1-EPB,0.0,1325.0,CATACLASITE,AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.627726872,46.618872622,D001-0741,1-EPB,0.0,1275.0,GABBRO,NIP.GABBRO,3.0,,*,46.6,-81.6,*,
-81.5658912389,46.6215391274,D001-0741,1-EPB,0.0,1350.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.6,-81.6,*,
-81.5732248435,46.6258724743,D001-0741,1-EPB,0.0,1325.0,GABBRO,AR.FELS.INTR.,2.9,,*,46.6,-81.6,*,
-81.5732248435,46.6258724743,D001-0741,1-EPB,0.0,1325.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.5320564156,46.5615391659,D001-0707,1-EPB,0.0,1275.0,"ACID GNEISS",AR.FELS.INTR.,2.6,,*,46.6,-81.5,*,
-81.5740579002,46.5607056969,D001-0811,1-EPB,0.0,1210.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.5740579002,46.5607056969,D001-0811,1-EPB,0.0,1210.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.6,-81.6,*,
-81.7450643265,46.5703728677,D001-0286,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.6,-81.7,*,
-81.5360567493,46.5893726306,D001-0707,1-EPB,0.0,1250.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.6,-81.5,*,
-81.5182228684,46.6050390551,D001-0742,1-EPB,0.0,1250.0,"ACID GNEISS",AR.FELS.INTR.,2.8,,*,46.6,-81.5,*,
-81.5345567782,46.6095390784,D001-0742,1-EPB,0.0,1275.0,"MIXED GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.5345567782,46.6095390784,D001-0742,1-EPB,0.0,1275.0,GABBRO,AR.FELS.INTR.,3.0,,*,46.6,-81.5,*,
-81.5025556512,46.608372379,D001-0742,1-EPB,0.0,1350.0,"ACID GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.5283898934,46.60803907,D001-0742,1-EPB,0.0,1250.0,"ACID GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.5025556512,46.608372379,D001-0742,1-EPB,0.0,1350.0,"ACID GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.878902613,46.683039779,D001-0285,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.7,-81.9,*,
-82.0352407114,46.6772050195,D001-0284,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.7,-82.0,*,
-81.8427347377,46.7290414388,D001-0713,1-EPB,0.0,1425.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.8,*,
-81.5050557275,46.6522057901,D001-0901,1-EPB,0.0,1350.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5082225101,46.6555391319,D001-0748,1-EPB,0.0,1375.0,"MAFIC DIKE",AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.5082225101,46.6555391319,D001-0748,1-EPB,0.0,1375.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.5050557275,46.6522057901,D001-0901,1-EPB,0.0,1350.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.5050557275,46.6522057901,D001-0901,1-EPB,0.0,1350.0,AMPHIBOLITE,AR.FELS.INTR.,2.9,,*,46.7,-81.5,*,
-81.5050557275,46.6522057901,D001-0901,1-EPB,0.0,1350.0,CATACLASITE,AR.FELS.INTR.,2.8,,*,46.7,-81.5,*,
-81.5135560405,46.6580391406,D001-0747,1-EPB,0.0,1375.0,QUARTZITE,AR.FELS.INTR.,2.8,,*,46.7,-81.5,*,
-81.5135560405,46.6580391406,D001-0747,1-EPB,0.0,1375.0,"ACID GNEISS",AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.5283899277,46.6665391672,D001-0901,1-EPB,0.0,1400.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5118893121,46.6593724748,D001-0747,1-EPB,0.0,1375.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.5183895533,46.6610391498,D001-0901,1-EPB,0.0,1400.0,CATACLASITE,AR.FELS.INTR.,2.8,,*,46.7,-81.5,*,
-81.5183895533,46.6610391498,D001-0901,1-EPB,0.0,1400.0,CATACLASITE,AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.5183895533,46.6610391498,D001-0901,1-EPB,0.0,1400.0,GABBRO,AR.FELS.INTR.,2.9,,*,46.7,-81.5,*,
-81.5332234438,46.6697058431,D001-0902,1-EPB,0.0,1350.0,CATACLASITE,AR.FELS.INTR.,2.8,,*,46.7,-81.5,*,
-81.5545576173,46.6967059036,D001-0747,1-EPB,0.0,1375.0,"ACID DIKE",AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.5332234438,46.6697058431,D001-0902,1-EPB,0.0,1350.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5332234438,46.6697058431,D001-0901,1-EPB,0.0,1350.0,SYENITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5545576173,46.6967059036,D001-0747,1-EPB,0.0,1375.0,"MAFIC DIKE",AR.FELS.INTR.,2.7,,*,46.7,-81.6,*,
-81.5652246999,46.6998725831,D001-0740,1-EPB,0.0,1400.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.5545576173,46.6967059036,D001-0747,1-EPB,0.0,1375.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.5545576173,46.6967059036,D001-0747,1-EPB,0.0,1375.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.5528908921,46.7003725748,D001-0740,1-EPB,0.0,1450.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.7670656382,46.7085399476,D001-0713,1-EPB,0.0,1400.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.8,*,
-81.7670656382,46.7085399476,D001-0713,1-EPB,0.0,1400.0,GRANITE,NIP.GABBRO,2.6,,*,46.7,-81.8,*,
-81.5332234438,46.6697058431,D001-0902,1-EPB,0.0,1350.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.7,-81.5,*,
-81.587558832,46.6773725655,D001-0740,1-EPB,0.0,1325.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.587558832,46.6773725655,D001-0740,1-EPB,0.0,1325.0,"MAFIC VOLCANIC",AR.FELS.INTR.,3.0,,*,46.7,-81.6,*,
-81.5423904574,46.6732058562,D001-0902,1-EPB,0.0,11400.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5423904574,46.6732058562,D001-0902,1-EPB,0.0,11400.0,"MAFIC DIKE",AR.FELS.INTR.,3.0,,*,46.7,-81.5,*,
-81.5423904574,46.6732058562,D001-0902,1-EPB,0.0,11400.0,CATACLASITE,AR.FELS.INTR.,2.9,,*,46.7,-81.5,*,
-81.5332234438,46.6697058431,D001-0901,1-EPB,0.0,1350.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5477240077,46.6860392146,D001-0747,1-EPB,0.0,1400.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.5,*,
-81.5813918507,46.6448725109,D001-0740,1-EPB,0.0,1325.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.6,-81.6,*,
-81.6003928726,46.7473736844,D001-0739,1-EPB,0.0,1375.0,CATACLASITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.5875590116,46.7427059979,D001-0739,1-EPB,0.0,1350.0,QUARTZITE,U.HUR.SEDIMENT,2.6,,*,46.7,-81.6,*,
-81.5577244908,46.7480393208,D001-0288,1-EPB,0.0,1.0,QUARTZITE,,2.6,,*,46.7,-81.6,*,
-81.6003928726,46.7473736844,D001-0739,1-EPB,0.0,1375.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.6002262547,46.7645404938,D001-0739,1-EPB,0.0,1400.0,MARBLE,U.HUR.SEDIMENT,2.7,,*,46.8,-81.6,*,
-81.5603912655,46.7483726563,D001-0740,1-EPB,0.0,1375.0,CONGLOMERATE,U.HUR.SEDIMENT,2.7,,*,46.7,-81.6,*,
-81.5648914187,46.7337059694,D001-0740,1-EPB,0.0,1400.0,"ACID GNEISS",AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.5558910969,46.7563726663,D001-0740,1-EPB,0.0,0.0,QUARTZITE,U.HUR.SEDIMENT,2.7,,*,46.8,-81.6,*,
-81.5648914187,46.7337059694,D001-0740,1-EPB,0.0,1400.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.7,-81.6,*,
-81.582558779,46.7302059756,D001-0740,1-EPB,0.0,1400.0,GRANITE,AR.FELS.INTR.,2.7,,*,46.7,-81.6,*,
-81.582558779,46.7302059756,D001-0739,1-EPB,0.0,1400.0,GABBRO,AR.FELS.INTR.,2.8,,*,46.7,-81.6,*,
-81.6922295307,46.7262067853,D001-0285,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.7,-81.7,*,
-81.6027263658,46.7712072135,D001-0739,1-EPB,0.0,1300.0,GRANITE,AR.FELS.INTR.,2.6,,*,46.8,-81.6,*,
-81.6027263658,46.7712072135,D001-0739,1-EPB,0.0,1300.0,"ACID DIKE",AR.FELS.INTR.,2.7,,*,46.8,-81.6,*,
-81.3550497743,46.5200389912,D001-0814,1-EPB,0.0,900.0,SLATE,L.HUR.SEDIMENT,2.9,,*,46.5,-81.4,*,
-81.3550497743,46.5200389912,D001-0814,1-EPB,0.0,900.0,CARBONATITE,L.HUR.SEDIMENT,3.0,,*,46.5,-81.4,*,
-81.2847141066,46.5355393838,D001-0814,1-EPB,0.0,850.0,SLATE,L.HUR.SEDIMENT,2.7,,*,46.5,-81.3,*,
-81.2967145492,46.5377059946,D001-0814,1-EPB,0.0,900.0,SLATE,L.HUR.SEDIMENT,3.0,,*,46.5,-81.3,*,
-81.2867141957,46.5375393785,D001-0814,1-EPB,0.0,850.0,SLATE,L.HUR.SEDIMENT,2.7,,*,46.5,-81.3,*,
-81.1803772071,46.5482062972,D001-0814,1-EPB,0.0,930.0,PYROCLASTIC,"ONAPING F.",2.8,,*,46.5,-81.2,*,
-81.3222153774,46.530205847,D001-0814,1-EPB,0.0,860.0,SLATE,L.HUR.SEDIMENT,2.7,,*,46.5,-81.3,*,
-81.3115485712,46.5557059616,D001-0680,1-EPB,0.0,900.0,GREYWACKE,L.HUR.SEDIMENT,2.6,,*,46.6,-81.3,*,
-81.2390461475,46.5687063701,D001-0814,1-EPB,0.0,890.0,SANDSTONE,L.HUR.SEDIMENT,2.6,,*,46.6,-81.2,*,
-81.3288922345,46.5253491369,S36,4-MDT,*,*,"black slaty rock","28, Onaping Formation, Black Member",2.8,,0.0,46.5,-81.3,0.0,
-81.3282120782,46.5109791071,S33,4-MDT,*,*,"d gy-bk slate-like rock","28, Onaping Formation, Black Member",2.8,,0.0,46.5,-81.3,0.0,
-81.3279221871,46.5239191385,S35,4-MDT,*,*,"black slaty rock","28, Onaping Formation, Black Member",2.7,,0.0,46.5,-81.3,0.0,
-81.3263619806,46.5074691082,S32,4-MDT,*,*,"quartzitic grit/conglomerate","27, Onaping Formation, Grey Member",2.7,,0.0,46.5,-81.3,0.0,
-81.3253719127,46.5038891049,S31,4-MDT,*,*,"finely banded rock","27, Onaping Formation, Grey Member",2.6,,0.0,46.5,-81.3,0.0,
-81.3092116421,46.5362492624,S39,4-MDT,*,*,slate,"29, Onwatin Formation",2.8,,0.0,46.5,-81.3,0.0,
-81.321612028,46.5307691864,S38,4-MDT,*,*,"slaty rock","28, Onaping Formation, Black Member",2.6,,0.0,46.5,-81.3,0.0,
-81.3283221455,46.5178691225,S34,4-MDT,*,*,"black gritty/slaty rock","28, Onaping Formation, Black Member",2.7,,0.0,46.5,-81.3,0.0,
-81.3245221169,46.5292991682,S37,4-MDT,*,*,slate,"28, Onaping Formation, Black Member",2.8,,0.0,46.5,-81.3,0.0,
-81.3006313964,46.5422993207,S40,4-MDT,*,*,slate,"29, Onwatin Formation",2.6,,0.0,46.5,-81.3,0.0,
-81.4645542686,46.6343723897,D001-0900,1-EPB,0.0,1250.0,"MIXED GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.4692211013,46.6360390635,D001-0748,1-EPB,0.0,1250.0,"MAFIC GNEISS",AR.FELS.INTR.,2.8,,*,46.6,-81.5,*,
-81.4692211013,46.6360390635,D001-0748,1-EPB,0.0,1250.0,GABBRO,AR.FELS.INTR.,3.0,,*,46.6,-81.5,*,
-81.4692211013,46.6360390635,D001-0748,1-EPB,0.0,1250.0,SYENITE,AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.4645542686,46.6343723897,D001-0900,1-EPB,0.0,1250.0,CATACLASITE,AR.FELS.INTR.,2.8,,*,46.6,-81.5,*,
-81.4645542686,46.6343723897,D001-0900,1-EPB,0.0,1250.0,"MIXED GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.4645542686,46.6343723897,D001-0900,1-EPB,0.0,1250.0,"MAFIC GNEISS",AR.FELS.INTR.,2.9,,*,46.6,-81.5,*,
-81.4645542686,46.6343723897,D001-0900,1-EPB,0.0,1250.0,"ACID GNEISS",AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.4645542686,46.6343723897,D001-0900,1-EPB,0.0,1250.0,CATACLASITE,AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.4605541294,46.6315390475,D001-0743,1-EPB,0.0,1250.0,CATACLASITE,AR.FELS.INTR.,2.7,,*,46.6,-81.5,*,
-81.4605541294,46.6315390475,D001-0744,1-EPB,0.0,1250.0,"ACID GNEISS",AR.FELS.INTR.,2.9,,*,46.6,-81.5,*,
-81.4605541294,46.6315390475,D001-0744,1-EPB,0.0,1250.0,"MIXED GNEISS",AR.FELS.INTR.,2.8,,*,46.6,-81.5,*,
-81.3882182284,46.628372315,T001-0025,1-EPB,597.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0025,1-EPB,612.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0025,1-EPB,701.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0024,1-EPB,536.0,0.0,"NORITE     MSSVE",,2.7,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0024,1-EPB,518.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0024,1-EPB,563.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0024,1-EPB,579.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0025,1-EPB,734.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
-81.3882182284,46.628372315,T001-0026,1-EPB,749.0,0.0,"NORITE     MSSVE",,2.8,,*,46.6,-81.4,*,
