/ Dataset:E:\data\storage\3\5\1\4\0003\Densities and Magnetic Susceptibilities - CSV - Point Data - 08JUL2014.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,SAMPLE,SOURCE,DEPTH,ELEVATION,ROCKTYPE,COMMENTS,DENSITY,SMSNO,MAGSUS,LATITUDE,LONGITUDE,SDMAGSUS
-74.2502745066,46.1637081351,D001-0546,1-EPB,0.0,1.0,GABBRO,,3.3,,*,46.2,-74.3,*,
-74.2496077926,46.1663747719,D001-0769,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2469409961,46.1700413767,D001-0769,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2509412278,46.1602081718,D001-0769,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,46.2,-74.3,*,
-74.2657751124,46.1597083478,D001-0496,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,46.2,-74.3,*,
-74.2469409819,46.1717080295,D001-0769,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2452742365,46.1737079931,D001-0507,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.1579376902,46.16404127,D001-0755,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,46.2,-74.2,*,
-74.1977725854,46.161541769,D001-0773,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.1951057401,46.1700417054,D001-0544,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.1962724506,46.1702083857,D001-0540,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2722749667,46.2095421183,D001-0504,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.3,*,
-74.2716082794,46.2087087826,D001-0504,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.3,*,
-74.2587744662,46.2100420254,D001-0505,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.2,-74.3,*,
-74.2849421149,46.2067088784,D001-0767,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,46.2,-74.3,*,
-74.2659414097,46.2073754144,D001-0505,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.3,*,
-74.2601078336,46.2133753589,D001-0520,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,46.2,-74.3,*,
-74.2876088352,46.2157088725,D001-0767,1-EPB,0.0,1.0,PARAGNEISS,,2.7,,*,46.2,-74.3,*,
-74.2867754869,46.2125422086,D001-0520,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,46.2,-74.3,*,
-74.2724416261,46.2123754452,D001-0520,1-EPB,0.0,1.0,PARAGNEISS,,2.7,,*,46.2,-74.3,*,
-74.2587744572,46.2120420201,D001-0520,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.2,-74.3,*,
-74.257774403,46.2158753365,D001-0520,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,46.2,-74.3,*,
-74.2496073957,46.2250419235,D001-0510,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.2,-74.2,*,
-74.292442343,46.2163755701,D001-0521,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,46.2,-74.3,*,
-74.2706081992,46.2178754181,D001-0520,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,46.2,-74.3,*,
-74.2521074969,46.2228752795,D001-0505,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,46.2,-74.3,*,
-74.2387737974,46.1968743861,D001-0769,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2361069701,46.2083752094,D001-0505,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,46.2,-74.2,*,
-74.2359402966,46.2085418745,D001-0769,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.2,-74.2,*,
-74.1687710277,46.2172080671,D001-0531,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.2,-74.2,*,
-74.2366069955,46.2067085505,D001-0505,1-EPB,0.0,1.0,GABBRO,,3.1,,*,46.2,-74.2,*,
-74.2271066698,46.2003751693,D001-0773,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.239940478,46.2005419227,D001-0769,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2322735273,46.2005418706,D001-0773,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.2372736937,46.2050418927,D001-0769,1-EPB,0.0,1.0,GABBRO,,3.1,,*,46.2,-74.2,*,
-74.1876050772,46.2270415561,D001-0531,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.2,-74.2,*,
-74.1882718007,46.2185415601,D001-0531,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.2,-74.2,*,
-74.1807714968,46.2198748324,D001-0531,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.2,-74.2,*,
-74.6079537621,46.2312107497,D001-0801,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.2,-74.6,*,
-74.3936126563,46.2277095581,D001-0506,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,46.2,-74.4,*,
-74.2469404876,46.2582084845,D001-0771,1-EPB,0.0,1.0,GABBRO,,2.9,,*,46.3,-74.2,*,
-74.2471071791,46.2538751637,D001-0532,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,46.3,-74.2,*,
-74.2482738778,46.2562084988,D001-0533,1-EPB,0.0,1.0,GABBRO,,3.0,,*,46.3,-74.2,*,
-74.2379401744,46.2553750979,D001-0770,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.3,-74.2,*,
-74.2456071219,46.2545418185,D001-0770,1-EPB,0.0,1.0,GABBRO,,2.9,,*,46.3,-74.2,*,
-74.2406069446,46.2537084536,D001-0770,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.3,-74.2,*,
-74.2341066873,46.259041729,D001-0770,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.3,-74.2,*,
-74.2469404681,46.2627084726,D001-0771,1-EPB,0.0,1.0,GABBRO,,3.0,,*,46.3,-74.2,*,
-74.220939512,46.2675416178,D001-0534,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.3,-74.2,*,
-74.248440528,46.2613751529,D001-0533,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.3,-74.2,*,
-74.2469404761,46.2608751441,D001-0771,1-EPB,0.0,1.0,GABBRO,,2.9,,*,46.3,-74.2,*,
-74.2272730645,46.2697083215,D001-0534,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.3,-74.2,*,
-74.2406069523,46.2518751251,D001-0770,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.3,-74.2,*,
-74.2394403037,46.2375418217,D001-0505,1-EPB,0.0,1.0,PARAGNEISS,,2.6,,*,46.2,-74.2,*,
-74.2497739547,46.2510418559,D001-0769,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,46.3,-74.2,*,
-74.224939744,46.2453750364,D001-0508,1-EPB,0.0,1.0,LEUCOGABBRO,,2.6,,*,46.2,-74.2,*,
-74.2392735826,46.2490417902,D001-0770,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.2,-74.2,*,
-74.2392735896,46.247375128,D001-0770,1-EPB,0.0,1.0,QUARTZITE,,2.6,,*,46.2,-74.2,*,
-74.1747710809,46.2697081268,D001-0521,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,46.3,-74.2,*,
-74.323110025,46.2367090565,D001-0506,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,46.2,-74.3,*,
-74.2454403796,46.2707084413,D001-0771,1-EPB,0.0,1.0,GABBRO,,2.8,,*,46.3,-74.2,*,
-74.3122763343,46.2297090021,D001-0506,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,46.2,-74.3,*,
-74.2474406228,46.2312085592,D001-0770,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.2,-74.2,*,
-74.2469406046,46.2312085558,D001-0505,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,46.2,-74.2,*,
-74.2969424341,46.2308755618,D001-0768,1-EPB,0.0,1.0,"MIXED GNEISS",,2.9,,*,46.2,-74.3,*,
-74.2269396036,46.2985415768,D001-0791,1-EPB,0.0,1.0,PARAGNEISS,,2.8,,*,46.3,-74.2,*,
-74.2354398809,46.3043749519,D001-0487,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.3,-74.2,*,
-74.2361065725,46.3040416239,D001-0790,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,46.3,-74.2,*,
-74.23077306,46.3017082609,D001-0534,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,46.3,-74.2,*,
-74.2326064337,46.3077082574,D001-0540,1-EPB,0.0,1.0,QUARTZITE,,2.8,,*,46.3,-74.2,*,
-74.232106416,46.307708254,D001-0790,1-EPB,0.0,1.0,QUARTZITE,,2.7,,*,46.3,-74.2,*,
-74.2574406201,46.3130417433,D001-0535,1-EPB,0.0,1.0,GRANITE,,2.6,,*,46.3,-74.3,*,
-74.2516070585,46.3182083572,D001-0535,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,46.3,-74.3,*,
-74.2496068985,46.3387082895,D001-0534,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,46.3,-74.2,*,
-74.2466067847,46.3408749304,D001-0534,1-EPB,0.0,1.0,GABBRO,,3.0,,*,46.3,-74.2,*,
-74.2262727441,46.3408747943,D001-0789,1-EPB,0.0,1.0,GRANULITE,,2.6,,*,46.3,-74.2,*,
-74.231606248,46.344541487,D001-0789,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.3,-74.2,*,
-74.2457734066,46.3445415818,D001-0790,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,46.3,-74.2,*,
-74.2506068638,46.3545415877,D001-0534,1-EPB,0.0,1.0,GABBRO,,3.0,,*,46.4,-74.3,*,
-74.2226059821,46.3327081246,D001-0789,1-EPB,0.0,1.0,GABBRO,,3.0,,*,46.3,-74.2,*,
-74.2512737076,46.3195416847,D001-0770,1-EPB,0.0,1.0,GABBRO,,2.8,,*,46.3,-74.3,*,
-74.2226059742,46.3347081193,D001-0487,1-EPB,0.0,1.0,LEUCOGABBRO,,3.0,,*,46.3,-74.2,*,
-74.222606007,46.3263748079,D001-0789,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.6,,*,46.3,-74.2,*,
-74.2219392974,46.3313747903,D001-0487,1-EPB,0.0,1.0,PARAGNEISS,,3.2,,*,46.3,-74.2,*,
-74.2621070958,46.3907082352,D001-0790,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.4,-74.3,*,
-74.2956080569,46.4168753471,D001-0790,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,46.4,-74.3,*,
-74.2479399876,46.3815414985,D001-0790,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.4,-74.2,*,
-74.2452732458,46.3778748237,D001-0790,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,46.4,-74.2,*,
-74.2447732365,46.3760414919,D001-0534,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,46.4,-74.2,*,
-74.2447732365,46.3760414919,D001-0487,1-EPB,0.0,1.0,LEUCOGABBRO,,3.0,,*,46.4,-74.2,*,
-73.5582535958,45.4037064969,D001-0797,1-EPB,0.0,1.0,PARAGNEISS,,3.0,,*,45.4,-73.6,*,
-73.6807577493,45.4115396724,D001-0796,1-EPB,0.0,1.0,QUARTZITE,,2.7,,*,45.4,-73.7,*,
-73.569587307,45.4083731217,D001-0797,1-EPB,0.0,1.0,PARAGNEISS,,3.0,,*,45.4,-73.6,*,
-73.5799209976,45.4067064389,D001-0797,1-EPB,0.0,1.0,PARAGNEISS,,2.8,,*,45.4,-73.6,*,
-73.5607536774,45.4055398177,D001-0797,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,45.4,-73.6,*,
-73.564587142,45.4055398094,D001-0797,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,45.4,-73.6,*,
-73.6139221075,45.426039644,D001-0797,1-EPB,0.0,1.0,GRANULITE,,2.8,,*,45.4,-73.6,*,
-73.6062551902,45.423206323,D001-0797,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,45.4,-73.6,*,
-73.5765874984,45.4300396983,D001-0797,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,45.4,-73.6,*,
-73.5369194705,45.4340397462,D001-0797,1-EPB,0.0,1.0,GRANULITE,,2.7,,*,45.4,-73.5,*,
-74.1102714866,45.8045413897,D001-0758,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.8,,*,45.8,-74.1,*,
-74.0441022267,45.7607077452,D001-0757,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-74.0,*,
-74.0799370887,45.7727080089,D001-0757,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-74.1,*,
-74.0877709672,45.7583747053,D001-0757,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.8,,*,45.8,-74.1,*,
-74.0802706615,45.7547079817,D001-0757,1-EPB,0.0,1.0,"MIXED GNEISS",,2.8,,*,45.8,-74.1,*,
-74.069936879,45.7518745739,D001-0757,1-EPB,0.0,1.0,"ACID GNEISS",,2.5,,*,45.8,-74.1,*,
-74.0234342745,45.8388738099,D001-0775,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-74.0,*,
-74.1367725874,45.8388749564,D001-0756,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.8,-74.1,*,
-74.1391059788,45.8505416416,D001-0756,1-EPB,0.0,1.0,"ACID GNEISS",,2.7,,*,45.9,-74.1,*,
-74.0106003634,45.8360403553,D001-0775,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-74.0,*,
-74.1459396832,45.8327083842,D001-0756,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.8,-74.1,*,
-74.0657694792,45.8485408864,D001-0538,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.8,-74.1,*,
-74.0246010209,45.8460404688,D001-0788,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.8,-74.0,*,
-74.1172717163,45.8450414204,D001-0756,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.8,,*,45.8,-74.1,*,
-74.1057712174,45.8440413037,D001-0756,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.8,-74.1,*,
-74.13927268,45.8433749797,D001-0756,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-74.1,*,
-74.1241053995,45.8262081708,D001-0758,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.8,-74.1,*,
-73.9934330968,45.8602067183,D001-0776,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.9,-74.0,*,
-74.001266733,45.8567068619,D001-0775,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.9,-74.0,*,
-73.9955998492,45.8597067441,D001-0536,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.0,*,
-74.1249386881,45.8550414918,D001-0756,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.6,,*,45.9,-74.1,*,
-74.0192674949,45.8550403885,D001-0788,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.0,*,
-74.1429394735,45.8515416809,D001-0755,1-EPB,0.0,1.0,"ACID GNEISS",,2.6,,*,45.9,-74.1,*,
-74.1221052095,45.8640414552,D001-0755,1-EPB,0.0,1.0,"ACID GNEISS",,2.6,,*,45.9,-74.1,*,
-74.1156049056,45.8773747075,D001-0758,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.1,*,
-73.9264303348,45.8347061588,D001-0536,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.8,-73.9,*,
-73.9497645844,45.8352063885,D001-0536,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.8,-73.9,*,
-73.8869287777,45.8412057101,D001-0804,1-EPB,0.0,1.0,GABBRO,,3.2,,*,45.8,-73.9,*,
-73.9192633869,45.8343727563,D001-0804,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-73.9,*,
-73.9322638951,45.833539558,D001-0804,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-73.9,*,
-73.9282637385,45.8335395183,D001-0804,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.8,-73.9,*,
-73.9167632879,45.8325394114,D001-0804,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.8,-73.9,*,
-73.9182633481,45.8350394082,D001-0535,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.8,-73.9,*,
-73.9412642653,45.8422062595,D001-0536,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.8,-73.9,*,
-73.8930956796,45.8512056914,D001-0804,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.8979291998,45.8638723082,D001-0804,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-73.9,*,
-73.9430977177,45.8633728132,D001-0776,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.9,-73.9,*,
-73.9689321071,45.8627064365,D001-0776,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.0,*,
-73.9234302457,45.8640392571,D001-0533,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.9780991222,45.8565399012,D001-0776,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.9,-74.0,*,
-73.8940957192,45.8520390286,D001-0533,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.9314305737,45.8638726804,D001-0536,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.9,-73.9,*,
-73.8399267677,45.8767048656,D001-0531,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,45.9,-73.8,*,
-73.8620943619,45.8763717928,D001-0531,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,45.9,-73.9,*,
-74.1486061155,45.9118750585,D001-0754,1-EPB,0.0,1.0,GABBRO,,2.9,,*,45.9,-74.1,*,
-74.1357723178,45.9018749149,D001-0759,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.1,*,
-74.1471060454,45.9145417071,D001-0493,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.1,*,
-74.1472727462,45.9082083774,D001-0493,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.1,*,
-74.1412725233,45.9050416429,D001-0543,1-EPB,0.0,1.0,GABBRO,,3.0,,*,45.9,-74.1,*,
-74.1409391716,45.9063749719,D001-0754,1-EPB,0.0,1.0,GABBRO,,3.2,,*,45.9,-74.1,*,
-74.0857703378,45.8867077019,D001-0495,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.1,*,
-74.1371057285,45.8952082665,D001-0494,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.9,-74.1,*,
-74.0477688488,45.9105405603,D001-0519,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.0,*,
-74.0724364815,45.9138741727,D001-0518,1-EPB,0.0,1.0,MANGERITE,,3.0,,*,45.9,-74.1,*,
-74.0679363112,45.9182074457,D001-0518,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.1,*,
-74.0067672384,45.9088734249,D001-0789,1-EPB,0.0,1.0,MANGERITE,,3.1,,*,45.9,-74.0,*,
-74.001767013,45.903540051,D001-0789,1-EPB,0.0,1.0,LEUCOGABBRO,,2.7,,*,45.9,-74.0,*,
-74.0146008585,45.9045401946,D001-0519,1-EPB,0.0,1.0,MANGERITE,,3.0,,*,45.9,-74.0,*,
-73.9987668855,45.9025399385,D001-0538,1-EPB,0.0,1.0,LEUCOGABBRO,,3.0,,*,45.9,-74.0,*,
-73.9966001249,45.9025399112,D001-0789,1-EPB,0.0,1.0,MANGERITE,,3.0,,*,45.9,-74.0,*,
-73.9972668168,45.9018732557,D001-0519,1-EPB,0.0,1.0,MANGERITE,,3.0,,*,45.9,-74.0,*,
-74.0042671217,45.9053734071,D001-0789,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.0,*,
-73.9989335294,45.8972066289,D001-0519,1-EPB,0.0,1.0,ANORTHOSITE,,2.9,,*,45.9,-74.0,*,
-74.128771934,45.93604148,D001-0753,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.1,*,
-74.123605057,45.9423747463,D001-0753,1-EPB,0.0,1.0,GABBRO,,3.0,,*,45.9,-74.1,*,
-74.1537728506,45.9395417813,D001-0492,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.2,*,
-74.1282719154,45.936041474,D001-0493,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,45.9,-74.1,*,
-74.1274385318,45.9423747931,D001-0493,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,45.9,-74.1,*,
-74.1262718221,45.9423747788,D001-0753,1-EPB,0.0,0.0,LEUCOGABBRO,,2.8,,*,45.9,-74.1,*,
-74.1431058481,45.9248749903,D001-0543,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,45.9,-74.1,*,
-74.1054377105,45.9485411846,D001-0752,1-EPB,0.0,1.0,ANORTHOSITE,,2.8,,*,45.9,-74.1,*,
-74.136272155,45.9523748959,D001-0761,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,46.0,-74.1,*,
-74.0194344604,45.9225401988,D001-0516,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.0,*,
-74.0642695277,45.9373740323,D001-0749,1-EPB,0.0,1.0,ANORTHOSITE,,2.8,,*,45.9,-74.1,*,
-74.0456021912,45.9473737835,D001-0518,1-EPB,0.0,1.0,MANGERITE,,3.2,,*,45.9,-74.0,*,
-73.9967670332,45.9452064037,D001-0540,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.0,*,
-74.0074340982,45.9413733326,D001-0749,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.0,*,
-74.0204345015,45.9232068754,D001-0516,1-EPB,0.0,1.0,GABBRO,,3.0,,*,45.9,-74.0,*,
-74.0204345015,45.9232068754,D001-0545,1-EPB,0.0,1.0,GABBRO,,3.3,,*,45.9,-74.0,*,
-74.0616027393,45.9220406973,D001-0518,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.1,*,
-74.0246013512,45.9292069082,D001-0515,1-EPB,0.0,1.0,LEUCOGABBRO,,2.9,,*,45.9,-74.0,*,
-74.0322683008,45.9272070048,D001-0771,1-EPB,0.0,1.0,GABBRO,,3.4,,*,45.9,-74.0,*,
-74.0232679546,45.9260402344,D001-0515,1-EPB,0.0,1.0,GABBRO,,3.5,,*,45.9,-74.0,*,
-74.0232679519,45.9253735695,D001-0789,1-EPB,0.0,1.0,GABBRO,,3.3,,*,45.9,-74.0,*,
-73.8570940409,45.9123713898,D001-0532,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-73.9,*,
-73.9524315697,45.9127059609,D001-0533,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.9,-74.0,*,
-73.9732658303,45.9152062195,D001-0519,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.0,*,
-73.9730991549,45.9148728856,D001-0803,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-74.0,*,
-73.9695989991,45.9145395082,D001-0519,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.0,*,
-73.8624276395,45.9013715623,D001-0532,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.8594274903,45.9078714629,D001-0532,1-EPB,0.0,1.0,MANGERITE,,2.7,,*,45.9,-73.9,*,
-73.9422644424,45.9065392005,D001-0803,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.9060961961,45.9202053003,D001-0530,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.8734280497,45.9328714189,D001-0776,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.8412599318,45.9317043201,D001-0749,1-EPB,0.0,1.0,GABBRO,,3.0,,*,45.9,-73.8,*,
-73.9584319393,45.9463725162,D001-0750,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-74.0,*,
-73.9522649898,45.9468724249,D001-0530,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.0,*,
-73.8565939292,45.9408711097,D001-0750,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.8629275501,45.9417045247,D001-0776,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.9592652585,45.9298726205,D001-0519,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.0,*,
-73.9612653437,45.9283726561,D001-0803,1-EPB,0.0,1.0,MANGERITE,,3.0,,*,45.9,-74.0,*,
-73.9664322428,45.9283727265,D001-0519,1-EPB,0.0,1.0,MANGERITE,,2.9,,*,45.9,-74.0,*,
-73.8839285354,45.9257049583,D001-0776,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.7,,*,45.9,-73.9,*,
-73.9425977669,45.8957059391,D001-0803,1-EPB,0.0,1.0,"QTZ MONZONITE",,2.6,,*,45.9,-73.9,*,
-73.8515936717,45.9492042908,D001-0530,1-EPB,0.0,1.0,MANGERITE,,2.8,,*,45.9,-73.9,*,
-73.9672657031,45.9527059427,D001-0750,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,46.0,-74.0,*,
-73.7759240418,45.9103709488,D001-0775,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-73.8,*,
-73.8069251886,45.9088707779,D001-0774,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-73.8,*,
-73.7822575673,45.9140376267,D001-0775,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-73.8,*,
-73.7899244932,45.9148710065,D001-0774,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-73.8,*,
-73.8107586948,45.9080375034,D001-0750,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-73.8,*,
-73.8040917419,45.9072040942,D001-0531,1-EPB,0.0,1.0,LEUCOGABBRO,,3.3,,*,45.9,-73.8,*,
-73.7867579062,45.8878712118,D001-0775,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,45.9,-73.8,*,
-73.7815910586,45.8887045085,D001-0775,1-EPB,0.0,1.0,LEUCOGABBRO,,2.8,,*,45.9,-73.8,*,
-73.7970915883,45.8880379361,D001-0775,1-EPB,0.0,1.0,PARAGNEISS,,2.9,,*,45.9,-73.8,*,
-74.1429386475,46.0207081877,D001-0774,1-EPB,0.0,1.0,ANORTHOSITE,,2.7,,*,46.0,-74.1,*,
