/ Dataset:E:\data\storage\3\5\1\4\0003\Densities and Magnetic Susceptibilities - CSV - Point Data - 08JUL2014.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,SAMPLE,SOURCE,DEPTH,ELEVATION,ROCKTYPE,COMMENTS,DENSITY,SMSNO,MAGSUS,LATITUDE,LONGITUDE,SDMAGSUS
-122.128891139,51.3203105987,D008-0079,1-EPB,0.0,0.0,"HORNFELS        ",UNMAPPED,2.7,,*,51.3,-122.1,*,
-122.037297926,51.2737312414,D008-0088,1-EPB,0.0,0.0,"QUARTZITE       ",UNMAPPED,2.6,,*,51.3,-122.0,*,
-121.334731505,51.0769834907,D008-0052,1-EPB,0.0,0.0,"BASALT          ","SKULL H",2.7,,*,51.1,-121.3,*,
-121.3521666,51.0884738909,D008-0052,1-EPB,0.0,0.0,"TUFF            ","SKULL H",2.5,,*,51.1,-121.4,*,
-122.113767291,51.0247882816,D008-0085,1-EPB,0.0,0.0,"SLATE           ",UNMAPPED,2.6,,*,51.0,-122.1,*,
-121.232054839,51.0552402108,D008-0049,1-EPB,0.0,0.0,"BASALT          ","SKULL H",2.5,,*,51.1,-121.2,*,
-121.378514462,51.1517971254,D008-0050,1-EPB,0.0,0.0,"BASALT TUFF     ","SKULL H",2.6,,*,51.2,-121.4,*,
-122.046854216,51.1428887943,D001-0569,1-EPB,0.0,0.0,"GREEN SCHIST",,2.6,,*,51.1,-122.0,*,
-121.353625136,51.1478547466,D008-0052,1-EPB,0.0,0.0,"VOLCAN. TUFF    ","SKULL H",2.5,,*,51.1,-121.4,*,
-121.185747001,51.1444664301,D008-0050,1-EPB,0.0,0.0,"SLATE           ","SKULL H",2.5,,*,51.1,-121.2,*,
-120.90868342,51.1690791739,D008-0058,1-EPB,0.0,0.0,"BASALT          ",NICOLA,3.0,,*,51.2,-120.9,*,
-121.261864049,51.1163992943,D008-0053,1-EPB,0.0,0.0,"VOLCANIC TUFF   ","SKULL H",2.5,,*,51.1,-121.3,*,
-122.204820701,51.1198656531,D008-0077,1-EPB,0.0,0.0,"STIBNITE        ",UNMAPPED,3.2,,*,51.1,-122.2,*,
-121.150474681,51.1326727712,D008-0049,1-EPB,0.0,0.0,"HORNFELS        ","SKULL H",2.5,,*,51.1,-121.2,*,
-121.379223799,51.1315708245,D008-0050,1-EPB,0.0,0.0,"QUARZITE        ","SKULL H",2.8,,*,51.1,-121.4,*,
-121.250648031,51.1297227967,D008-0052,1-EPB,0.0,0.0,"SLATE           ","SKULL H",2.5,,*,51.1,-121.3,*,
-120.221879852,51.0040936735,D008-0033,1-EPB,0.0,0.0,"LIMESTONE       ",MACLURE,2.7,,*,51.0,-120.2,*,
-120.35637257,51.0207148783,D008-0038,1-EPB,0.0,0.0,"SLATE          8",MCLURE,2.7,,*,51.0,-120.4,*,
-120.38678426,51.0124017485,D008-0043,1-EPB,0.0,0.0,"PHYLLITE      20",MCLURE,2.8,,*,51.0,-120.4,*,
-120.29240999,51.0169963268,D008-0037,1-EPB,0.0,0.0,"SHIST          8",MCLURE,2.7,,*,51.0,-120.3,*,
-120.307872297,51.0947119825,D008-0042,1-EPB,0.0,0.0,"ANDESITE     44-",MCLURE,2.7,,*,51.1,-120.3,*,
-120.219930652,51.0962463992,D008-0033,1-EPB,0.0,0.0,"NORITE         2",MACLURE,3.1,,*,51.1,-120.2,*,
-120.813418449,51.0661464775,D008-0055,1-EPB,0.0,0.0,"ULTRAMAFITE     ","CRISS CK",2.9,,*,51.1,-120.8,*,
-120.224035479,51.0873509189,D008-0034,1-EPB,0.0,0.0,"LIMESTONE      1",MACLURE,2.7,,*,51.1,-120.2,*,
-120.37722421,51.0301793957,D008-0038,1-EPB,0.0,0.0,"GREENSTONE     8",MCLURE,2.9,,*,51.0,-120.4,*,
-120.245602322,51.0248973274,D008-0033,1-EPB,0.0,0.0,"PHYLLITE        ",MACLURE,2.7,,*,51.0,-120.2,*,
-120.413092872,51.0264853256,D008-0043,1-EPB,0.0,0.0,"MARBLE        20",MCLURE,2.8,,*,51.0,-120.4,*,
-120.430262212,51.1542581464,D001-1030,1-EPB,0.0,5382.0,GABBRO,CR.FELS.INTR.,2.9,,*,51.2,-120.4,*,
-120.265016881,51.1431874183,D008-0040,1-EPB,0.0,0.0,"SANDSTONE      7",POISONCK,2.5,,*,51.1,-120.3,*,
-120.842137735,51.1543803975,D008-0046,1-EPB,0.0,0.0,"BASALT          ","CHRISS C",2.8,,*,51.2,-120.8,*,
-120.788425682,51.1560663058,D008-0047,1-EPB,0.0,0.0,"GABBRO          ",NICOLA,2.9,,*,51.2,-120.8,*,
-120.258408953,51.1218958119,D008-0042,1-EPB,0.0,0.0,"MARBLE         4",MCLURE,2.4,,*,51.1,-120.3,*,
-120.146074248,50.9642301515,D001-0573,1-EPB,0.0,0.0,ANDESITE,,2.8,,*,51.0,-120.1,*,
-120.21824528,50.8957324915,D001-0573,1-EPB,0.0,0.0,ANDESITE,,3.0,,*,50.9,-120.2,*,
-119.707880299,50.9245688411,D001-0573,1-EPB,0.0,0.0,RHYOLITE,,3.0,,*,50.9,-119.7,*,
-119.941061751,50.9165646053,D001-0573,1-EPB,0.0,0.0,MUDSTONE,,2.9,,*,50.9,-119.9,*,
-120.033898235,51.0233036524,D008-0040,1-EPB,0.0,0.0,"BASALT         7","BADGER L",3.0,,*,51.0,-120.0,*,
-120.171929921,51.0636061874,D008-0044,1-EPB,0.0,0.0,"SCHIST          ",MCLURE,2.7,,*,51.1,-120.2,*,
-120.137498255,51.1009930215,D008-0034,1-EPB,0.0,0.0,"SCHIST          ",LOUISCRK,2.9,,*,51.1,-120.1,*,
-120.150613727,51.0968195981,D008-0034,1-EPB,0.0,0.0,"SCHIST          ",MACLURE,2.7,,*,51.1,-120.2,*,
-120.188791508,51.0797527018,D008-0033,1-EPB,0.0,0.0,"BASALT          ",MACLURE,1.7,,*,51.1,-120.2,*,
-120.170557564,51.0860594775,D008-0033,1-EPB,0.0,0.0,"PHYLLITE        ",MACLURE,2.7,,*,51.1,-120.2,*,
-120.120564202,51.0286215396,D008-0039,1-EPB,0.0,0.0,"LIMESTONE      7","BADGER L",2.9,,*,51.0,-120.1,*,
-120.120564202,51.0286215396,D008-0033,1-EPB,0.0,0.0,"BASALT         1","BADGER L",2.8,,*,51.0,-120.1,*,
-120.022424056,51.05764045,D008-0045,1-EPB,0.0,0.0,"LIMESTONE       ",MCLURE,2.7,,*,51.1,-120.0,*,
-120.148086246,51.045036368,D008-0044,1-EPB,0.0,0.0,"SCHIST         1",MCLURE,2.8,,*,51.0,-120.1,*,
-120.116457776,51.1521981419,D008-0041,1-EPB,0.0,0.0,"ANDESITE      10",EXLOU,2.7,,*,51.2,-120.1,*,
-120.091409796,51.1524766992,D008-0040,1-EPB,0.0,0.0,"SHALE         10","LEWIS CK",2.7,,*,51.2,-120.1,*,
-120.177808921,51.1429009501,D008-0032,1-EPB,0.0,0.0,"MONZONITE      3",FISHTRAP,2.8,,*,51.1,-120.2,*,
-120.113443886,51.1431265076,D008-0034,1-EPB,0.0,0.0,"PHYLLITE       2",LOUISCRK,3.0,,*,51.1,-120.1,*,
-120.21258651,51.159037024,D008-0034,1-EPB,0.0,0.0,"SCHIST         2",FISHTRAP,2.9,,*,51.2,-120.2,*,
-120.032940253,51.116375491,D008-0045,1-EPB,0.0,0.0,"GREENSTONE      ","DIXON MT",2.6,,*,51.1,-120.0,*,
-120.118271586,51.1230081475,D008-0034,1-EPB,0.0,0.0,"SCHIST         2",LOUISCRK,2.9,,*,51.1,-120.1,*,
-120.133515018,51.107643043,D008-0034,1-EPB,0.0,0.0,"LAMPROPHYRE    2",LOUISCRK,3.0,,*,51.1,-120.1,*,
-120.017658408,51.1317289792,D008-0045,1-EPB,0.0,0.0,"GREENSTONE      ",DIXON,2.6,,*,51.1,-120.0,*,
-120.160679131,51.1307944562,D008-0034,1-EPB,0.0,0.0,"NORITE         3",LOUISCRK,3.4,,*,51.1,-120.2,*,
-120.572010918,51.3986587637,D008-0045,1-EPB,0.0,0.0,"DACITE          ",THUYA,2.4,,*,51.4,-120.6,*,
-120.305821242,51.3995762838,D008-0032,1-EPB,0.0,0.0,"GABBRO         1","THUYA CK",2.7,,*,51.4,-120.3,*,
-120.496346578,51.3993096943,D008-0046,1-EPB,0.0,0.0,"SCHIST          ","SKULL H",2.7,,*,51.4,-120.5,*,
-120.271218903,51.4010266609,D008-0032,1-EPB,0.0,0.0,"GRANITE        1","THUYA CK",2.7,,*,51.4,-120.3,*,
-120.539317506,51.402472098,D008-0045,1-EPB,0.0,0.0,"BASALT          ","SKULL H",2.5,,*,51.4,-120.5,*,
-120.7331211,51.4086328944,D008-0047,1-EPB,0.0,0.0,"BASALT          ","SKULL H",2.9,,*,51.4,-120.7,*,
-120.276124893,51.3548169762,D008-0057,1-EPB,0.0,0.0,"QZT  DIORITE    ",THUYA,2.7,,*,51.4,-120.3,*,
-120.741616723,51.3464146578,D001-1030,1-EPB,0.0,4550.0,SYENITE,PERMIAN,2.8,,*,51.3,-120.7,*,
-120.660339034,51.3554888545,D008-0046,1-EPB,0.0,0.0,"TUFFA           ","SKULL H",2.6,,*,51.4,-120.7,*,
-120.722260521,51.3378217411,D008-0046,1-EPB,0.0,0.0,"GABBRO          ",THUYA,2.8,,*,51.3,-120.7,*,
-120.687561061,51.3425411777,D008-0045,1-EPB,0.0,0.0,"BASALT          ","SKULL H",2.8,,*,51.3,-120.7,*,
-120.756435295,51.3731063789,D008-0047,1-EPB,0.0,0.0,"QTZ MONZONITE   ",THUYA,2.6,,*,51.4,-120.8,*,
-120.24374285,51.3558563355,D008-0057,1-EPB,0.0,0.0,"GNEISS          ",THUYA,2.7,,*,51.4,-120.2,*,
-120.407862258,51.374898997,D008-0032,1-EPB,0.0,0.0,"GRANITE        3",CAVERHIL,2.7,,*,51.4,-120.4,*,
-120.404690212,51.4310411088,D008-0041,1-EPB,0.0,0.0,"GRANODIORITE  10",THUYA,2.8,,*,51.4,-120.4,*,
-120.270108161,51.2143581786,D008-0036,1-EPB,0.0,0.0,"BASALT         9",THUYA,2.9,,*,51.2,-120.3,*,
-120.329979923,51.2314874935,D008-0033,1-EPB,0.0,0.0,"SHALE          3","ALLAN L",2.7,,*,51.2,-120.3,*,
-120.252498861,51.209446238,D008-0037,1-EPB,0.0,0.0,"DIORITE        5",THUYA,2.8,,*,51.2,-120.3,*,
-120.23228718,51.1882911829,D008-0042,1-EPB,0.0,0.0,"QUARZITE      21","MT HAGEN",2.6,,*,51.2,-120.2,*,
-120.285146955,51.2021172091,D008-0037,1-EPB,0.0,0.0,"QTZ DIORITE    9",THUYA,2.8,,*,51.2,-120.3,*,
-120.265441247,51.2929527825,D008-0036,1-EPB,0.0,0.0,"QUARZITE       9",THUYA,2.8,,*,51.3,-120.3,*,
-120.266233583,51.2434996801,D008-0039,1-EPB,0.0,0.0,"BASALT         7","MT HAGEN",2.9,,*,51.2,-120.3,*,
-120.342876782,51.3307194911,D008-0035,1-EPB,0.0,0.0,"QTZ DIORITE    6",THUYA,2.7,,*,51.3,-120.3,*,
-120.306679511,51.2624319343,D008-0056,1-EPB,0.0,0.0,"QTZ NOMZAMITE   ","ALLAN L",2.7,,*,51.3,-120.3,*,
-120.858949648,51.254511067,D008-0056,1-EPB,0.0,0.0,"ULTRAMAFITE     ","YOUNG L",2.8,,*,51.3,-120.9,*,
-120.344370764,51.2925252342,D008-0034,1-EPB,0.0,0.0,"SCHIST         1","SMITH LK",2.7,,*,51.3,-120.3,*,
-120.781657295,51.1689812685,D008-0046,1-EPB,0.0,0.0,"SCHIST          ",NICOLA,2.8,,*,51.2,-120.8,*,
-120.00417437,51.3945197151,D008-0037,1-EPB,0.0,0.0,"QTZ MONZANITE  5",RAFT,2.6,,*,51.4,-120.0,*,
-120.1082572,51.3971243454,D008-0045,1-EPB,0.0,0.0,"BASALT          ",FENNELL,3.0,,*,51.4,-120.1,*,
-120.018969178,51.3881483642,D008-0033,1-EPB,0.0,0.0,"SHALE          1",FENNELL,3.0,,*,51.4,-120.0,*,
-120.195773293,51.3767550637,D008-0035,1-EPB,0.0,0.0,"SERPENTINITE   2",THUYOCRK,2.8,,*,51.4,-120.2,*,
-120.21594011,51.3997245966,D008-0035,1-EPB,0.0,0.0,"LIMESTONE      2",LITTLEFT,2.6,,*,51.4,-120.2,*,
-120.201947817,51.4286243591,D008-0043,1-EPB,0.0,0.0,"MARBLE        19","MT OLIE",2.8,,*,51.4,-120.2,*,
-120.18101002,51.3480685726,D008-0039,1-EPB,0.0,0.0,"GNEISS        26",THUYA,2.8,,*,51.3,-120.2,*,
-120.176736212,51.3358209516,D008-0039,1-EPB,0.0,0.0,"K-SPAR PORPHY 25",SKULLHIL,2.7,,*,51.3,-120.2,*,
-120.080637819,51.2097754789,D008-0045,1-EPB,0.0,0.0,"BASALT         1",FENNELL,2.8,,*,51.2,-120.1,*,
-120.189789688,51.1809674032,D008-0032,1-EPB,0.0,0.0,"GRANODIORITE   2",FISHTRAP,2.8,,*,51.2,-120.2,*,
-120.153654662,51.1868394134,D008-0034,1-EPB,0.0,0.0,"GABRO          3",BARRIERE,2.8,,*,51.2,-120.2,*,
-120.041046558,51.179547192,D008-0044,1-EPB,0.0,0.0,"QUARTZITE      6","DIXON MT",2.6,,*,51.2,-120.0,*,
-120.02350442,51.307295484,D008-0037,1-EPB,0.0,0.0,"GABBRO         5",THUYA,2.9,,*,51.3,-120.0,*,
-120.145835203,51.290096155,D008-0044,1-EPB,0.0,0.0,"BASALT         1",FENNELL,2.9,,*,51.3,-120.1,*,
-120.209369366,51.2713878809,D008-0041,1-EPB,0.0,0.0,"GNEISS         9",DARFIELD,2.7,,*,51.3,-120.2,*,
-120.071709485,51.1699718867,D008-0044,1-EPB,0.0,0.0,"CLAYSTONE      6","DIXON MT",2.7,,*,51.2,-120.1,*,
-122.106538857,51.5330699503,D001-0569,1-EPB,0.0,0.0,LIMESTONE,,2.7,,*,51.5,-122.1,*,
-122.136794066,51.6634197561,D008-0081,1-EPB,0.0,0.0,"QUARTZITE       ",UNMAPPED,2.8,,*,51.7,-122.1,*,
-122.161384704,51.6967406747,D001-0591,1-EPB,0.0,0.0,LIMESTONE,,2.7,,*,51.7,-122.2,*,
-122.133257451,51.6971165313,D008-0081,1-EPB,0.0,0.0,"SLATE           ",UNMAPPED,3.0,,*,51.7,-122.1,*,
-122.150332845,51.6972376938,D008-0081,1-EPB,0.0,0.0,"LIMESTONE       ",UNMAPPED,2.7,,*,51.7,-122.2,*,
-121.956541037,51.6422413472,D001-1030,1-EPB,0.0,3152.0,"MAFIC VOLCANIC",QUATERNARY,3.0,,*,51.6,-122.0,*,
-121.956541037,51.6422413472,D001-1030,1-EPB,0.0,3152.0,"MAFIC VOLCANIC",QUATERNARY,3.0,,*,51.6,-122.0,*,
-121.110836338,51.5772009952,D008-0051,1-EPB,0.0,0.0,"ULTRAMAFITE     ","HORSE L",2.7,,*,51.6,-121.1,*,
-121.40083874,51.5388001157,D008-0048,1-EPB,0.0,0.0,"QUARTZITE       ",NICOLA,2.8,,*,51.5,-121.4,*,
-121.245903707,51.5365853002,D008-0050,1-EPB,0.0,0.0,"BASALT          ","HORSE L",2.6,,*,51.5,-121.2,*,
-121.20204776,51.5516577391,D008-0049,1-EPB,0.0,0.0,"ULTRMAFITE      ","HORSE L",2.7,,*,51.6,-121.2,*,
-121.108255082,51.5524275266,D008-0051,1-EPB,0.0,0.0,"BASALT TUFF    F","HORSE L",2.4,,*,51.6,-121.1,*,
-121.308270177,51.701615809,D008-0057,1-EPB,0.0,0.0,"LIMESTONE       ","WATSON L",2.5,,*,51.7,-121.3,*,
-121.305492314,51.6790931284,D008-0054,1-EPB,0.0,0.0,"ANDESITE       F","HORSE L",2.8,,*,51.7,-121.3,*,
-121.289878293,51.6136684355,D008-0053,1-EPB,0.0,0.0,"BASALT          ","HORSE L",2.9,,*,51.6,-121.3,*,
-121.267622491,51.6290810412,D008-0053,1-EPB,0.0,0.0,"VOLCAN BASALT   ","HORSE L",2.7,,*,51.6,-121.3,*,
-121.239996859,51.5027748624,D008-0051,1-EPB,0.0,0.0,"BASALT          ","GREEN L",2.7,,*,51.5,-121.2,*,
-121.115011895,51.4760985549,D008-0052,1-EPB,0.0,0.0,"BASALT          ","GREEN L",2.7,,*,51.5,-121.1,*,
-121.263648281,51.4491688203,D008-0051,1-EPB,0.0,0.0,"BASALT          ","GREEN L",2.6,,*,51.4,-121.3,*,
-121.367135978,51.4731364119,D008-0052,1-EPB,0.0,0.0,"VOLCAN. TUFF    ","GREEN L",2.4,,*,51.5,-121.4,*,
-121.333092395,51.7154592473,D008-0057,1-EPB,0.0,0.0,"QUARTZITE       ",NICOLA,2.7,,*,51.7,-121.3,*,
-122.20840094,51.9516597389,D008-0095,1-EPB,0.0,0.0,"LIMESTONE       ","CACHE CK",2.7,,*,52.0,-122.2,*,
-122.197605257,51.9448411058,D008-0094,1-EPB,0.0,0.0,"LIMESTONE       ","CACHE CK",2.6,,*,51.9,-122.2,*,
-122.193447362,51.9740371235,D008-0095,1-EPB,0.0,0.0,"LIMESTONE       ","CACHE CK",2.6,,*,52.0,-122.2,*,
-122.20020399,51.7987449202,D008-0093,1-EPB,0.0,0.0,"SLATE           ","CACHE CK",2.6,,*,51.8,-122.2,*,
-122.214934894,51.7853715723,D008-0094,1-EPB,0.0,0.0,"PHYLLITE        ","CACHE CK",2.7,,*,51.8,-122.2,*,
-122.190590568,51.8090236784,D008-0095,1-EPB,0.0,0.0,"SLATE           ","CACHE CK",2.7,,*,51.8,-122.2,*,
-122.165628215,51.9041572282,D008-0070,1-EPB,0.0,0.0,"SLATE           ","CACHE CK",2.7,,*,51.9,-122.2,*,
-122.162202842,51.8928952596,D008-0070,1-EPB,0.0,0.0,"SLATE           ","CACHE CK",2.6,,*,51.9,-122.2,*,
-122.074378545,51.9237067185,D008-0095,1-EPB,0.0,0.0,"DIORITE         ","ALKALI L",2.7,,*,51.9,-122.1,*,
-122.117905289,51.9285391943,D008-0094,1-EPB,0.0,0.0,"SLATE           ","ALKALI L",2.9,,*,51.9,-122.1,*,
-122.211733984,51.9279153524,D001-0591,1-EPB,0.0,0.0,LIMESTONE,,2.7,,*,51.9,-122.2,*,
-122.21250563,51.9247118748,D008-0094,1-EPB,0.0,0.0,"LIMESTONE       ","CACHE CK",2.7,,*,51.9,-122.2,*,
-122.213924056,51.8437984832,D008-0095,1-EPB,0.0,0.0,"SLATE           ","CACHE CK",2.6,,*,51.8,-122.2,*,
-122.039082571,51.8739737589,D008-0093,1-EPB,0.0,0.0,"BASALT          ","ALKALI L",2.7,,*,51.9,-122.0,*,
-121.137718034,51.9778058621,D008-0048,1-EPB,0.0,0.0,"GRANODIORITE    ",THUYA,2.6,,*,52.0,-121.1,*,
-121.018418344,51.7937578519,D008-0050,1-EPB,0.0,0.0,"BASALT          ",KAMLOOPS,2.6,,*,51.8,-121.0,*,
-121.356992352,51.7949301419,D008-0050,1-EPB,0.0,0.0,"BRECCIA         ",NICOLA,2.5,,*,51.8,-121.4,*,
-121.395339787,51.7972555322,D008-0051,1-EPB,0.0,0.0,"SANDSTONE      F",NICOLA,2.5,,*,51.8,-121.4,*,
-121.370214622,51.7901695014,D008-0049,1-EPB,0.0,0.0,"CONGLOMERATE    ",NICOLA,2.5,,*,51.8,-121.4,*,
-120.902802451,51.7850043807,D008-0046,1-EPB,0.0,0.0,"BRECCIA         ","CANIN L",2.6,,*,51.8,-120.9,*,
-121.434345918,51.8225151583,D008-0052,1-EPB,0.0,0.0,"GABBRO         F",NICOLA,2.7,,*,51.8,-121.4,*,
-121.412988341,51.8109861385,D008-0051,1-EPB,0.0,0.0,"SILT-STONE     F",NICOLA,2.5,,*,51.8,-121.4,*,
-121.358330794,51.71806046,D008-0057,1-EPB,0.0,0.0,"QUARTZITE       ","WATSON L",2.7,,*,51.7,-121.4,*,
-121.169775514,51.7265147657,D008-0048,1-EPB,0.0,0.0,"VOLCAN BASALT   ",NICOLA,2.5,,*,51.7,-121.2,*,
-121.188864829,51.7380513011,D008-0048,1-EPB,0.0,0.0,"BASALT          ",NICOLA,2.6,,*,51.7,-121.2,*,
-120.929184714,51.7629873737,D008-0046,1-EPB,0.0,0.0,"LAMPROYHYRE    F","SKULL H",3.1,,*,51.8,-120.9,*,
-121.357012277,51.754461903,D008-0057,1-EPB,0.0,0.0,"BRECCIA         ",NICOLA,2.7,,*,51.8,-121.4,*,
-121.309707901,51.7600901802,D008-0048,1-EPB,0.0,0.0,"SHALE           ","SKULL H",2.8,,*,51.8,-121.3,*,
-121.236400157,51.7635108725,D008-0048,1-EPB,0.0,0.0,"BASALT-VESIC.   ",NICOLA,2.7,,*,51.8,-121.2,*,
-121.273282541,51.7654065329,D008-0048,1-EPB,0.0,0.0,"VOLCAN BASALT   ",NICOLA,2.6,,*,51.8,-121.3,*,
-121.202805819,51.7517577876,D008-0048,1-EPB,0.0,0.0,"ULTRAMAFITE     ","TUBBS L",2.7,,*,51.8,-121.2,*,
-121.23158383,51.9050679602,D008-0048,1-EPB,0.0,0.0,"BASALT          ",THUYA,2.7,,*,51.9,-121.2,*,
-121.260644935,51.9055021196,D008-0047,1-EPB,0.0,0.0,"VOLCAN BASALT   ",NICOLA,2.7,,*,51.9,-121.3,*,
-121.195267498,51.9045115368,D008-0048,1-EPB,0.0,0.0,"BASALT  TUFF    ",THUYA,2.7,,*,51.9,-121.2,*,
-120.975853306,51.8537298376,D008-0051,1-EPB,0.0,0.0,"QTZ DIORITE     ",THUYA,2.7,,*,51.9,-121.0,*,
-120.914079871,51.8548976179,D008-0050,1-EPB,0.0,0.0,"ULTRAMAFITE     ",NICOLA,2.9,,*,51.9,-120.9,*,
-120.710557936,51.5723219037,D008-0055,1-EPB,0.0,0.0,"BASALT-VOLCAN   ","SKULL N",2.5,,*,51.6,-120.7,*,
-120.603962941,51.5409633167,D008-0055,1-EPB,0.0,0.0,"QUARZITE        ",NICOLA,2.7,,*,51.5,-120.6,*,
-120.557617762,51.5310142515,D008-0054,1-EPB,0.0,0.0,"BASALT          ",NICOLA,2.6,,*,51.5,-120.6,*,
-120.717643981,51.5027599478,D008-0056,1-EPB,0.0,0.0,"SHIST          U",NICOLA,2.8,,*,51.5,-120.7,*,
-120.68298112,51.5043287265,D008-0047,1-EPB,0.0,0.0,"GABBRO          ","SKULL H",3.0,,*,51.5,-120.7,*,
-120.65194555,51.5193591976,D008-0047,1-EPB,0.0,0.0,"LIMESTONE       ","SKULL H",3.2,,*,51.5,-120.7,*,
-120.680111119,51.4615552585,D008-0054,1-EPB,0.0,0.0,"SCHIST          ",NICOLA,2.6,,*,51.5,-120.7,*,
-120.764390735,51.5045610236,D008-0055,1-EPB,0.0,0.0,"QUARZITE        ","BRIDGE L",2.9,,*,51.5,-120.8,*,
-120.713820672,51.507181675,D008-0055,1-EPB,0.0,0.0,"DIORITE        U",THUYA,2.7,,*,51.5,-120.7,*,
-120.612927037,51.5074196385,D008-0056,1-EPB,0.0,0.0,"QUARTZITE      U",NICOLA,2.7,,*,51.5,-120.6,*,
-120.720425379,51.4470581067,D008-0047,1-EPB,0.0,0.0,"GNEISS          ",THUYA,2.7,,*,51.4,-120.7,*,
-120.661555846,51.4724271828,D008-0055,1-EPB,0.0,0.0,"QUARZITE       3",NICOLA,2.6,,*,51.5,-120.7,*,
-120.722426094,51.4646331281,D008-0047,1-EPB,0.0,0.0,"NORITE          ",NICOLA,3.0,,*,51.5,-120.7,*,
-120.328027162,51.5732283146,D008-0044,1-EPB,0.0,0.0,"SHALE         22","TAWEEL L",2.8,,*,51.6,-120.3,*,
-120.48332693,51.5708170019,D008-0050,1-EPB,0.0,0.0,"BASALT          ",NICOLA,2.9,,*,51.6,-120.5,*,
-120.438813567,51.5667047707,D008-0043,1-EPB,0.0,0.0,"GREENSTONE    23",NICOLA,3.0,,*,51.6,-120.4,*,
-120.483501861,51.5676735671,D008-0051,1-EPB,0.0,0.0,"LIMESTONE       ","GREEN L",2.8,,*,51.6,-120.5,*,
-120.528349287,51.5389466933,D008-0054,1-EPB,0.0,0.0,"SKARN           ",NICOLA,2.9,,*,51.5,-120.5,*,
-120.455949295,51.544143483,D008-0043,1-EPB,0.0,0.0,"SHALE         23",NICOLA,2.8,,*,51.5,-120.5,*,
-120.535896298,51.532808068,D008-0054,1-EPB,0.0,0.0,"K-SPAR PORPHY   ",NICOLA,2.9,,*,51.5,-120.5,*,
-120.465602153,51.5650373077,D008-0035,1-EPB,0.0,0.0,"LIMESTONE      4",NICOLA,2.7,,*,51.6,-120.5,*,
-120.48376842,51.5627334084,D008-0050,1-EPB,0.0,0.0,"ARKOSE          ",NICOLA,2.8,,*,51.6,-120.5,*,
-120.545487685,51.555494953,D008-0056,1-EPB,0.0,0.0,"QUARTZITE       ",NICOLA,2.7,,*,51.6,-120.5,*,
-120.223998447,51.4921146207,D008-0040,1-EPB,0.0,0.0,"BASALT         6",FENNELL,3.0,,*,51.5,-120.2,*,
-120.380123006,51.4957040058,D008-0038,1-EPB,0.0,0.0,"GRANITE       26",THUYA,2.8,,*,51.5,-120.4,*,
-120.273730664,51.5157650399,D008-0039,1-EPB,0.0,0.0,"LIMESTONE     27","MT OLIE",2.7,,*,51.5,-120.3,*,
-120.453698573,51.5198093121,D008-0044,1-EPB,0.0,0.0,"SHALE         23",NICOLA,2.8,,*,51.5,-120.5,*,
-120.35265481,51.5220694659,D008-0038,1-EPB,0.0,0.0,"GREENSTONE     4",NICOLA,2.9,,*,51.5,-120.4,*,
-120.357239858,51.5050851087,D008-0041,1-EPB,0.0,0.0,"GABBRO        10",NICOLA,3.0,,*,51.5,-120.4,*,
-120.432738548,51.5081125542,D008-0043,1-EPB,0.0,0.0,"BASALT        23",NICOLA,2.9,,*,51.5,-120.4,*,
-120.455269094,51.4658823285,D008-0039,1-EPB,0.0,0.0,"GNEISS        25",THUYA,2.7,,*,51.5,-120.5,*,
-120.583714807,51.6507188601,D008-0054,1-EPB,0.0,0.0,"SANDSTONE      F","WINDY MT",2.6,,*,51.7,-120.6,*,
-120.442142019,51.712932771,D008-0036,1-EPB,0.0,0.0,"BASALT         5","RIOUX L.",2.8,,*,51.7,-120.4,*,
-120.495611512,51.5836686832,D008-0040,1-EPB,0.0,0.0,"BASALT        11",NICOLA,3.0,,*,51.6,-120.5,*,
-120.393057427,51.5971745405,D008-0036,1-EPB,0.0,0.0,"BASALT         4","TAWEEL L",2.9,,*,51.6,-120.4,*,
-120.47143986,51.5898979704,D008-0040,1-EPB,0.0,0.0,"QUARZITE      10",NICOLA,2.9,,*,51.6,-120.5,*,
-120.44754309,51.5911771208,D008-0041,1-EPB,0.0,0.0,"GREENSTONE    10",NICOLA,3.0,,*,51.6,-120.4,*,
-120.304359064,51.5951775375,D008-0043,1-EPB,0.0,0.0,"QTZ MONZANITE 22",RAFT,2.5,,*,51.6,-120.3,*,
-120.478520802,51.657506632,D008-0037,1-EPB,0.0,0.0,"BASALT         4","MT HEGER",2.8,,*,51.7,-120.5,*,
-120.337717677,51.6543949074,D008-0040,1-EPB,0.0,0.0,"BASALT        10",NICOLA,2.6,,*,51.7,-120.3,*,
-120.542543458,51.6768487483,D008-0054,1-EPB,0.0,0.0,"BASALT          ","WINDY MT",2.8,,*,51.7,-120.5,*,
-120.441461227,51.6094839509,D008-0036,1-EPB,0.0,0.0,"SLATE          4","TAWEEL L",2.8,,*,51.6,-120.4,*,
-120.476910587,51.6214922084,D008-0037,1-EPB,0.0,0.0,"ANDESITE       5","MT HEGER",2.8,,*,51.6,-120.5,*,
