province,longitude,latitude,Vp_100_kms,MagSus_SI,Density_gcc,elevation,SiO2_pct,Al2O3_pct,Fe2O3_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Au_ppb,Cu_ppm,Ni_ppm,Co_ppm,Li_ppm,Cr_ppm,Zn_ppm,Pb_ppm,Mo_ppm,As_ppm,Th_ppm,U_ppm,La_ppm,Ce_ppm,Nd_ppm,Nb_ppm,V_ppm,W_ppm,Cobalt,Copper,Diamond,Gold,Graphite,Lithium,Nickel,Rare Earth Elements (REE),Silver,Uranium
Alberta,-115.3362971,51.05617338,5.883363,0.0,2.7685258,1379.0,2.590529,2.6091332,4.0256486,2.9116678,29.949245,0.07308786,0.1261075,0.1242539,0.6194101,0.48253328,4.8317437,16.12615,22.641823,21.71653,49.418964,44.92566,81.92758,8.98135,14.884927,3.227219,2.8452575,13.552924,316.47366,1415.58,10.59201,33.78932,55.90051,1.7205735,0,0,0,0,0,0,0,0,0,0
Alberta,-115.1351986,51.07138943,5.8806233,0.0,2.7679315,1291.0,2.6781723,2.5714877,4.017619,2.9763975,29.888544,0.07603891,0.12891771,0.12342662,0.6308089,0.4833983,4.94836,16.306444,22.43923,21.771364,49.057793,44.825478,82.311134,9.111268,14.802567,3.2122157,2.8612006,13.748719,338.659,1451.2234,10.44196,33.39528,55.933685,1.7236279,0,0,0,0,0,0,0,0,0,0
Alberta,-114.5248106,49.80767402,5.9235153,0.0,2.7866943,1747.0,27.29294,2.5485466,0.73194295,0.69516796,27.240847,0.56109315,0.45770788,0.14390157,10.173934,0.027441684,10.0,22.84136,30.808088,25.418203,40.88344,42.813805,76.89804,18.783909,3.6601634,3.8575895,8.036075,20.842958,114.926476,108.835045,7.0460734,6.4356337,70.23704,1.6129887,0,0,0,0,0,0,0,0,0,0
Alberta,-114.5245868,53.4692849,5.8096585,0.0,2.7479606,738.0,11.745577,5.982073,10.317945,0.4779366,11.321809,2.6252587,1.4401867,0.42791316,1.0694344,0.22053798,620.19073,500.6126,27.730267,25.984861,32.697197,74.93125,8877.392,1710.8577,8.520264,1520.7383,10.130523,15.561505,41.265038,624.68787,16.995728,42.673138,56.109497,2.7649944,0,0,0,0,0,0,0,0,0,0
Alberta,-114.5237074,53.58966554,5.8068843,0.0,2.7473001,773.0,11.377008,5.5220623,7.2375927,0.5126542,14.20688,1.9981014,1.435948,0.42173904,1.5045874,0.21786629,399.40573,482.07178,30.50758,23.439503,26.704561,62.786476,26168.656,4108.4785,9.8626375,287.26108,13.017244,22.31917,41.989933,375.17044,18.334915,42.30505,75.23291,2.3655837,0,0,0,0,0,0,0,0,0,0
Alberta,-114.5040416,49.67038631,5.9227157,0.0,2.7865849,1663.0,26.426828,2.5018942,0.7462364,0.69803804,27.653051,0.5013806,0.5088359,0.14582784,12.660077,0.029109096,10.297279,27.956177,32.246822,25.790436,40.883404,43.465874,90.49629,18.217688,3.6304727,4.7648697,7.9079256,24.593323,130.22263,113.11046,7.0460725,6.4227223,76.21043,1.6494119,0,0,0,0,0,0,0,0,0,0
Alberta,-114.4052802,49.59245398,5.9216037,0.0,2.7864206,1283.0,26.781906,2.5285106,0.7765407,0.73135644,27.47867,0.43139726,0.5894404,0.15643342,15.867138,0.030859044,10.719672,31.486921,34.184868,26.126377,40.88337,44.366817,94.04769,18.266966,3.953383,5.8553677,8.870655,28.714487,162.53625,127.61026,7.046071,6.385323,77.72024,1.6824485,0,0,0,0,0,0,0,0,0,0
Alberta,-114.3655183,53.32950606,5.8110056,0.0,2.749091,749.0,7.4442883,5.977189,10.29352,0.7966013,12.267741,2.566634,1.283671,0.32315654,0.5310088,0.21657562,622.08777,475.3954,24.630018,26.030941,38.407986,69.59844,143.08095,342.77417,7.8798113,1529.1655,7.74598,13.132772,31.132526,860.8474,15.495117,44.625736,54.855495,2.7461822,0,0,0,0,0,0,0,0,0,0
Alberta,-114.1930729,53.70356602,5.802669,0.0,2.746606,711.0,11.273333,5.4878488,7.2330465,0.5158842,14.25092,1.9867562,1.422244,0.42097354,1.5106007,0.21804722,398.4695,478.5223,30.48985,23.41304,26.710508,62.81639,26187.283,4111.3467,9.89857,286.58392,13.042982,22.41817,41.936245,375.08627,18.333422,42.368454,75.592155,2.3635452,0,0,0,0,0,0,0,0,0,0
Alberta,-113.7289473,53.8883266,5.7953873,0.0,2.7459023,713.0,11.073426,5.4352255,7.410118,0.5246466,13.774364,1.8178339,1.3997716,0.41787487,1.5095843,0.22003995,618.4912,517.2131,29.951822,25.90852,26.889221,70.87336,26056.658,4401.0786,10.10921,1508.8567,12.992996,22.44169,41.773617,377.12054,18.278065,42.398674,75.79632,2.9120655,0,0,0,0,0,0,0,0,0,0
Alberta,-113.5776368,53.70906292,5.7994027,0.0,2.7476575,693.0,6.252829,5.557445,6.9769034,1.3355896,18.726553,1.7734244,1.1505691,0.22585635,0.4701717,0.2588801,617.7478,462.9205,23.225502,26.97337,41.90587,58.815228,155.712,339.31342,9.533719,1510.8372,5.2494655,12.682598,26.28859,844.55975,13.360719,35.021908,54.560177,2.8575187,0,0,0,0,0,0,0,0,0,0
Alberta,-113.3834964,53.54493837,5.800734,0.0,2.7487962,664.0,4.9784803,3.969028,6.956974,1.3537436,18.899727,1.7366884,1.139093,0.13643526,0.66159594,0.3067557,611.8217,450.59186,23.14155,26.863214,45.178482,58.775486,154.3028,336.36755,9.629268,1497.8148,4.1529875,10.736706,23.166954,827.39844,11.761688,29.552502,50.25287,2.844271,0,0,0,0,0,0,0,0,0,0
Alberta,-113.2165395,53.7004071,5.79642,0.0,2.7476413,628.0,5.0138717,3.9900753,6.9656205,1.3444636,18.809168,1.7562412,1.1570306,0.13622731,0.65936464,0.30542257,614.59216,457.25714,23.18111,26.921747,45.105045,58.776276,155.02684,337.7611,9.572245,1503.8784,4.1476107,10.716231,23.085335,827.65094,11.784209,29.494904,50.138298,2.8506641,0,0,0,0,0,0,0,0,0,0
Alberta,-113.2133589,52.31971666,5.847108,0.0,2.7740633,807.0,5.0075693,2.5606647,3.7235956,2.8686643,28.82877,0.18011442,0.19025438,0.12983862,1.0506178,0.4898928,7.0267982,11.972406,24.602074,22.895515,46.520065,45.28755,79.678955,11.144986,15.204156,2.9961793,4.7207103,13.969122,433.02246,1207.6589,9.38769,24.336231,57.267487,1.6022724,0,0,0,0,0,0,0,0,0,0
Alberta,-112.9243772,53.9065452,5.790503,0.0,2.7471066,600.0,29.547112,11.267158,3.1619928,1.2966846,9.255775,2.2179887,3.5354981,0.27706832,0.3358968,0.23105642,11291.876,415.69623,55.399338,22.20404,45.12881,108.21147,114.94485,21.787119,10.930313,14.240773,8.872624,5.1089973,32.439457,328.33365,20.734938,24.113398,43.310642,1.961076,0,0,0,0,0,0,0,0,0,0
Alberta,-112.8413593,49.84729193,5.9001193,0.0,2.7846014,900.0,26.206608,2.6822314,0.780234,0.6822927,27.269947,0.49877858,0.56313926,0.15316303,12.971378,0.029679812,10.471053,28.808954,32.258404,25.70995,40.883423,42.955517,82.857735,18.01864,3.455433,5.28765,9.240732,25.912003,138.66505,115.61703,7.046073,6.3686185,77.174614,1.6419753,0,0,0,0,0,0,0,0,0,0
Alberta,-112.7678241,51.47988297,5.846085,0.0,2.7732162,759.0,8.944261,2.4374158,2.4600048,2.0803697,27.682516,0.3183899,0.27152985,0.11948513,1.8963188,0.48005936,9.333459,12.86214,29.985954,24.599663,42.788017,50.37907,85.43645,14.905905,15.44194,3.064123,7.8343754,16.35053,454.21948,739.4702,7.837255,13.038875,60.307194,1.6063833,0,0,0,0,0,0,0,0,0,0
Alberta,-112.5293468,51.2783727,5.878363,0.0,2.7817988,859.0,9.094284,2.4341886,2.444928,2.0658402,27.64954,0.3220304,0.27384973,0.11975225,1.9098309,0.47591004,9.353864,12.92332,29.950417,24.610506,42.729713,50.2413,85.18131,15.000339,15.300983,3.0700579,7.9004107,16.315395,454.67245,740.3762,7.813035,12.872041,60.31781,1.6065551,0,0,0,0,0,0,0,0,0,0
Alberta,-112.5183234,51.32831643,5.878363,0.0,2.7817988,831.0,9.094284,2.4341886,2.444928,2.0658402,27.64954,0.3220304,0.27384973,0.11975225,1.9098309,0.47591004,9.353864,12.92332,29.950417,24.610506,42.729713,50.2413,85.18131,15.000339,15.300983,3.0700579,7.9004107,16.315395,454.67245,740.3762,7.813035,12.872041,60.31781,1.6065551,0,0,0,0,0,0,0,0,0,0
Alberta,-112.48251,51.32863,5.87712,0.0,2.7816854,705.0,9.108221,2.43396,2.4432921,2.0639193,27.646206,0.3224582,0.27407795,0.119772255,1.9117438,0.4755697,9.3547125,12.93219,29.950014,24.611408,42.72729,50.228573,85.17755,15.015502,15.286631,3.0711024,7.910723,16.314808,455.0339,741.0062,7.812028,12.855198,60.320133,1.6065329,0,0,0,0,0,0,0,0,0,0
Alberta,-112.4402551,52.78737639,5.8156557,0.0,2.7676432,711.0,5.034457,2.556934,3.730139,2.8701096,28.819489,0.1812179,0.19080976,0.13004512,1.0510776,0.4881463,7.0175576,12.017286,24.513031,22.886608,46.514717,45.127476,79.53961,11.171493,15.110369,2.9987974,4.72949,13.9438305,436.49573,1219.1631,9.3854685,24.312998,57.269108,1.6025809,0,0,0,0,0,0,0,0,0,0
Alberta,-112.219718,52.48106528,5.8212137,0.0,2.7692893,726.0,7.1258917,2.5039485,3.096213,2.6364028,28.292858,0.2516399,0.24245164,0.12456981,1.5756726,0.486957,8.182357,13.252599,27.293245,23.753962,44.654793,47.88759,87.03714,11.8296795,15.29262,3.001072,5.9256654,16.69836,446.46124,973.21796,8.612781,18.593578,61.14836,1.6046879,0,0,0,0,0,0,0,0,0,0
Alberta,-112.1930807,52.47596003,5.8212137,0.0,2.7692893,720.0,7.1258917,2.5039485,3.096213,2.6364028,28.292858,0.2516399,0.24245164,0.12456981,1.5756726,0.486957,8.182357,13.252599,27.293245,23.753962,44.654793,47.88759,87.03714,11.8296795,15.29262,3.001072,5.9256654,16.69836,446.46124,973.21796,8.612781,18.593578,61.14836,1.6046879,0,0,0,0,0,0,0,0,0,0
Alberta,-112.1788169,49.80567707,5.8945847,0.0,2.7839093,789.0,27.283096,2.6981308,0.8167918,0.67613435,26.312876,0.44216204,0.6316306,0.16787553,13.132443,0.03129014,10.483313,30.130095,35.780373,26.466095,40.88338,44.3749,83.51012,18.253473,3.5421195,6.680552,8.780081,25.942307,141.0538,118.44463,7.046071,6.347164,78.696625,1.6943486,0,0,0,0,0,0,0,0,0,0
Alberta,-112.1525496,52.46720085,5.8212137,0.0,2.7692893,725.0,7.1258917,2.5039485,3.096213,2.6364028,28.292858,0.2516399,0.24245164,0.12456981,1.5756726,0.486957,8.182357,13.252599,27.293245,23.753962,44.654793,47.88759,87.03714,11.8296795,15.29262,3.001072,5.9256654,16.69836,446.46124,973.21796,8.612781,18.593578,61.14836,1.6046879,0,0,0,0,0,0,0,0,0,0
Alberta,-112.1247863,49.7904586,5.8933406,0.0,2.783771,807.0,27.286753,2.6985233,0.8167714,0.6760533,26.310703,0.44246215,0.63140935,0.16787721,13.120326,0.03128234,10.481859,30.109917,35.775032,26.464556,40.88338,44.3725,83.47368,18.247553,3.5418475,6.676683,8.774545,25.929045,140.96252,118.37114,7.046071,6.347127,78.67483,1.6941838,0,0,0,0,0,0,0,0,0,0
Alberta,-111.7076536,51.47689546,5.8719916,0.0,2.7813263,831.0,9.155421,2.4388423,2.4408405,2.059795,27.635082,0.3239574,0.2750421,0.11990893,2.975812,0.47456023,9.35689,14.18247,29.941412,24.613314,42.72106,50.257008,85.56397,15.126773,15.241355,3.0882583,7.093807,16.259544,465.62152,746.30566,7.809443,12.798635,58.6907,1.6062795,0,0,0,0,0,0,0,0,0,0
Alberta,-111.6880825,51.49346416,5.870727,0.0,2.781145,828.0,9.109434,2.433931,2.44251,2.0619562,27.644737,0.32285467,0.27414346,0.11974824,1.9146283,0.47579208,9.351202,12.947305,29.960035,24.611362,42.73732,50.22683,85.26749,15.041833,15.280777,3.072995,7.9280233,16.328873,456.6103,743.68976,7.816194,12.845191,60.328773,1.6064126,0,0,0,0,0,0,0,0,0,0
Alberta,-110.6735157,53.87536846,5.7875876,0.0,2.7653508,589.0,66.69645,13.998075,3.7074637,2.4786825,2.4568746,3.4133463,3.560214,0.50262463,0.18224002,0.12585533,11750.042,38.005898,44.096798,7.6696534,31.858189,101.74073,89.76442,21.426178,3.0197532,13.9252,19.496851,1.364636,123.2344,246.30882,99.65052,27.584978,27.75404,1.4243745,0,0,0,0,0,0,0,0,0,0
Alberta,-110.6331424,52.40542312,5.8536625,0.0,2.7797275,689.0,8.988149,5.19546,2.6628907,2.0116673,18.961395,0.36425298,1.0438479,0.26034606,0.9035288,0.29470894,9.330739,13.192987,25.92878,17.397934,42.668957,47.443058,63.013145,14.734118,10.581468,8.49865,6.5650134,10.204588,37.534775,47.801785,14.090381,13.369111,70.41697,1.4152099,0,0,0,0,0,0,0,0,0,0
British Columbia,-133.65358,59.58272,6.336446,0.0,2.847059,718.0,54.561337,10.792269,7.341256,3.3994873,4.073229,2.5565383,1.8282641,0.6456991,0.15882494,0.12575267,6.5990996,31.44665,151.11264,32.04755,17.089981,111.24155,127.13656,19.319838,4.135847,138.11249,19.581429,12.629784,28.645433,54.708122,25.108496,30.406376,7.4473257,96.49053,0,1,0,1,0,0,0,0,1,0
British Columbia,-133.60111,58.735833,6.2591524,0.0,2.8309748,71.0,55.898155,2.291046,6.6870866,1.0447978,1.8651452,0.74849814,2.1129503,0.94114536,0.25444055,0.13590258,222.90271,54.796375,20.877827,39.26456,15.057241,18.077505,88.12051,40.546566,1.4901139,46.64022,2.3473487,1.9502217,9.171026,17.120483,7.58679,6.322751,59.703224,185.49396,0,1,0,1,0,0,0,0,1,0
British Columbia,-133.52166,59.735833,6.3374457,0.0,2.847379,1155.0,69.490746,12.329194,2.595352,0.59361845,1.4090791,2.3574631,4.795113,0.25351712,0.07086391,0.050708547,12.73892,51.960464,27.168331,32.275986,17.573587,40.16446,840.06976,135.67357,5.29902,1119.3651,39.278927,16.542978,42.879448,83.03736,33.100998,40.10691,5.136548,95.52715,0,1,0,1,0,0,0,0,1,0
British Columbia,-133.27033,59.38272,6.3397307,0.0,2.8481166,905.0,57.787693,13.201621,6.2526193,2.4865315,4.9391975,3.0338905,2.0359282,0.70637494,0.14957751,0.11867221,3.7712321,40.377884,41.049126,43.739784,16.641096,53.365906,44.6753,8.70137,4.356138,12.199107,27.211966,13.365894,29.882147,60.424534,27.742401,37.40546,22.724606,65.4497,0,0,0,1,0,0,0,0,0,0
British Columbia,-132.29361,58.210833,6.2679296,0.0,2.8340292,1422.0,49.014496,11.270087,25.223366,0.86987406,5.072027,0.21179383,1.1168151,1.0113567,0.30117062,0.17212538,30.503582,67.98357,19.363504,32.78758,11.7796,27.213661,38.184757,12.457121,4.625539,33.676975,1.0446638,0.8170972,7.535971,15.063897,8.766934,8.180716,125.46173,43.659927,0,1,0,1,0,0,0,0,1,0
British Columbia,-131.10888,56.66861,6.2755737,0.0,2.8367758,315.0,56.91425,10.553938,7.3886733,1.4369829,6.021437,2.1470432,3.4893808,0.6850296,0.1771725,0.12824033,64.20638,243.25757,20.828653,30.470734,10.088379,50.079784,85.77985,7.889384,3.3389108,10.941618,3.1479726,2.1038222,14.2786665,29.05584,15.635136,7.81664,213.8818,37.018787,0,1,0,1,0,0,0,0,1,0
British Columbia,-131.06749,56.62361,6.2755737,0.0,2.8367758,1247.0,56.91425,10.553938,7.3886733,1.4369829,6.021437,2.1470432,3.4893808,0.6850296,0.1771725,0.12824033,64.20638,243.25757,20.828653,30.470734,10.088379,50.079784,85.77985,7.889384,3.3389108,10.941618,3.1479726,2.1038222,14.2786665,29.05584,15.635136,7.81664,213.8818,37.018787,0,1,0,1,0,0,0,0,1,0
British Columbia,-130.42888,56.653888,6.277917,0.0,2.8375673,782.0,60.299465,14.828289,4.2632203,1.207905,4.7493153,2.5385513,2.9133687,0.72303164,0.18929534,0.11804219,645.8301,346.35544,34.163956,36.239697,6.8500037,36.520126,213.07248,25.257816,3.3050957,114.47213,3.0873861,2.2187283,12.577963,23.657286,19.023941,7.4402566,163.74576,111.97468,0,1,0,1,0,0,0,0,1,0
British Columbia,-130.34499,56.211111,6.278735,0.0,2.8379028,953.0,59.285046,16.124546,5.7748547,1.8618145,4.0424886,3.983359,3.2308793,0.63223827,0.26350847,0.12274119,3136.1843,1307.8884,15.20956,30.668303,10.2806635,26.00994,6480.136,5213.802,4.607015,52.299866,5.2088084,3.2792823,15.02167,32.16031,20.53567,6.468436,177.77432,55.0803,1,1,0,1,0,0,0,0,1,0
British Columbia,-130.34,59.92,6.360834,0.0,2.8547876,1522.0,55.38624,15.524542,8.759747,2.6474266,8.187938,2.6896684,1.2613134,0.98194104,0.13328052,0.17541467,3.0654435,51.137894,43.092495,3.5145783,12.781323,218.7155,34.454147,9.380502,8.910942,6.1974797,11.455502,2.9427762,16.256504,34.298145,21.086699,2.911859,167.93239,497.94653,0,0,0,1,0,0,0,0,1,0
British Columbia,-130.21783,56.47554,6.2790127,0.0,2.8379648,1257.0,58.202026,16.402206,5.5343504,1.4467161,3.1694162,3.2368734,2.8925853,0.68351644,0.26189187,0.10741641,1791.2927,808.7322,13.247756,25.945688,9.129565,8.006209,350.8345,147.15344,3.8886333,36.21411,4.7792673,2.3243062,15.61169,35.400833,21.408817,6.0800953,167.45906,73.42002,0,0,0,1,0,0,0,0,1,0
British Columbia,-130.12352,53.36257,6.2057357,0.0,2.8031583,37.0,61.780006,13.045301,7.2971616,2.9329119,3.9743185,2.6451676,0.8436221,0.9331174,0.1763291,0.14886592,84957.48,2158.4792,32.62167,116.84658,25.847546,48.33253,36.139614,9.440826,5.8872266,16.718756,1.6601361,0.73929614,11.463909,27.03247,16.081877,6.34982,174.27834,0.6669193,0,0,0,1,0,0,0,0,0,0
British Columbia,-130.09527,56.219721,6.279697,0.0,2.8382146,1061.0,57.04638,16.126911,6.443912,2.1236863,4.0973897,3.8496566,3.2414305,0.6519483,0.29483694,0.124481075,2204.4033,744.36676,9.030578,23.531853,11.877106,27.12855,5006.347,4169.0854,3.4304802,45.77922,6.480269,3.5349338,14.19642,33.864124,21.026428,7.584991,189.87265,43.227165,0,1,0,1,0,0,0,0,1,0
British Columbia,-130.0075,56.054722,6.2798753,0.0,2.8383007,687.0,60.607456,15.5748415,5.745674,1.9391524,4.3497715,4.573484,3.6139667,0.5161778,0.24565464,0.11757362,3686.532,1519.7585,6.680895,24.261036,15.3790045,40.927692,13438.47,11163.574,4.736801,78.45943,4.827452,3.7487984,17.09324,29.924385,17.738598,5.8441515,148.2195,25.858046,0,1,0,1,0,0,0,0,1,0
British Columbia,-129.89833,56.098333,6.2803464,0.0,2.838453,319.0,59.093624,15.887886,6.032921,2.133547,4.476859,4.416754,3.4334624,0.5589001,0.2576352,0.1250304,3290.925,1315.2208,7.0799847,23.674864,15.952351,37.823463,11562.56,9607.241,4.290066,69.539024,4.955412,3.414192,16.833546,31.096664,18.18702,6.009738,156.99199,24.499847,0,0,0,0,0,0,0,0,1,0
British Columbia,-129.81805,59.324999,6.2798553,0.0,2.837955,1736.0,63.244488,13.968354,5.73649,1.8868042,3.7154558,3.2494588,3.4814613,0.6534374,0.15927246,0.12650537,5.043997,312.6298,32.80168,18.009115,13.398727,89.59632,6197.015,48.76036,39.29334,3.367099,15.076666,23.92704,36.632195,34.177525,16.098557,88.65131,138.01381,454.217,0,0,0,0,0,0,0,0,0,0
British Columbia,-129.78333,57.7,6.383982,0.0,2.8748262,1453.0,53.56861,15.996819,7.3777623,2.1612823,3.5042002,2.957791,2.3333733,0.6226877,0.28682488,0.12117083,3.736228,58.991516,11.835104,12.724501,16.320637,38.493176,72.0792,6.4606667,2.743579,5.5023594,3.072919,1.7482485,70.20495,92.854126,25.274475,5.8129034,139.31259,0.93348306,0,1,0,1,0,0,0,0,1,0
British Columbia,-129.68944,59.274443,6.383963,0.0,2.8746922,1167.0,57.87952,14.386913,7.7513523,3.0843344,5.021151,3.270819,2.1198316,0.9099221,0.17009078,0.16351742,5.102325,367.7184,41.087223,19.782215,11.978007,118.2905,8723.507,90.66895,36.116608,5.431399,10.245996,30.377062,23.669613,32.97484,15.553165,51.80968,203.27924,280.4246,0,1,0,1,0,0,0,0,1,0
British Columbia,-129.68499,59.195555,6.383918,0.0,2.8746645,1384.0,53.264618,14.450125,9.42555,4.6913714,6.6088696,3.0779347,1.3828973,1.190463,0.16144376,0.18290997,5.1495075,398.3442,55.025574,20.905537,11.229408,169.0616,10357.587,123.86855,32.746662,7.095567,7.2673793,36.32378,16.254166,26.846142,15.60671,30.519772,274.98465,186.29633,0,1,0,1,0,0,0,0,1,0
British Columbia,-129.5075,55.686944,6.292761,0.0,2.8509507,387.0,54.58197,16.100203,7.336476,2.7958527,4.9598913,3.3621051,2.729624,0.6156004,0.28166145,0.16842681,1.0384643,23.125896,13.354935,19.471125,27.587658,52.17391,69.43173,4.300714,0.7916312,6.3154855,4.309764,1.8082856,17.844496,33.239994,16.807526,5.249957,185.68803,0.69427973,0,1,0,1,0,0,0,0,1,0
British Columbia,-129.41944,55.421943,6.2914524,0.0,2.8507624,613.0,57.366337,15.608543,6.969047,2.75741,4.6280036,3.2486053,2.498838,0.6348187,0.2368731,0.14947389,0.6509909,21.198656,16.285503,19.078257,26.654898,87.31381,67.62413,4.0777063,0.98399675,5.2521853,4.7982397,1.708508,18.56177,33.99399,16.79171,6.1285615,166.88412,0.65324545,0,1,0,0,0,0,0,0,1,0
British Columbia,-127.62972,55.316943,6.2894807,0.0,2.8502798,406.0,60.74007,15.674927,5.591836,1.0158391,2.9593503,1.729795,4.144687,0.4460854,0.22338074,0.16264236,2.3984673,22.49142,15.851466,14.512048,15.844335,40.645306,68.04692,85.544785,1.4439714,41.94565,15.417261,2.2002919,23.92541,43.45379,16.71364,11.63845,37.826344,0.6191728,0,1,0,1,0,0,0,0,1,0
