province,longitude,latitude,Vp_100_kms,MagSus_SI,Density_gcc,elevation,SiO2_pct,Al2O3_pct,Fe2O3_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Au_ppb,Cu_ppm,Ni_ppm,Co_ppm,Li_ppm,Cr_ppm,Zn_ppm,Pb_ppm,Mo_ppm,As_ppm,Th_ppm,U_ppm,La_ppm,Ce_ppm,Nd_ppm,Nb_ppm,V_ppm,W_ppm,Cobalt,Copper,Diamond,Gold,Graphite,Lithium,Nickel,Rare Earth Elements (REE),Silver,Uranium
British Columbia,-117.22472,49.964166,5.930258,0.0,2.7823844,1439.0,40.157867,2.5967324,20.192171,0.005,0.5725694,2.5468247,0.8868082,0.16519012,0.1480181,0.46113876,78.67453,69.67297,19.168247,30.140966,16.816414,114.26688,6725.325,2328.2883,7.0578685,637.8782,3.8455255,26.927147,29.502623,35.55544,14.177941,10.619102,183.06725,3.7874928,0,1,0,1,0,0,0,0,1,0
British Columbia,-117.22111,49.09861,5.925478,0.0,2.7813923,1299.0,63.831635,4.1613846,21.256287,0.9853496,3.1880627,2.7533655,3.3380272,0.3687835,0.16546305,0.12600861,611.3879,201.78993,29.091225,90.19471,14.220127,94.07998,6292.5786,3126.3435,22.050524,1345.3439,4.6703753,4.6627674,14.828669,15.813714,9.677185,11.787167,120.70419,1522.7534,0,0,0,1,0,0,0,0,1,0
British Columbia,-117.215278,50.060833,5.9302473,0.0,2.7824016,2203.0,41.177296,3.0416281,18.837942,0.234139,1.3516796,2.554152,0.98195165,0.1897506,0.14698552,0.5223086,96.28421,71.16945,27.403805,30.620924,16.057304,122.62818,7192.0503,3564.7908,7.439612,791.469,3.3642805,25.634815,28.25499,30.275372,13.461676,11.155987,163.89604,2.5401797,0,0,0,0,0,0,0,0,1,0
British Columbia,-117.19972,49.152222,5.926373,0.0,2.781573,1247.0,57.93316,6.4097295,19.288654,1.5924612,4.4016457,2.8580358,2.958308,0.53656924,0.23144567,0.15010257,627.98944,319.2192,28.595219,129.6514,14.673317,80.84337,5243.332,2716.0825,12.355392,1694.165,3.3156285,2.8613918,17.085192,17.788591,10.899184,11.219435,176.01309,1269.2212,0,1,0,1,0,0,0,0,1,0
British Columbia,-117.13888,50.403055,5.9184837,0.0,2.7793465,766.0,36.43001,1.7007468,10.554961,0.6368863,7.4720225,1.1212852,0.41700193,0.07616989,0.121928446,0.5119701,8502.357,4002.7644,99.955025,203.49254,19.258324,92.481514,10061.91,804.04596,63.841984,889.20264,1.7716769,37.454895,32.00746,112.35385,14.192522,16.979908,107.56004,23.625147,0,0,0,1,0,0,0,0,1,0
British Columbia,-117.13444,49.143055,5.929231,0.0,2.782397,1065.0,59.973427,5.4465528,21.999891,1.3350576,3.9149582,2.8446789,2.8468783,0.46326807,0.20918912,0.13834092,556.35406,315.82367,30.316113,116.362335,14.317137,85.08558,6347.9673,3323.863,13.37768,1522.6311,3.403822,3.2679029,15.502353,16.835257,10.178038,11.05003,164.22755,1188.9421,0,0,0,1,0,0,0,0,1,0
British Columbia,-117.12722,49.974999,5.933853,0.0,2.7833607,2017.0,39.736904,3.250349,19.607386,0.005,0.5726317,2.6093326,1.1091212,0.20865104,0.15868945,0.57488805,105.62797,52.52658,15.757413,30.952705,16.720156,114.11668,5832.1855,2831.4802,6.7410846,903.8347,3.5147066,26.120096,28.878805,31.810398,14.266756,11.748118,177.1559,4.2228594,0,1,0,1,0,0,0,0,1,0
British Columbia,-117.07527,49.907222,5.937252,0.0,2.7842615,1098.0,40.231815,3.6186981,18.762148,0.005,0.5727256,2.6970332,1.1982764,0.22312488,0.1568481,0.6604292,123.305405,42.68027,12.1032915,31.822323,16.141273,113.94762,5168.679,2972.645,6.132173,1256.771,3.4728253,24.625921,25.487074,31.118479,13.478122,11.548247,170.07803,7.7388234,0,1,0,1,0,0,0,0,1,0
British Columbia,-116.97916,50.947499,5.900483,0.0,2.7746801,1868.0,10.4859085,3.216723,17.088354,0.082450055,1.7263908,2.52562,1.0851928,0.16243963,0.16065466,0.2622892,2012.1975,476.97073,18.560938,39.490837,34.94012,112.42274,821.22284,1541.7397,6.873454,6186.3594,2.8490314,17.985937,18.305635,845.75555,13.234495,30.907234,73.338745,28.504229,0,1,0,1,0,0,0,0,1,0
British Columbia,-116.96472,51.371666,5.8874607,0.0,2.7710683,1562.0,13.707855,3.7762203,17.037222,0.05079408,1.2832379,2.8352349,2.301009,0.13111404,0.5503618,0.30157778,1774.5818,732.791,33.35859,48.003773,28.588545,111.24505,1063.5753,419.0033,11.733419,1952.2935,2.7460494,12.973802,13.337181,560.9763,15.705795,26.549301,54.269115,72.10138,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.86083,49.7625,5.9481254,0.0,2.7871153,558.0,35.21599,2.9808257,17.41384,0.005,0.57271546,2.7593985,1.0180032,0.13557571,0.13521798,1.1379981,215.6667,58.003567,15.117891,30.187042,16.75581,113.54416,6814.291,4848.22,4.7409925,1228.8695,3.7301424,38.605305,21.363724,31.021933,13.50405,14.399108,131.2816,7.8180537,0,1,0,1,0,0,0,0,1,0
British Columbia,-116.86027,51.211111,5.893489,0.0,2.7728238,1225.0,7.8096285,4.1545343,17.333538,0.16152161,2.8080869,2.3420534,1.9643663,0.15388659,0.50877804,0.26232696,1979.4113,518.5035,27.50338,45.631668,35.17323,111.073235,1021.9708,550.44104,11.004323,2589.6016,2.6935203,13.695487,14.459754,861.9944,15.1668215,33.755116,59.605564,59.318943,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.65083,51.025277,5.8997517,0.0,2.7747216,1130.0,3.5181572,2.2110906,16.593096,0.24110541,3.8148162,2.2258682,0.13693768,0.13099134,0.24855939,0.28632045,2157.3413,655.1203,28.77977,50.78818,45.896736,107.18106,1301.264,682.2612,12.559883,2981.0703,2.030927,14.286105,17.96866,1328.8934,11.834446,37.903553,64.971405,49.68698,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.5130921,49.09714107,5.9420385,0.0,2.7892632,618.0,68.3481,4.3593874,5.9799037,1.7878988,1.51186,0.5213161,1.2871138,0.12174808,0.07136275,0.1259455,1031.245,115.4695,41.351368,38.242718,8.430505,61.688095,73.31434,53.697266,1.3795884,1085.7379,1.7159274,4.362,4.5619326,11.278079,3.6231523,4.5794034,106.067665,4.039738,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.48527,50.93111,5.906642,0.0,2.77673,956.0,3.212919,2.3023555,10.757864,0.8865099,15.994479,1.1609272,0.13351022,0.13741302,0.2436857,0.2692846,2088.4385,721.6151,26.5628,52.29695,47.173508,69.61293,1503.9517,485.36807,15.457434,2137.3367,2.0660717,13.009857,16.849695,1399.2062,11.821843,39.147987,63.38313,7.033524,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.42499,50.340555,5.9372115,0.0,2.7845135,1444.0,8.714205,2.4402535,4.3899918,1.7470977,20.456938,0.13437043,0.38827625,0.16387394,0.08539711,0.13228488,1369.4564,704.4646,27.400677,50.66441,35.395046,29.199219,1455.0913,7.611145,11.52217,4.479581,1.5919337,9.884933,8.622213,1298.8766,9.283451,30.458225,66.21986,2.3991182,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.33055,50.829721,5.9097366,0.0,2.7776816,955.0,2.941879,2.4017467,7.5296745,1.6997609,23.462767,0.6557039,0.13042237,0.14341858,0.24310338,0.25622684,557.5253,64.92151,14.294032,22.128386,48.42716,52.429787,114.63147,342.33194,6.8440847,1516.6661,2.108256,11.81986,15.933895,1455.8003,11.813839,40.29893,61.791626,2.8279486,0,0,0,0,0,0,0,0,0,0
British Columbia,-116.00527,49.7075,5.9931707,0.0,2.7987504,1392.0,42.70047,8.912065,9.61138,2.6283922,0.83140785,2.007161,0.835688,0.5662244,0.33181292,0.16203946,163.00304,55.47679,15.121012,19.91325,32.23625,38.517162,53.174873,14.79258,1.4477514,13.609331,1.6146562,4.501545,4.384485,19.336836,5.97722,15.004915,86.762955,2.8597865,0,1,0,1,0,0,0,0,1,0
British Columbia,-115.952649,50.510165,5.917625,0.0,2.7774367,1600.0,2.2850122,3.0617592,5.3553004,2.315521,29.776545,0.045143448,0.13000718,0.18697254,0.10923193,0.09268341,1.0070788,20.135843,9.317163,18.445543,53.24383,24.094555,55.816727,6.268994,3.0600033,3.7548082,2.1026156,6.717583,7.3143435,1937.5714,12.401285,48.38171,53.36636,1.7973601,0,0,0,0,0,0,0,0,0,0
British Columbia,-115.87333,50.480554,5.92347,0.0,2.7790906,1399.0,1.51777,2.830153,4.786267,1.7957588,30.675028,0.038353316,0.08207645,0.17252871,0.12169716,0.11042783,1.2345724,24.651201,11.398143,18.883152,52.89073,27.253223,57.369415,6.269614,3.503471,4.086791,2.0563004,6.590257,8.037295,1962.3275,12.034324,46.41738,54.651535,2.0531473,0,0,0,0,0,0,0,0,0,0
British Columbia,-115.67888,50.788888,5.899427,0.0,2.772648,1525.0,1.9055737,2.7494073,3.6600516,2.1091611,30.50224,0.046439372,0.09971876,0.13305643,0.554768,0.4565669,3.9145672,16.893124,25.971584,21.640177,51.77942,47.631702,76.41378,7.464519,15.588954,3.3336382,2.7363324,11.625375,24.269957,906.70874,11.572655,35.48566,57.741722,1.6680489,0,0,0,0,0,0,0,0,0,0
British Columbia,-115.60527,49.769443,5.9675093,0.0,2.79414,2061.0,4.480536,2.5261347,3.956693,2.3125257,18.636751,0.25261438,0.19807689,0.14367817,0.4240158,0.05499316,3.3795455,54.931915,37.058178,24.985989,40.883533,56.77734,65.28529,8.807611,1.6281165,5.0138526,1.8859875,5.887563,9.455725,386.3318,7.0460753,6.6142335,88.59723,1.8007538,0,1,0,1,0,0,0,0,1,0
British Columbia,-115.51777,50.05,5.9544854,0.0,2.7917602,1401.0,1.8899132,0.6682991,0.8616072,1.8750063,29.190075,0.050517138,0.08161171,0.024961602,0.24441774,0.20206375,3.0988271,68.42634,36.16526,25.14031,40.88371,57.842953,61.579163,11.991019,3.9585924,4.755669,1.5432255,7.798956,116.71986,2043.3617,7.0460787,8.282866,80.63092,1.7411988,0,0,0,0,0,0,0,0,0,0
British Columbia,-115.42972,49.454444,5.9574313,0.0,2.7923734,770.0,14.463873,2.751262,2.9779577,1.7268169,21.886803,0.15651748,0.38994852,0.2419321,0.6775464,0.09054516,5.9178534,39.974644,33.53167,24.581146,38.33395,55.579727,76.95347,10.261442,2.9598565,4.089602,4.2960334,5.7072463,17.275534,52.10724,6.7889576,6.398268,75.02457,1.768717,0,0,0,0,0,0,0,0,0,0
British Columbia,-115.38583,49.503333,5.9574313,0.0,2.7923734,960.0,14.463873,2.751262,2.9779577,1.7268169,21.886803,0.15651748,0.38994852,0.2419321,0.6775464,0.09054516,5.9178534,39.974644,33.53167,24.581146,38.33395,55.579727,76.95347,10.261442,2.9598565,4.089602,4.2960334,5.7072463,17.275534,52.10724,6.7889576,6.398268,75.02457,1.768717,0,1,0,1,0,0,0,0,1,0
British Columbia,-114.89888,50.211111,5.926261,0.0,2.7869506,1732.0,14.572676,2.2997205,2.009958,1.5735409,27.149717,0.43392754,0.34465888,0.12907115,4.08125,0.3497165,10.0,17.968056,29.03793,25.019844,40.883575,45.34972,78.75253,14.380345,10.843265,3.1898584,7.823517,18.845282,433.59116,681.0793,7.0460773,6.3641143,69.96844,1.6122543,0,0,0,0,0,0,0,0,0,0
British Columbia,-114.84138,50.194999,5.926261,0.0,2.7869506,2379.0,14.572676,2.2997205,2.009958,1.5735409,27.149717,0.43392754,0.34465888,0.12907115,4.08125,0.3497165,10.0,17.968056,29.03793,25.019844,40.883575,45.34972,78.75253,14.380345,10.843265,3.1898584,7.823517,18.845282,433.59116,681.0793,7.0460773,6.3641143,69.96844,1.6122543,0,0,0,0,0,0,0,0,0,0
British Columbia,-114.82749,49.78611,5.9339437,0.0,2.7883723,2041.0,27.246088,2.6562018,0.7509678,0.6782481,27.130577,0.6010893,0.4514097,0.14724247,9.472651,0.026511213,10.0,20.327501,30.142534,25.092064,40.883465,43.10939,79.64764,16.983438,3.4748375,3.7310297,7.3543067,24.842482,111.80697,100.13804,7.0460744,6.4290686,74.36113,1.5811836,0,0,0,0,0,0,0,0,0,0
British Columbia,-114.77611,49.929166,5.9289145,0.0,2.787516,1772.0,27.674734,2.7374754,0.7652974,0.67521226,26.575794,0.60947704,0.4652804,0.1506292,9.394092,0.026375493,10.0,21.225647,29.80616,25.006908,40.883472,42.75667,75.29067,18.18206,3.4334538,3.7754326,8.588779,23.716492,117.22445,109.08335,7.046075,6.4108796,71.35203,1.572958,0,0,0,0,0,0,0,0,0,0
British Columbia,-114.7145444,49.65448068,5.931801,0.0,2.7880487,1416.0,28.6735,2.2124908,0.6707437,0.7121846,26.12928,0.48700267,0.4359049,0.13624176,11.88203,0.027688898,10.0,31.068027,32.958866,26.5276,40.883377,46.421467,112.70082,17.114666,4.2090044,3.732417,5.28768,20.223938,97.70893,90.070694,7.0460715,6.457604,77.911964,1.7211624,0,0,0,0,0,0,0,0,0,0
British Columbia,-114.6829735,49.63009712,5.931801,0.0,2.7880487,1359.0,28.6735,2.2124908,0.6707437,0.7121846,26.12928,0.48700267,0.4359049,0.13624176,11.88203,0.027688898,10.0,31.068027,32.958866,26.5276,40.883377,46.421467,112.70082,17.114666,4.2090044,3.732417,5.28768,20.223938,97.70893,90.070694,7.0460715,6.457604,77.911964,1.7211624,0,0,0,0,0,0,0,0,0,0
British Columbia,-114.65944,49.5,5.9280925,0.0,2.7874513,1989.0,26.443924,2.1750627,0.6987777,0.7410276,29.945572,0.23085365,0.65895635,0.14530107,17.958382,0.0327286,10.849127,38.493576,35.973396,27.245564,40.883286,49.22386,80.799904,14.804228,4.5647736,5.6995325,9.446726,24.406681,169.69977,110.96733,7.0460677,6.375276,76.51972,1.7839935,0,0,0,0,0,0,0,0,0,0
Manitoba,-101.8875,54.78611111111111,6.0964303,0.0,2.9557462,336.0,55.213226,14.267392,7.6971006,4.248021,7.4546485,3.216288,0.6246406,0.5187254,0.1329569,0.15105252,3.759377,42.444397,31.925169,31.62619,17.79224,45.666187,79.74619,3.770624,1.289053,3.6604428,1.6766999,0.8735679,11.678825,23.625992,11.343112,3.0483334,167.36667,107.115746,0,1,0,1,0,0,0,0,1,0
Manitoba,-101.845,54.640277777777776,6.0778465,0.0,2.8980784,312.0,55.9101,14.747835,5.7803335,4.217888,6.0506496,3.577327,1.2712928,0.7328363,0.18128507,0.116624154,2.576282,41.683643,30.64674,40.645992,22.21151,64.44652,79.18227,4.7648325,1.5650475,3.8771102,2.9053798,1.7175305,21.184555,43.211056,19.933777,5.0331025,90.25022,235.81134,0,1,0,1,0,0,0,0,1,0
Manitoba,-101.8111111,54.81944444444445,6.0964303,0.0,2.9557462,318.0,55.213226,14.267392,7.6971006,4.248021,7.4546485,3.216288,0.6246406,0.5187254,0.1329569,0.15105252,3.759377,42.444397,31.925169,31.62619,17.79224,45.666187,79.74619,3.770624,1.289053,3.6604428,1.6766999,0.8735679,11.678825,23.625992,11.343112,3.0483334,167.36667,107.115746,0,1,0,1,0,0,0,0,1,0
Manitoba,-101.7791667,54.20555555555556,6.0423536,0.0,2.8553581,280.0,27.7323,8.303629,13.598537,7.159123,11.379425,2.2727706,1.1163954,0.71318966,0.17508245,0.1273895,0.8004061,196.71672,61.666286,28.601446,29.600248,78.16563,111.11326,2.1676888,1.4456221,3.1125026,0.8815817,0.6491217,13.03594,28.443361,16.273485,3.2450907,163.46004,0.1563596,0,1,0,1,0,0,1,0,1,0
Manitoba,-101.7305556,54.85611111111111,6.113254,0.0,2.8824131,339.0,55.38058,14.321262,8.488663,4.229059,8.204672,2.7633307,0.8432572,0.42144033,0.11880481,0.14903988,3.6929495,32.012604,46.399826,38.275578,17.921919,70.12259,79.6443,5.8892303,1.2699691,2.78459,1.0980885,0.96589965,8.114531,17.150204,9.16734,3.3213887,188.01149,56.14088,0,0,0,1,0,0,0,0,0,0
Manitoba,-101.7108333,54.72055555555556,6.0901685,0.0,2.8976877,314.0,64.00086,13.623763,6.7171497,2.7793608,4.1290913,3.8960996,0.8477762,0.4385603,0.14417587,0.122024044,2.9957254,34.639965,18.974009,29.827906,18.15132,37.075798,73.05243,5.47876,1.4458911,3.2129636,2.789538,1.4007505,16.009262,32.106617,15.728416,4.893373,96.833954,173.1568,0,1,0,1,0,0,0,0,1,0
Manitoba,-101.6430556,56.63333333333333,5.8605914,0.0,2.772034,395.0,54.11347,14.03482,12.0663595,4.544408,6.5097933,3.0297673,0.7934137,1.1582574,0.18829964,0.17543091,4.9004507,110.44522,71.99008,36.1156,9.081408,184.17734,165.88766,7.6287127,1.5125817,5.192106,2.7816067,1.3643782,12.561073,28.272308,15.428739,4.823392,266.27045,16.375849,0,1,0,1,0,0,0,0,1,0
Manitoba,-101.069493,56.7545,5.8770547,0.0,2.7721496,395.0,55.869267,14.18044,8.751346,4.165713,8.124967,2.6818924,1.1743244,0.6208576,0.14420348,0.13376002,1.5572631,53.795906,97.74414,34.81868,10.465896,205.01059,141.10231,7.582297,1.4081599,1.9190309,2.1513944,1.0638713,10.234134,21.593647,11.901739,3.8992817,153.13385,0.47966728,0,1,0,1,0,0,0,0,0,0
Manitoba,-101.055681,56.85108769,5.866151,0.0,2.7694926,335.0,50.23315,15.297389,7.51658,5.3685617,10.88675,2.2529166,0.59506774,0.45918682,0.089363575,0.12568383,2.3035183,43.76535,85.86316,40.065506,10.5671,89.12159,58.66308,3.8377905,1.1025965,1.9238813,0.9663294,0.39429176,6.369314,14.522071,8.0674715,2.8788602,126.529144,1.4077013,0,0,0,1,0,0,0,0,0,0
Manitoba,-100.9916667,55.03472222222222,6.0969167,0.0,2.834424,342.0,65.57553,12.83362,3.9168956,1.4116299,3.873484,2.8360946,2.7996976,0.3302427,0.07561751,0.06597836,2.4165254,90.558464,65.11202,35.196373,22.181387,170.49924,77.456696,9.712114,0.78465945,6.0666084,6.1668243,1.8265481,18.328472,39.12712,19.25076,5.6090107,103.04444,5.787044,0,0,0,1,0,0,0,0,0,0
Manitoba,-100.9391667,56.88527777777778,5.873258,0.0,2.7701864,327.0,53.144447,14.419159,9.557362,4.905629,9.038216,2.5021403,0.89197433,0.7638376,0.12608452,0.1323885,1.6980639,44.02859,120.77746,40.689026,10.974966,236.60626,174.48576,6.125824,1.6553012,1.8446814,1.6564578,0.8332289,10.134888,21.26712,11.990099,4.170443,211.11116,11.374361,0,0,0,1,0,0,0,0,1,0
Manitoba,-100.669,54.569,6.053985,0.0,2.8350043,294.0,60.036552,12.986269,5.716091,3.2074683,5.4914103,3.310084,0.36185652,0.55774814,0.096970804,0.11585172,72.216385,65.25188,73.889595,24.086718,33.908134,205.9561,105.98279,3.7965827,3.4665658,3.7009196,0.8116112,0.8647867,6.238681,15.433375,11.679213,2.5262299,112.60284,9.590372,0,1,0,1,0,0,0,0,1,0
Manitoba,-100.49,54.855,6.058293,0.0,2.8296885,312.0,53.920383,13.468286,7.5126443,5.142673,8.996579,2.2880821,0.92349225,0.68347293,0.11595234,0.16678548,133.99756,68.76715,110.82097,35.89304,33.396156,328.95312,79.51131,3.6459646,1.1951994,4.6325884,1.4702892,0.92809033,7.791271,17.931639,10.925435,3.5338652,213.6718,56.613747,0,1,0,0,0,0,0,0,0,0
Manitoba,-100.4013889,54.575,6.0458474,0.0,2.826507,284.0,55.59922,13.524818,6.755595,3.8895063,5.8536677,3.29242,0.7844154,0.7788838,0.11412523,0.15572867,122.90679,64.72289,47.96753,33.655,36.953896,47.355892,370.55725,8.907965,8.247172,9.7457905,1.0745848,3.3271947,10.059037,22.988365,13.9199505,2.7316248,245.92738,53.074482,0,1,0,1,0,0,0,0,1,0
Manitoba,-100.155,54.862,6.042997,0.0,2.8184068,306.0,56.532597,14.704957,10.320937,3.0775478,4.352378,2.7899094,1.8529903,0.44552687,0.06972171,0.19606173,315.5093,111.50392,30.76607,28.444424,45.11537,43.186356,110.72446,5.4015536,0.7970705,206.0529,1.3826903,0.82521415,7.6055446,16.173462,7.947997,2.8323886,226.3178,65.31966,0,1,0,1,0,0,0,0,1,0
Manitoba,-100.1166667,54.83472222222223,6.042997,0.0,2.8184068,312.0,56.532597,14.704957,10.320937,3.0775478,4.352378,2.7899094,1.8529903,0.44552687,0.06972171,0.19606173,315.5093,111.50392,30.76607,28.444424,45.11537,43.186356,110.72446,5.4015536,0.7970705,206.0529,1.3826903,0.82521415,7.6055446,16.173462,7.947997,2.8323886,226.3178,65.31966,0,1,0,0,0,0,0,0,0,0
Manitoba,-100.1027778,54.859722222222224,6.042997,0.0,2.8184068,303.0,56.532597,14.704957,10.320937,3.0775478,4.352378,2.7899094,1.8529903,0.44552687,0.06972171,0.19606173,315.5093,111.50392,30.76607,28.444424,45.11537,43.186356,110.72446,5.4015536,0.7970705,206.0529,1.3826903,0.82521415,7.6055446,16.173462,7.947997,2.8323886,226.3178,65.31966,0,1,0,1,0,0,0,0,1,0
Manitoba,-100.0333333,54.85833333333333,6.042997,0.0,2.8184068,295.0,56.532597,14.704957,10.320937,3.0775478,4.352378,2.7899094,1.8529903,0.44552687,0.06972171,0.19606173,315.5093,111.50392,30.76607,28.444424,45.11537,43.186356,110.72446,5.4015536,0.7970705,206.0529,1.3826903,0.82521415,7.6055446,16.173462,7.947997,2.8323886,226.3178,65.31966,0,0,0,1,0,0,0,0,0,0
Manitoba,-99.94166667,54.85277777777778,6.0042496,0.0,2.8092468,293.0,59.324486,14.0289135,11.144117,2.8924172,2.6779912,2.762262,1.307942,0.553426,0.07259325,0.22959276,223.89473,138.92838,19.924593,22.230806,49.520885,30.260817,81.620346,4.6419125,0.9278465,110.29901,1.6163473,1.4006765,7.4640155,16.238293,7.0046673,2.938862,281.1004,34.71077,0,1,0,1,0,0,0,0,1,0
Manitoba,-99.63722222,56.475,5.9739904,0.0,2.788013,291.0,67.591125,13.683328,5.626245,1.0658357,1.7028037,3.3502915,3.4102178,0.34589392,0.100532636,0.1613646,4.400487,34.5424,20.080793,6.089929,15.5709715,12.629526,31.727732,7.4579387,1.7798042,4.2092533,9.970998,2.0448797,25.287968,49.089268,18.963093,5.6264186,33.41153,0.48992962,0,1,0,0,0,0,0,0,0,0
Manitoba,-99.46388889,50.23611111111112,6.112498,0.0,2.795961,373.0,57.00173,14.370283,8.505339,3.7749524,6.3760276,3.4443812,1.633754,0.61344546,0.09170802,0.120860994,1842.4872,156.4049,170.35484,37.67606,24.467537,687.1644,69.108246,4.61301,0.931021,2.2259314,3.2617192,1.0299455,11.884437,23.894539,10.867249,3.458474,159.75475,0.42968762,0,0,0,0,0,0,0,0,0,0
Manitoba,-98.83722222,54.70222222222223,6.000189,0.0,2.7887483,243.0,52.55068,7.8821645,9.671321,7.7568307,3.8192403,2.5775256,1.5322808,0.30279118,0.11366589,0.13543105,3253.2632,80.64615,1495.9636,64.787926,34.741264,1449.9766,75.00234,44.737457,4.0357294,2.3847136,8.758974,1.3766332,21.58104,39.61834,14.933074,6.5352416,49.987297,0.6406051,0,1,0,0,0,0,1,0,0,0
Manitoba,-98.775,51.41611111111111,6.1144333,0.0,2.7966027,250.0,62.622334,14.450407,7.072271,1.6920439,4.842395,3.450192,2.7384715,0.732108,0.2690684,0.10420183,4666.0664,56.259117,28.534567,16.677015,22.62903,42.478016,74.22205,8.432255,1.1873571,2.2318158,6.5877023,1.5685328,35.72229,74.5354,32.7814,9.455599,119.98486,0.42901272,0,0,0,0,0,0,0,0,0,0
Manitoba,-98.73333333,50.57638888888889,6.1184545,0.0,2.795828,272.0,57.68831,14.568164,7.5087667,3.5521302,6.183422,3.4955063,1.6414895,0.5874895,0.09286921,0.11712554,1.9212291,157.46964,119.20209,29.364067,19.548824,192.01083,76.94244,4.6137176,0.93120986,2.560603,3.280235,1.033075,11.994289,23.981535,10.830145,3.2152874,155.57744,0.43047953,0,0,0,0,0,0,0,0,0,0
Manitoba,-98.72083333,50.56111111111111,6.1184545,0.0,2.795828,269.0,57.68831,14.568164,7.5087667,3.5521302,6.183422,3.4955063,1.6414895,0.5874895,0.09286921,0.11712554,1.9212291,157.46964,119.20209,29.364067,19.548824,192.01083,76.94244,4.6137176,0.93120986,2.560603,3.280235,1.033075,11.994289,23.981535,10.830145,3.2152874,155.57744,0.43047953,0,0,0,0,0,0,0,0,0,0
Manitoba,-98.6576,54.878,6.0054755,0.0,2.7863133,229.0,51.029976,5.133589,6.8579817,11.656771,2.4004738,1.6886193,1.5004033,0.26593795,0.073104404,0.123889744,8871.852,262.43643,3421.3577,90.010345,31.773441,1103.321,84.93495,15.442676,5.272291,1.6622546,8.611063,1.2976569,21.860214,40.401543,14.953808,5.8780613,70.49736,0.5414663,1,1,0,0,0,0,1,0,0,0
Manitoba,-98.26666667,49.21666666666667,6.2320046,0.0,2.8229704,414.0,64.30572,15.2815695,5.008127,1.9376942,4.030065,4.1457047,2.6885605,0.48745388,0.13175683,0.10654969,2.718991,27.10303,61.70348,15.943128,18.151278,116.314995,55.56665,9.769963,1.0,6.266391,6.8869014,2.037752,21.099577,43.95298,16.809689,15.757499,100.85731,0.5948749,0,0,0,0,0,0,0,0,0,0
Manitoba,-97.927009,55.701479,6.1046987,0.0,2.7909904,200.0,59.717842,3.7499592,6.169066,3.2094858,1.6785973,0.81194234,1.0901428,0.185438,0.20346631,0.0631152,474.401,2191.6785,11890.179,380.98727,20.376623,348.30746,74.62963,8.037572,0.71061486,5.4375215,2.406086,0.35590807,14.410461,26.798183,11.651372,1.6694323,82.46751,0.1802311,1,1,0,0,0,0,1,0,0,0
Manitoba,-97.92472222,55.70222222222223,6.1046987,0.0,2.7909904,205.0,59.717842,3.7499592,6.169066,3.2094858,1.6785973,0.81194234,1.0901428,0.185438,0.20346631,0.0631152,474.401,2191.6785,11890.179,380.98727,20.376623,348.30746,74.62963,8.037572,0.71061486,5.4375215,2.406086,0.35590807,14.410461,26.798183,11.651372,1.6694323,82.46751,0.1802311,1,1,0,1,0,0,1,0,1,0
Manitoba,-97.85388889,55.71861111,6.1046987,0.0,2.7909904,206.0,59.717842,3.7499592,6.169066,3.2094858,1.6785973,0.81194234,1.0901428,0.185438,0.20346631,0.0631152,474.401,2191.6785,11890.179,380.98727,20.376623,348.30746,74.62963,8.037572,0.71061486,5.4375215,2.406086,0.35590807,14.410461,26.798183,11.651372,1.6694323,82.46751,0.1802311,1,1,0,1,0,0,1,0,1,0
Manitoba,-97.27,49.45666,6.234272,0.0,2.8213487,237.0,66.156265,15.40375,4.382737,1.3512853,3.3348818,4.402258,2.7164495,0.4019453,0.107020795,0.10050747,2.6746764,25.645262,48.452465,13.4874525,17.984707,85.90406,49.044785,9.621482,1.0,6.3184824,6.5632906,2.0295677,17.844809,36.981426,14.085415,17.738863,88.57134,0.8123863,0,0,0,0,0,0,0,0,0,0
Manitoba,-97.15324002,49.84137522,6.233089,0.0,2.820998,227.0,64.27775,15.276059,5.0341964,1.948233,4.054656,4.1243954,2.6850905,0.48780233,0.13128218,0.10723711,2.6705847,27.477365,61.5764,16.12502,18.199142,116.83827,55.52364,9.730543,1.0,6.255895,6.848973,2.0306969,20.967594,43.678055,16.708172,15.814488,101.83719,0.599047,0,0,0,0,0,0,0,0,0,0
Manitoba,-96.44856599,51.20694155,6.2215066,0.0,2.8360047,255.0,56.30073,14.630465,8.118334,4.0177245,6.7199745,3.3337445,0.9760279,0.7084648,0.1098496,0.12996094,5.505696,229.4381,107.38288,30.983442,19.518438,184.80627,82.666664,5.0318356,0.95474136,2.5596106,1.9561716,0.48762107,10.981184,22.705175,11.711753,3.164965,176.45079,0.4413073,0,0,0,0,0,0,0,0,0,0
