X,Y,OBJECTID,LOCATION,CR_PPM,NI_PPM,CO_PPM,SC_PPM,V_PPM,CU_PPM,PB_PPM,ZN_PPM,BI_PPM,CD_PPM,IN_PPM,SN_PPM,W_PPM,MO_PPM,AS_PPM,SE_PPM,SB_PPM,TE_PPM,AG_PPM,RE_PPM,AU_PPB,HG_PPM,RB_PPM,CS_PPM,BA_PPM,SR_PPM,TL_PPM,GA_PPM,GE_PPM,LI_PPM,TA_PPM,NB_PPM,HF_PPM,ZR_PPM,Y_PPM,TH_PPM,U_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,BR_PPM,I_PPM,B_PPM,BE_PPM,MN_PPM,SAMPLE_NUMBER_ID,CHEMISTRY_REVIEWED,ROCK_TYPE_NAME,SAMPLE_TYPE,LITHOLOGICAL_UNIT,GEOLOGICAL_DOMAIN,COLLAR_PROJECT_NAME,DATE_ANALYSIS_SENT,SENT_BY,DATE_SAMPLE_COLLECTED,COLLECTED_BY,UTM_EASTING,UTM_NORTHING,SIO2_PCT,TIO2_PCT,AL2O3_PCT,FE2O3_PCT,FEO_PCT,MNO_PCT,MGO_PCT,CAO_PCT,NA2O_PCT,K2O_PCT,P2O5_PCT,CR2O3_PCT,H2O_M_PCT,H2O_P_PCT,SO4_PCT,CO2_PCT,C_ORG_PCT,LOI_PCT,TOTAL_PCT,PB_204_PPM,PB_206_PPM,PB_207_PPM,PB_208_PPM,S_PCT,RU_PPB,RH_PPB,PD_PPB,OS_PPB,IR_PPB,PT_PPB,F_PCT,CL_PCT,C_PCT,TI_PCT,AL_PCT,FE_PCT,MG_PCT,CA_PCT,NA_PCT,K_PCT,P_PCT,ANALYSIS_LAB,ANALYSIS_LAB_CERTIFICATE_NUM,ANALYSIS_LAB_CODE,DIGESTION,DIGESTION_METHOD,ANALYTICAL_METHOD,COMMENT_,REASON,SAMPLE_DESCRIPTION,ANALYSIS_ORIGIN,TYPE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,COLLAR_HOLE_NAME,DATA_OBTAINED,COMPANY_DATUM,COMPANY_ZONE,ELEVATION,COMPANY_NAME,NTS,CORE_SIZE,DRILL_TYPE,SAMPLE_DEPTH_FROM_METRES,SAMPLE_DEPTH_TO_METRES,SAMPLE_DEPTH_FROM_FEET,SAMPLE_DEPTH_TO_FEET,GLOBALID
556393,6165591,1,Knight Lake,55,9,12,30.1,239,60,-3,68,-2,-0.3,,-200,-1,2,8,-3,-0.1,,-0.3,,-2,-1,,-1,110,218,,,,29,-0.5,,4,,31,1.2,0.6,13.2,37,,21,5,1.2,,0.5,,,,,3.2,0.14,10.5,,,-1,911,GMn19-10-009,yes,calcic psammite,Outcrop Grab,Pc,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,556393,6165591,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,-5,,,,,0.66,6.65,5.12,1.97,7.83,1.69,0.84,0.106,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{2C7D9136-4C3B-4C09-8F00-A4B507F026CC}
564825,6160936,2,Irving Lake,270,69,36,41.7,323,94,-3,121,2,-0.3,,-200,-1,4,4.1,-3,-0.1,,-0.3,,-2,-1,,-1,-50,398,,,,14,-0.5,,2,,17,-0.2,4.6,7.4,17,,10,2.4,0.7,,-0.5,,,,,1.9,0.08,-0.5,,,-1,768,GMn19-19-014,yes,mafic calc-silicate rock,Outcrop Grab,Mvc,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,564825,6160936,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,-5,,,,,0.66,7.58,5.12,2.43,5.53,2.3,0.7,0.042,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{07A5089B-D80D-41F6-8E1E-8E08EB58663C}
567559,6171905,3,Dirks Lake,66,8,13,18.1,140,184,4,60,-2,-0.3,,200,-1,13,0.8,-3,-0.1,,0.4,,-2,-1,,-1,-50,307,,,,9,-0.5,,-1,,8,1.5,2.5,3.4,9,,-5,1.2,0.4,,-0.5,,,,,0.9,-0.05,-0.5,,,-1,663,GMn19-30-007,yes,gabbro,Outcrop Grab,Gam,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,567559,6171905,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,-5,,,,,0.43,5.28,5.56,1.46,4.86,1.73,0.46,0.09,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{45C21CC1-DA17-410A-8C0B-A9A3853E69CF}
563206,6154542,4,Irving Lake,65,34,39,41.5,97,175,-3,80,-2,-0.3,,-200,-1,-1,-0.5,-3,0.3,,-0.3,,-2,-1,,1,-50,327,,,,13,-0.5,,3,,31,-0.2,-0.5,8.3,24,,9,4.6,1.6,,0.7,,,,,3.1,0.11,-0.5,,,-1,1330,VDK19-06-006,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,563206,6154542,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,-5,,,,,0.31,7.53,8.59,1.99,6.46,1.71,0.47,0.18,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{4F9CE23E-F480-4C12-81CC-F1B0099414C3}
563865,6154792,5,Irving Lake,77,26,49,33.6,153,839,9,1250,-2,10.6,,-200,-1,1,11.7,-3,0.2,,1.5,,139,-1,,17,600,127,,,,43,-0.5,,3,,26,1,0.7,7.5,21,,10,3.5,1,,-0.5,,,,,2.8,0.12,-0.5,,,-1,2040,VDK19-06-009,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,563865,6154792,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,-5,,,,,0.62,7.44,9.23,2.01,3.31,0.65,2.45,0.069,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{6D7505E6-E38F-462F-96B5-8F34F6277AFA}
555428,6165367,6,Knight Lake,37,4,4,9.4,62,20,4,88,-2,-0.3,,-200,-1,2,1.1,-3,-0.1,,-0.3,,-2,-1,,-1,90,272,,,,21,-0.5,,2,,10,0.7,1.8,3.3,9,,-5,1.5,0.8,,-0.5,,,,,0.7,-0.05,-0.5,,,3,292,VDK19-09-003-2,yes,pegmatitic granite,Outcrop Grab,Gl,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,555428,6165367,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,-5,,,,,0.15,7.97,1.99,0.62,4.06,2.65,0.46,0.017,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{9955BE6A-5DBB-48C3-AC4F-7C881885014E}
555565,6166989,7,Knight Lake,64,2,-1,0.3,5,7,-3,1,-2,-0.3,,-200,-1,9,0.8,-3,-0.1,,-0.3,,-2,-1,,-1,-50,4,,,,2,-0.5,,-1,,-1,-0.2,-0.5,0.7,-3,,-5,0.2,-0.2,,-0.5,,,,,-0.2,-0.05,-0.5,,,-1,46,VDK19-14-013,yes,quartz,Outcrop Grab,,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,555565,6166989,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,-5,,,,,0.01,0.12,0.56,-0.01,0.03,0.03,0.05,0.002,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{C4058510-855E-419D-911D-8B56FA32D7B2}
555552,6166993,8,Knight Lake,31,2,-1,1.9,62,53,53,9,-2,-0.3,,200,-1,16,-0.5,-3,-0.1,,0.8,,-2,-1,,-1,620,253,,,,3,-0.5,,6,,6,11.1,7.2,18.4,36,,19,3,0.6,,-0.5,,,,,0.7,0.09,-0.5,,,-1,63,VDK19-14-014,yes,leucogranite,Outcrop Grab,Gl,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,555552,6166993,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,-5,,,,,0.08,5.84,3.82,0.06,1.04,1.86,3.61,0.018,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{C766DDF4-8147-41FA-82B8-E6965BF19DEC}
562506,6158211,9,Irving Lake,224,217,84,44.5,202,232,-3,110,-2,-0.3,,-200,-1,1,-0.5,-3,-0.1,,-0.3,,-2,-1,,-1,-50,85,,,,13,-0.5,,-1,,17,-0.2,-0.5,1.2,-3,,-5,1,0.3,,-0.5,,,,,2.6,0.09,-0.5,,,-1,950,VDK19-19-002,yes,pillowed mafic calc-silicate rock,Outcrop Grab,Mvcp,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,562506,6158211,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,-5,,,,,0.26,9.42,6.57,1.72,7.52,2.56,0.12,0.01,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{99C854E8-13A4-4953-8D68-CBADBCC8EBDE}
562349,6164445,10,NE of Irving,194,38,27,40.6,165,98,6,73,-2,-0.3,,-200,-1,39,-0.5,-3,0.2,,1.1,,-2,-1,,15,-50,168,,,,18,-0.5,,-1,,12,0.4,2.4,1.3,3,,-5,0.7,-0.2,,-0.5,,,,,1.8,0.06,-0.5,,,2,880,VDK19-23-007,yes,intermediate volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,562349,6164445,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,-5,,,,,0.28,8.22,5.05,1.39,5.7,2.68,2.48,0.015,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{6BDAE845-F93F-4E8B-BE30-90C13DB0BB1B}
565754,6171935,11,Dirks Lake,96,31,20,17.7,104,50,4,119,-2,-0.3,,-200,-1,2,-0.5,-3,-0.1,,-0.3,,-2,-1,,-1,380,402,,,,11,-0.5,,3,,24,1.2,0.5,13,34,,19,4.7,1.4,,0.6,,,,,2.6,0.1,-0.5,,,-1,1340,VDK19-30-003,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,565754,6171935,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,-5,,,,,0.41,7.32,6.85,2.37,5.5,2.36,0.82,0.12,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{3413A670-0E3A-493A-82F2-F843EAF21452}
556389,6163546,12,Hornseth Lake,68,37,24,14.8,128,94,11,128,-2,0.5,,-200,-1,4,2.4,-3,-0.1,,0.4,,-2,-1,,-1,140,421,,,,24,-0.5,,3,,11,1.5,2.9,11.8,26,,10,2.8,0.8,,-0.5,,,,,1.3,-0.05,-0.5,,,-1,674,VDK19-32-014,yes,intermediate volcanic rock,Outcrop Grab,,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,556389,6163546,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,-5,,,,,0.37,6.19,3.89,2.1,5.81,1.92,0.68,0.056,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{35832F2B-E8AB-4F24-A460-7D76954EB05A}
561904,6167456,13,SW of Dirks Lake,29,18,32,3.2,33,23,13,88,-2,0.5,,200,-1,1,5.3,-3,-0.1,,0.3,,21,-1,,-1,-50,20,,,,2,-0.5,,-1,,17,-0.2,-0.5,7.2,18,,9,2.4,0.6,,-0.5,,,,,1.6,0.08,-0.5,,,1,19700,VDK19-37-014-A,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,561904,6167456,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,-5,,,,,0.05,0.69,21.6,2.47,2.15,0.03,0.11,0.108,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{C27E09B2-4438-4989-A2AF-CAB4C2CF1A54}
561904,6167456,14,SW of Dirks Lake,40,12,20,5.5,69,12,10,210,-2,0.8,,200,1,2,4.4,-3,0.1,,-0.3,,10,-1,,-1,-50,27,,,,2,-0.5,,-1,,25,0.5,1,10.1,21,,8,2.9,0.8,,-0.5,,,,,2.7,0.14,-0.5,,,1,27000,VDK19-37-014-B,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,561904,6167456,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,-5,,,,,0.09,1.24,19.8,2.45,2.06,0.05,0.15,0.121,ActLabs,A19-17562,"Code 1H (Au+49), Multi Method INAA + ICP-OES",total,,"Code 1H (Au+49), Multi Method INAA + ICP-OES",,,,,,,,,,,,,,,,,,,,{7E099972-D07D-4DEA-B941-8CB30897FC55}
557915,6156381,15,Soroski Lake,40,-20,3,2,14,-10,5,30,-0.1,,-0.1,-1,-0.5,2,-5,,-0.2,,,,,,20,,,,0.12,16,0.9,,0.06,1.3,2.1,63,2.3,0.35,0.26,5.04,9.82,1.07,4.12,0.68,0.396,0.6,0.08,0.4,0.08,0.24,0.037,0.25,0.04,,,,1,,GMn19-18-003,yes,leucotonalite,Outcrop Grab,T,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,557915,6156381,71.07,0.151,15.41,1.97,,0.039,0.56,2.87,5.4,1.04,0.06,,,,,,,0.54,99.11,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{C473EACF-A096-4698-B847-C5565EF86A03}
561627,6157182,16,Irving Lake,150,80,64,53,330,90,-5,100,-0.1,,0.1,1,-0.5,-2,-5,,-0.2,,,,,,1,,,,-0.05,17,1.7,,0.13,2,1.5,45,23.8,0.18,0.18,2.47,6.7,1.09,6.14,2.35,0.939,3.33,0.62,4,0.86,2.54,0.361,2.34,0.379,,,,-1,,GMn19-18-015,yes,pillowed mafic calc-silicate rock,Outcrop Grab,Mvp,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,561627,6157182,51.56,1.022,14.36,10.03,,0.173,7.21,12.06,2.63,0.14,0.07,,,,,,,1.1,100.4,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{428D6A56-8D7E-4DCE-B988-A44B56BF2140}
565670,6171157,17,Dirks Lake,110,50,19,10,95,-10,12,80,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,26,,,,0.18,21,1.3,,0.36,6.8,3.7,139,15.3,4.89,2.86,51.6,124,15.2,60.6,10.9,2.69,6.77,0.73,3.25,0.51,1.31,0.154,1.02,0.159,,,,2,,GMn19-39-005,yes,quartz-monzodiorite,Outcrop Grab,Qmd,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,565670,6171157,60.92,0.64,15.2,5.31,,0.081,3.52,5.73,5.03,2.14,0.52,,,,,,,0.71,99.81,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{B3AFBEAD-89C6-43C6-931E-CB52AC4599A6}
558568,6183660,18,Robertson Lake,210,60,30,26,186,60,13,120,-0.1,,0.1,1,-0.5,-2,-5,,-0.2,,,,,,103,,,,0.55,25,1.9,,0.66,12.4,4.5,149,33.8,13.6,3.25,47.8,96.1,11.3,43.8,8.18,1.47,6.65,0.98,5.71,1.17,3.48,0.503,3.45,0.549,,,,1,,VDK18-10-009,yes,psammopelite,Outcrop Grab,Ps,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,558568,6183660,58.69,0.918,18.06,9.67,,0.105,3.92,1.67,2.33,2.93,0.11,,,,,,,0.92,99.33,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{1C9BF069-0822-4927-B27C-657177FAF211}
563261,6157512,19,Irving Lake,170,50,20,14,102,-10,8,90,0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,38,,,,0.3,19,1.2,,0.57,10.7,4.1,156,13,4.04,1.69,41.2,83.6,9.53,35,5.65,1.42,4.2,0.51,2.55,0.46,1.26,0.163,1.06,0.183,,,,2,,VDK19-03-007-2,yes,diabase dyke,Outcrop Grab,,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,563261,6157512,61.21,0.772,15.22,6.14,,0.086,3.53,5.17,3.87,2.22,0.39,,,,,,,0.82,99.43,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{0C7950E9-FA7D-4895-B752-D2A3C66924DC}
562009,6156554,20,Irving Lake,330,140,55,43,264,40,-5,90,-0.1,,0.1,1,-0.5,-2,-5,,-0.2,,,,,,2,,,,-0.05,15,1.4,,0.16,2.6,1.3,45,18,0.18,0.1,2.58,7.24,1.15,5.65,1.84,0.752,2.59,0.48,3.06,0.65,1.9,0.29,1.84,0.301,,,,-1,,VDK19-04-002,yes,mafic volcanic rock,Outcrop Grab,Mvp,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,562009,6156554,48.55,0.864,15.12,11.7,,0.181,8.82,11.53,2.1,0.17,0.1,,,,,,,0.91,100,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{BEEC2D5C-B6B1-4633-A755-3034F454F01B}
562457,6162523,21,Irving Lake,20,-20,12,8,62,-10,-5,60,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,13,,,,-0.05,22,0.9,,0.23,3.9,3.8,146,8.2,0.45,0.29,8.47,18.7,2.45,10.7,2.54,0.899,2.28,0.3,1.58,0.29,0.81,0.1,0.71,0.091,,,,1,,VDK19-05-001,yes,quartz-diorite,Outcrop Grab,Qdi,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,562457,6162523,65.92,0.55,16.69,4.54,,0.059,1.61,4.86,4.76,0.81,0.16,,,,,,,0.46,100.4,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{0A716C30-CDBD-4168-A170-AC47DF434DE3}
555318,6164825,22,Knight Lake,-20,-20,2,2,19,-10,16,30,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,109,,,,0.63,16,0.8,,0.83,6.8,3.3,117,4.6,9.78,2.32,29,50,4.99,15.8,2.37,0.537,1.56,0.18,0.89,0.16,0.4,0.047,0.31,0.059,,,,2,,VDK19-09-001,yes,psammite,Outcrop Grab,Ps,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,555318,6164825,72.63,0.209,14.43,1.96,,0.02,0.38,1.59,3.71,4.15,0.07,,,,,,,0.66,99.81,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{9584824F-0EA4-4BF5-A40B-AFC6F9DFDEF1}
555353,6165382,23,Knight Lake,140,40,18,19,132,40,13,90,-0.1,,-0.1,1,-0.5,2,-5,,-0.2,,,,,,57,,,,0.39,21,1.9,,0.4,6.2,4.7,156,24.6,7.77,2.19,33,70,8.22,32.6,6.39,1.55,4.55,0.66,3.95,0.83,2.57,0.396,2.71,0.418,,,,2,,VDK19-12-010,yes,pelite,Outcrop Grab,Pl,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,555353,6165382,61.67,0.774,17.13,7.32,,0.077,2.6,3.5,3.44,2.16,0.19,,,,,,,0.83,99.69,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{73DBD694-CF0C-45F8-976B-337126606C0A}
558161,6168010,24,Knight Lake,-20,-20,2,2,13,-10,25,-30,-0.1,,-0.1,-1,-0.5,-2,-5,,-0.2,,,,,,69,,,,0.45,16,1.1,,0.35,2.7,3.8,110,3,21.9,3.31,38.8,67.9,6.85,23,3.14,0.852,1.82,0.17,0.69,0.1,0.25,0.033,0.25,0.045,,,,2,,VDK19-15-019,yes,leucogranite,Outcrop Grab,Lgd,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,558161,6168010,72.97,0.139,14.24,1.54,,0.021,0.41,1.74,4.13,3.26,0.02,,,,,,,0.57,99.04,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{C02824E4-EC28-4BF7-9DDF-4D9EACB65B15}
562506,6158211,25,Irving Lake,260,230,74,47,213,100,-5,100,-0.1,,0.1,-1,-0.5,-2,-5,,-0.2,,,,,,3,,,,-0.05,16,1.4,,0.08,1.2,0.7,20,21.2,0.19,0.37,1.24,3.05,0.45,2.54,1.15,0.474,2.1,0.45,3.36,0.78,2.44,0.369,2.59,0.427,,,,-1,,VDK19-19-002,yes,pillowed mafic calc-silicate rock,Outcrop Grab,Mvcp,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,562506,6158211,49.28,0.485,19.05,8.07,,0.15,1.74,16.36,3,0.22,0.07,,,,,,,2.24,100.7,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{414FB96E-4CE2-4252-8718-0F4C46F939A4}
563593,6162502,26,Irving Lake,-20,-20,22,13,87,30,6,90,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,23,,,,0.16,18,1.1,,0.29,4.7,3.1,108,17.4,3.97,1.09,24.5,47.7,5.51,21.3,3.99,1.21,3.7,0.56,3.14,0.63,1.77,0.25,1.69,0.261,,,,1,,VDK19-22-011-2,yes,quartz-diorite,Outcrop Grab,Di,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,563593,6162502,61.4,0.891,15.88,7.6,,0.093,2.03,5.43,4.8,1.28,0.16,,,,,,,0.66,100.2,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{A4EB5A64-DE2B-4A5A-988D-AC3A6933D158}
562768,6158801,27,Irving Lake,-20,-20,2,2,6,-10,12,-30,-0.1,,-0.1,-1,-0.5,-2,-5,,-0.2,,,,,,48,,,,0.28,14,0.9,,0.15,2.4,2.4,62,6.7,10.5,1.35,45.7,81.9,8.38,27.9,4.06,0.69,2.51,0.28,1.28,0.24,0.65,0.095,0.67,0.109,,,,1,,VDK19-25-001,yes,leucogranodiorite,Outcrop Grab,Gd,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,562768,6158801,73,0.143,13.44,1.73,,0.024,0.25,1.12,4.19,3.7,0.04,,,,,,,0.48,98.11,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{1690E607-8CDD-4547-A5C8-285AA227F83D}
557908,6156891,28,Soroski Lake,20,-20,6,3,17,-10,6,40,-0.1,,-0.1,-1,-0.5,-2,-5,,-0.2,,,,,,32,,,,0.19,18,0.9,,0.14,2.2,1.9,66,5.5,0.57,0.23,5.89,11,1.22,4.57,0.96,0.477,0.92,0.14,0.88,0.17,0.53,0.074,0.6,0.105,,,,1,,VDK19-26-002,yes,leucotonalite,Outcrop Grab,T,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,557908,6156891,67.56,0.183,16.39,2.68,,0.055,0.91,3.8,4.96,1.26,0.08,,,,,,,0.72,98.6,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{9A982CED-93A7-4FC0-9FC4-DE2166D9567B}
557380,6157012,29,Soroski Lake,-20,-20,-1,-1,7,-10,18,-30,-0.1,,-0.1,-1,-0.5,-2,-5,,-0.2,,,,,,60,,,,0.39,12,0.6,,-0.01,0.2,1.6,48,0.8,0.73,1.15,3.38,6.22,0.72,2.61,0.5,0.343,0.29,0.03,0.15,0.02,0.08,0.02,0.14,0.021,,,,2,,VDK19-26-006,yes,leucogranite,Outcrop Grab,Gl,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,557380,6157012,74.79,0.04,13.8,1.04,,0.016,0.1,1.49,3.79,4.4,-0.01,,,,,,,0.3,99.77,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{7811EB7F-D060-447E-A3FB-FC841AA35B7F}
559028,6153082,30,Soroski Lake,20,-20,3,3,15,-10,7,30,-0.1,,-0.1,-1,-0.5,-2,-5,,-0.2,,,,,,26,,,,0.16,16,0.8,,0.12,1.9,1.9,65,2.4,1.02,0.39,9.81,18.9,2.06,7.47,1.16,0.416,0.75,0.09,0.43,0.08,0.22,0.028,0.21,0.041,,,,1,,VDK19-28-008-1,yes,leucotonalite,Outcrop Grab,T,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,559028,6153082,71.05,0.173,15.69,1.95,,0.04,0.62,2.87,5.2,1.21,0.06,,,,,,,0.47,99.35,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{7AA9A120-047B-4E88-8D37-F88BF241FAC4}
