X,Y,OBJECTID,LOCATION,CR_PPM,NI_PPM,CO_PPM,SC_PPM,V_PPM,CU_PPM,PB_PPM,ZN_PPM,BI_PPM,CD_PPM,IN_PPM,SN_PPM,W_PPM,MO_PPM,AS_PPM,SE_PPM,SB_PPM,TE_PPM,AG_PPM,RE_PPM,AU_PPB,HG_PPM,RB_PPM,CS_PPM,BA_PPM,SR_PPM,TL_PPM,GA_PPM,GE_PPM,LI_PPM,TA_PPM,NB_PPM,HF_PPM,ZR_PPM,Y_PPM,TH_PPM,U_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,BR_PPM,I_PPM,B_PPM,BE_PPM,MN_PPM,SAMPLE_NUMBER_ID,CHEMISTRY_REVIEWED,ROCK_TYPE_NAME,SAMPLE_TYPE,LITHOLOGICAL_UNIT,GEOLOGICAL_DOMAIN,COLLAR_PROJECT_NAME,DATE_ANALYSIS_SENT,SENT_BY,DATE_SAMPLE_COLLECTED,COLLECTED_BY,UTM_EASTING,UTM_NORTHING,SIO2_PCT,TIO2_PCT,AL2O3_PCT,FE2O3_PCT,FEO_PCT,MNO_PCT,MGO_PCT,CAO_PCT,NA2O_PCT,K2O_PCT,P2O5_PCT,CR2O3_PCT,H2O_M_PCT,H2O_P_PCT,SO4_PCT,CO2_PCT,C_ORG_PCT,LOI_PCT,TOTAL_PCT,PB_204_PPM,PB_206_PPM,PB_207_PPM,PB_208_PPM,S_PCT,RU_PPB,RH_PPB,PD_PPB,OS_PPB,IR_PPB,PT_PPB,F_PCT,CL_PCT,C_PCT,TI_PCT,AL_PCT,FE_PCT,MG_PCT,CA_PCT,NA_PCT,K_PCT,P_PCT,ANALYSIS_LAB,ANALYSIS_LAB_CERTIFICATE_NUM,ANALYSIS_LAB_CODE,DIGESTION,DIGESTION_METHOD,ANALYTICAL_METHOD,COMMENT_,REASON,SAMPLE_DESCRIPTION,ANALYSIS_ORIGIN,TYPE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,COLLAR_HOLE_NAME,DATA_OBTAINED,COMPANY_DATUM,COMPANY_ZONE,ELEVATION,COMPANY_NAME,NTS,CORE_SIZE,DRILL_TYPE,SAMPLE_DEPTH_FROM_METRES,SAMPLE_DEPTH_TO_METRES,SAMPLE_DEPTH_FROM_FEET,SAMPLE_DEPTH_TO_FEET,GLOBALID
432103,6509809,7411,Athabasca Basin,3,1.3,0.08,0.4,2,0.5,3.61,3,-0.1,-0.1,,0.08,-0.1,0.05,,,,,0.1,,,,1.3,0.1,,143,,0.8,,3,0.07,0.6,1.2,49,14.9,2.17,0.77,14,30,3.9,16.5,3.5,0.74,3.8,0.5,2.76,0.59,1.47,,1.26,,,,,0.1,,7911-0171,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1979,P. Ramaekers,432103,6509809,,0.029,0.3,0.06,,-0.001,0.037,0.01,-0.01,0.029,0.042,,,,,,,,,0.052,0.909,0.773,1.87,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,total digestion,HF/HNO3/HClO4 and HNO1010,"ICP; ICP-MS",fine to pebble?,,,,,,,,,,,,,,,,,,,{CC215219-6B3C-4033-BCCD-13C75FA82E0B}
302776,6560913,7412,Athabasca Basin,,0.51,0.2,0.2,0.7,0.15,0.481,1.5,-0.01,-0.01,,0.08,-0.1,0.03,0.11,-0.1,-0.01,-0.01,-0.01,,,-0.01,3.12,0.39,167,,,0.39,-0.01,,-0.01,0.01,0.15,4.84,0.88,1.29,0.16,,,0.66,2.19,0.37,0.06,0.3,0.03,0.17,0.03,0.09,,0.08,,,,,0.17,,7911-0175,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1979,P. Ramaekers,302776,6560913,,,,,,,,,,,,,,,,,,,,0.006,0.132,0.091,0.253,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS, ,,,,,,,,,,,,,,,,,,,{B65161A8-2E8F-4F43-BB37-D4F8662B7681}
302776,6560913,7413,Athabasca Basin,7,1.6,0.72,1.2,6.6,0.3,3.76,4,-0.1,-0.1,,0.42,0.2,0.11,,,,,0.08,,,,39.1,1.5,,67,,5,,38,0.29,3.6,3.2,119,8.3,6.53,1.06,26,52,5.7,19.6,2.8,0.57,2.6,0.23,1.39,0.32,0.99,,1.16,,,,,0.8,,7911-0175,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1979,P. Ramaekers,302776,6560913,,0.109,4.84,0.46,,0.002,0.691,0.04,0.02,1.83,0.025,,,,,,,,,0.048,0.925,0.774,2.01,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,total digestion,HF/HNO3/HClO4 and HNO1011,"ICP; ICP-MS", ,,,,,,,,,,,,,,,,,,,{09D4BA8C-F4EA-4402-A625-7E3998DC689E}
208892,6460639,7414,Athabasca Basin,,0.12,0.02,-0.1,0.8,0.1,0.414,1,-0.01,-0.01,,0.05,-0.1,0.03,0.18,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.33,0.03,23,,,0.15,-0.01,,-0.01,-0.01,0.06,2.32,0.32,0.34,0.09,,,0.33,1.04,0.18,0.02,0.14,0.01,0.07,0.01,0.04,,0.04,,,,,0.01,,8011-0020,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,208892,6460639,,,,,,,,,,,,,,,,,,,,0.005,0.108,0.082,0.219,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS, ,,,,,,,,,,,,,,,,,,,{FBA3A693-D4B1-49EF-9F9A-19941AAA6D05}
208892,6460639,7415,Athabasca Basin,4,0.4,0.08,0.6,3.4,-0.1,3.99,1,-0.1,-0.1,,0.15,-0.1,0.1,,,,,0.03,,,,2.1,-0.1,,60,,2.2,,14,0.12,1.5,3.1,115,4.2,3.09,0.61,19,37,4.8,16.6,2.4,0.39,2.1,0.16,0.88,0.18,0.54,,0.64,,,,,0.1,,8011-0020,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,208892,6460639,,0.076,1.95,0.14,,-0.001,0.016,0.01,-0.01,0.171,0.025,,,,,,,,,0.057,0.964,0.879,2.09,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,total digestion,HF/HNO3/HClO4 and HNO1012,"ICP; ICP-MS", ,,,,,,,,,,,,,,,,,,,{B89654C4-5D4D-492C-9CDA-67CB2CDCD849}
260881,6547412,7416,Athabasca Basin,,0.2,0.02,-0.1,0.2,0.23,0.916,0.7,-0.01,-0.01,,0.02,-0.1,0.02,0.08,-0.1,-0.01,-0.01,0.02,,,-0.01,0.45,0.03,29,,,0.15,-0.01,,-0.01,-0.01,0.06,2.22,0.38,0.42,0.07,,,0.43,1.45,0.29,0.05,0.23,0.02,0.1,0.02,0.04,,0.04,,,,,0.01,,8011-0029,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,260881,6547412,,,,,,,,,,,,,,,,,,,,0.013,0.223,0.197,0.483,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS, ,,,,,,,,,,,,,,,,,,,{04EF1DBA-75D0-402A-955D-5FE496E6C649}
260881,6547412,7417,Athabasca Basin,3,0.4,0.05,0.5,2.8,0.2,6.34,1,-0.1,-0.1,,0.11,-0.1,0.06,,,,,0.06,,,,2.7,0.1,,145,,1.6,,2,0.1,1.4,2.4,92,4,2.9,0.52,15,30,3.4,12.8,2.3,0.46,2.1,0.18,0.88,0.16,0.47,,0.52,,,,,0.2,,8011-0029,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,260881,6547412,,0.077,0.83,0.06,,-0.001,0.024,0.01,-0.01,0.21,0.036,,,,,,,,,0.092,1.49,1.43,3.33,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,total digestion,HF/HNO3/HClO4 and HNO1013,"ICP; ICP-MS", ,,,,,,,,,,,,,,,,,,,{C53407BB-8F37-449A-AAAF-F3E6121FC393}
321058,6459162,7418,Athabasca Basin,,0.73,0.02,-0.1,0.5,0.14,0.796,0.7,-0.01,-0.01,,0.04,-0.1,0.03,0.09,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.09,0.01,10,,,0.16,-0.01,,-0.01,-0.01,0.05,1.9,0.46,0.41,0.08,,,0.53,1.67,0.29,0.04,0.23,0.02,0.11,0.02,0.05,,0.04,,,,,0.02,,8011-0034,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,321058,6459162,,,,,,,,,,,,,,,,,,,,0.011,0.195,0.172,0.418,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS, ,,,,,,,,,,,,,,,,,,,{66B16EE8-C997-44B6-BEE9-5B0EC5F05CBF}
321058,6459162,7419,Athabasca Basin,4,1.5,0.04,0.4,1.6,-0.1,3.27,1,-0.1,-0.1,,0.09,0.1,0.05,,,,,0.03,,,,0.4,-0.1,,31,,0.5,,3,0.05,0.5,0.9,33,2.4,1.72,0.38,11,21,2.4,8.5,1.3,0.22,1.1,0.1,0.55,0.1,0.27,,0.25,,,,,0.1,,8011-0034,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,321058,6459162,,0.022,0.27,0.04,,-0.001,0.068,-0.01,-0.01,0.013,0.012,,,,,,,,,0.046,0.789,0.723,1.71,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-346,,total digestion,HF/HNO3/HClO4 and HNO1014,"ICP; ICP-MS", ,,,,,,,,,,,,,,,,,,,{64C3002A-17A9-4CA5-A0D1-F8EAF0A0DC1B}
360405,6396711,7420,Athabasca Basin,,0.18,0.24,-0.1,0.1,0.64,0.592,0.5,-0.01,-0.01,,0.1,-0.1,0.03,0.16,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.45,0.03,21,,,0.06,-0.01,,-0.01,-0.01,0.05,1.76,0.42,0.49,0.11,,,0.47,1.61,0.3,0.04,0.22,0.02,0.12,0.02,0.05,,0.05,,,,,-0.01,,8011-0047,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,360405,6396711,,,,,,,,,,,,,,,,,,,,0.008,0.153,0.125,0.306,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-343,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS, ,,,,,,,,,,,,,,,,,,,{8A09868E-BFBE-4AB5-A8FE-15501F89C405}
360405,6396711,7421,Athabasca Basin,9,0.3,0.28,0.2,1.1,0.7,3.38,1,-0.1,-0.1,,0.13,-0.1,0.05,,,,,-0.02,,,,1.4,-0.1,,59,,0.6,,13,0.04,0.7,1.2,45,2.6,1.82,0.49,12,26,3.2,11.5,1.8,0.35,1.6,0.13,0.65,0.12,0.34,,0.34,,,,,0.1,,8011-0047,yes,Sandstone,,,Athabasca Basin,,2011,S. Bosman,1980,P. Ramaekers,360405,6396711,,0.04,0.42,0.03,,-0.001,0.01,0.01,-0.01,0.048,0.017,,,,,,,,,0.046,0.822,0.749,1.76,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2011-343,,total digestion,HF/HNO3/HClO4 and HNO1015,"ICP; ICP-MS", ,,,,,,,,,,,,,,,,,,,{1FAB8B06-84F1-4F07-A045-E4C51837896C}
539499,6408911,7422,Athabasca Basin,,0.17,0.12,-0.1,0.9,0.61,0.418,0.7,-0.01,-0.01,,0.13,-0.1,0.04,0.34,-0.1,,-0.01,-0.01,,,-0.01,0.14,,9,,,0.07,-0.01,,-0.01,,0.13,4.68,0.17,2.48,0.14,,,0.33,1.04,0.17,0.02,0.16,0.01,0.06,-0.01,0.02,,0.01,,,,,,,7521-2059,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1975,P. Ramaekers,539499,6408911,,,,,,,,,,,,,,,,,,,,0.004,0.097,0.062,0.255,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg-cg with scattered granules and fine pebbles; bedding obscured by alteration, incompletely hematised; purple to yellow",,,,,,,,,,,,,,,,,,,{53CC6B66-FAEB-40D7-9417-9B29B23E8BD3}
539499,6408911,7423,Athabasca Basin,5,0.4,0.21,0.4,5.1,1,2.08,2,-0.1,-0.1,,0.3,1,0.12,,,,,,,,,0.9,-0.1,,160,,1,,3,0.32,3.2,3,103,2,11.7,0.83,12,28,2.6,8.7,1.4,0.17,1.4,0.11,0.49,0.09,0.26,,0.29,,,,,,,7521-2059,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1975,P. Ramaekers,539499,6408911,,0.118,0.85,1.41,,,0.008,-0.01,-0.01,0.049,0.036,,,,,,,,,0.02,0.468,0.319,1.27,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1016,"ICP; ICP-MS","SGS - mg-cg with scattered granules and fine pebbles; bedding obscured by alteration, incompletely hematised; purple to yellow",,,,,,,,,,,,,,,,,,,{28D7BB37-D4C9-4E59-923C-36C446E44A4A}
505900,6539309,7424,Athabasca Basin,,0.21,0.18,-0.1,0.3,0.47,0.692,0.8,-0.01,-0.01,,0.08,-0.1,0.05,0.26,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.15,,20,,,0.11,-0.01,,-0.01,-0.01,0.14,5.13,0.34,0.87,0.21,,,0.33,1.08,0.18,0.02,0.18,0.02,0.08,,0.04,,0.03,,,,,,,7611-0083,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,505900,6539309,,,,,,,,,,,,,,,,,,,,0.008,0.199,0.135,0.35,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - small sample; mg with cg, vcg and ganules; graded bed?, hematised; purple with light stripes",,,,,,,,,,,,,,,,,,,{51C4BF84-2703-4EAC-8F13-BADD024B7309}
505900,6539309,7425,Athabasca Basin,2,0.4,0.28,0.5,1.7,2,2.83,3,-0.1,-0.1,,0.15,,0.17,,,,,,,,,0.8,-0.1,,45,,0.9,,3,0.17,1.8,4.7,171,2.5,3.64,1.02,8,21,1.9,6.6,1.1,0.15,1,0.09,0.47,0.1,0.3,,0.38,,,,,-0.1,,7611-0083,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,505900,6539309,,0.075,0.48,0.09,,,0.005,-0.01,-0.01,0.015,0.014,,,,,,,,,0.035,0.715,0.577,1.51,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1017,"ICP; ICP-MS","SGS - small sample; mg with cg, vcg and ganules; graded bed?, hematised; purple with light stripes",,,,,,,,,,,,,,,,,,,{192E3E73-3B4B-4FE7-86B9-E18F016BB83C}
555098,6519409,7426,Athabasca Basin,,0.13,0.51,-0.1,0.1,1.13,0.965,0.5,-0.01,-0.01,,0.22,-0.1,0.02,0.26,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.09,,20,,,0.11,-0.01,,-0.01,-0.01,0.16,5.32,0.39,0.95,0.17,,,0.31,1.02,0.16,0.02,0.17,0.02,0.09,,0.04,,0.04,,,,,,,7611-2107,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,555098,6519409,,,,,,,,,,,,,,,,,,,,0.011,0.27,0.19,0.494,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg with vcg and granules on foresets; crossbedded; buff",,,,,,,,,,,,,,,,,,,{813E7B8F-26DE-4960-87E4-E46CD05C3673}
555098,6519409,7427,Athabasca Basin,2,0.4,0.57,0.6,1.8,2,4.78,3,-0.1,,,0.36,,0.08,,,,,,,,,0.6,-0.1,,68,,1.6,,7,0.22,2.3,6,216,4.7,6.16,1.11,9,22,2.1,7,1.2,0.17,1.2,0.14,0.8,0.18,0.51,,0.58,,,,,,,7611-2107,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,555098,6519409,,0.086,1.24,0.04,,-0.001,0.006,-0.01,-0.01,0.015,0.018,,,,,,,,,0.056,1.24,0.897,2.59,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1018,"ICP; ICP-MS","SGS - mg with vcg and granules on foresets; crossbedded; buff",,,,,,,,,,,,,,,,,,,{7E1B1069-FD92-439A-88A1-4AE3F4575D8F}
558798,6517509,7428,Athabasca Basin,,0.11,0.38,-0.1,0.8,0.88,0.569,0.6,-0.01,-0.01,,0.2,-0.1,0.03,0.24,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.22,,11,,,0.12,-0.01,,-0.01,,0.11,3.78,0.28,0.7,0.12,,,0.31,1,0.16,0.02,0.17,0.01,0.08,,0.03,,0.02,,,,,,,7611-2115,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,558798,6517509,,,,,,,,,,,,,,,,,,,,0.007,0.157,0.117,0.288,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg with one vcg-granule bed, scattered granules; bedded, weakly hematised; buff to pink",,,,,,,,,,,,,,,,,,,{903F5DC8-B01E-4B93-A419-E51C07A486A3}
558798,6517509,7429,Athabasca Basin,2,0.2,0.44,0.3,2.3,1,2.52,3,-0.1,-0.1,,0.24,,0.05,,,,,,,,,0.8,-0.1,,53,,0.9,,2,0.11,1.3,1.9,66,2.4,3.09,0.56,8,19,1.7,5.5,0.9,0.12,0.8,0.08,0.44,0.09,0.27,,0.27,,,,,-0.1,,7611-2115,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,558798,6517509,,0.051,0.42,0.04,,-0.001,0.008,-0.01,-0.01,0.02,0.017,,,,,,,,,0.034,0.615,0.521,1.35,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1019,"ICP; ICP-MS","SGS - mg with one vcg-granule bed, scattered granules; bedded, weakly hematised; buff to pink",,,,,,,,,,,,,,,,,,,{B239DE16-60E7-4750-B426-4C7395DBB208}
480301,6541309,7430,Athabasca Basin,,0.4,0.24,-0.1,0.8,0.45,0.822,0.6,,-0.01,,0.05,-0.1,0.12,2.5,-0.1,,-0.01,-0.01,,,-0.01,0.08,,10,,,0.09,-0.01,,-0.01,-0.01,0.1,3.55,0.29,0.73,1.7,,,0.29,0.95,0.16,0.02,0.17,0.01,0.08,,0.03,,0.02,,,,,,,7611-3026,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,480301,6541309,,,,,,,,,,,,,,,,,,,,0.006,0.412,0.127,0.277,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg with mg-cg beds, and some granules; bedded, silicified; white",,,,,,,,,,,,,,,,,,,{B97B59DB-4CBE-4EB8-8657-0FB6C6BC21BC}
480301,6541309,7431,Athabasca Basin,3,0.7,0.26,0.2,1.4,1,2.3,3,-0.1,-0.1,,0.07,-0.1,0.13,,,,,-0.02,,,,0.4,-0.1,,54,,0.5,,2,0.07,0.7,2.4,81,2,2.92,1.82,6,14,1.4,4.7,0.8,0.12,0.8,0.07,0.4,0.08,0.22,,0.27,,,,,-0.1,,7611-3026,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,480301,6541309,,0.037,0.26,0.04,,-0.001,0.004,-0.01,-0.01,0.008,0.012,,,,,,,,,0.027,0.654,0.46,1.16,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1020,"ICP; ICP-MS","SGS - mg with mg-cg beds, and some granules; bedded, silicified; white",,,,,,,,,,,,,,,,,,,{188B71EC-B184-42A1-98C4-BE38096D6BC9}
510000,6556008,7432,Athabasca Basin,,0.23,0.18,-0.1,0.7,0.41,0.762,2,-0.01,-0.01,,0.07,-0.1,0.04,0.7,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.25,,16,,,0.14,-0.01,,-0.01,-0.01,0.09,3.08,0.4,1.01,0.35,,,0.44,1.55,0.27,0.03,0.26,0.02,0.1,,0.04,,0.03,,,,,,,7611-3028,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,510000,6556008,,,,,,,,,,,,,,,,,,,,0.009,0.208,0.154,0.39,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg with some cg and vcg and rare granules; cross bedded,black bands on some of the beds, incompletely hematised; buff to purple",,,,,,,,,,,,,,,,,,,{EA44CEF3-36E5-4B0E-A551-17B4624DC3F7}
510000,6556008,7433,Athabasca Basin,2,0.4,0.26,0.2,1.9,1,3.01,5,-0.1,-0.1,,0.14,-0.1,0.07,,,,,-0.02,,,,0.8,-0.1,,61,,0.9,,4,0.11,1.1,2.2,74,3.1,3.56,0.77,9,23,2,7.1,1.4,0.17,1.2,0.11,0.57,0.11,0.32,,0.3,,,,,-0.1,,7611-3028,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,510000,6556008,,0.042,0.71,0.07,,,0.007,,-0.01,0.015,0.02,,,,,,,,,0.037,0.733,0.625,1.62,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1021,"ICP; ICP-MS","SGS - mg with some cg and vcg and rare granules; cross bedded,black bands on some of the beds, incompletely hematised; buff to purple",,,,,,,,,,,,,,,,,,,{38BA108D-F695-46A1-A48A-0B00A99A7A96}
532999,6529609,7434,Athabasca Basin,,0.35,0.41,-0.1,2.5,0.92,1.07,1.3,,-0.01,,0.2,-0.1,0.02,0.39,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.66,,18,,,0.26,-0.01,,-0.01,,0.12,3.12,0.32,1.3,0.18,,,0.48,1.58,0.25,0.04,0.24,0.02,0.1,,0.04,,0.02,,,,,,,7611-3083,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,532999,6529609,,,,,,,,,,,,,,,,,,,,0.013,0.272,0.222,0.561,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg with rare, cg and vcg; bedded with light pink liesegang bands; buff to pink",,,,,,,,,,,,,,,,,,,{F31338F5-DA80-48E7-A25E-178DC8E64307}
532999,6529609,7435,Athabasca Basin,3,0.8,0.55,0.4,5.9,2,4.68,5,-0.1,-0.1,,0.32,,0.07,,,,,,,,,1.9,-0.1,,64,,2,,11,0.17,1.6,2.8,95,1.9,4.91,1.56,10,24,2.1,7,1.2,0.17,1,0.08,0.42,0.08,0.21,,0.26,,,,,,,7611-3083,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,532999,6529609,,0.057,1.64,0.1,,-0.001,0.023,,-0.01,0.029,0.023,,,,,,,,,0.058,1.17,0.972,2.48,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1022,"ICP; ICP-MS","SGS - mg with rare, cg and vcg; bedded with light pink liesegang bands; buff to pink",,,,,,,,,,,,,,,,,,,{7A849149-B501-43C8-B391-89D8C62E84C1}
570597,6452210,7436,Athabasca Basin,,0.15,0.05,-0.1,0.3,0.44,0.763,1,-0.01,-0.01,,0.23,-0.1,0.02,0.49,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.19,,12,,,0.11,-0.01,,-0.01,-0.01,0.13,4.49,0.24,2.51,0.17,,,0.44,1.35,0.21,0.02,0.18,0.01,0.07,,0.03,,0.02,,,,,,,7611-3201,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,570597,6452210,,,,,,,,,,,,,,,,,,,,0.008,0.181,0.129,0.445,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - mg-cg, a small amount of conglomeratic material, mainly fine pebbles; looks graded; buff",,,,,,,,,,,,,,,,,,,{75919ECA-6F43-4877-B0D1-CB646FF960D0}
570597,6452210,7437,Athabasca Basin,5,0.3,0.08,0.3,1.6,1,3.57,4,-0.1,-0.1,,0.42,,0.07,,,,,,,,,1.3,-0.1,,75,,2,,7,0.2,1.6,2.1,65,1.5,12.7,0.58,14,29,2.8,9,1.4,0.17,1.2,0.08,0.37,0.07,0.2,,0.21,,,,,,,7611-3201,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1976,P. Ramaekers,570597,6452210,,0.047,1.94,0.04,,-0.001,0.013,-0.01,-0.01,0.076,0.02,,,,,,,,,0.038,0.758,0.618,2.15,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,total digestion,HF/HNO3/HClO4 and HNO1023,"ICP; ICP-MS","SGS - mg-cg, a small amount of conglomeratic material, mainly fine pebbles; looks graded; buff",,,,,,,,,,,,,,,,,,,{F29A0B06-8F0E-4410-90D3-2A4200B46DDF}
321607,6375661,7438,Athabasca Basin,,0.2,0.09,-0.1,0.2,0.37,0.789,2.2,-0.01,-0.01,,0.07,-0.1,0.04,0.34,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.12,,9,,,0.08,-0.01,,-0.01,-0.01,0.07,2.52,0.31,0.49,0.15,,,0.31,1.03,0.17,0.02,0.18,0.01,0.07,,0.04,,0.03,,,,,,,7711-2117,yes,Sandstone,,,Athabasca Basin,,2012,S. Bosman,1977,P. Ramaekers,321607,6375661,,,,,,,,,,,,,,,,,,,,0.008,0.233,0.146,0.401,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2012-293,,partial digestion,8:1 ultrapure HNO3:HCl,ICP-MS,"SGS - small sample; mg; massive, hematised and silicifed; red",,,,,,,,,,,,,,,,,,,{8A7A7E76-3759-4967-9E7B-0ECE541D0BB1}
