province,longitude,latitude,Almandine,Anhydrite,Anorthosite,Antimony,Apatite,Arsenic,Asbestos,Barite,Barium,Be,Bentonite,Beryllium,Bismuth,Building Stone,Cadmium,Caesium,Calcium Carbonate,Cesium,Chromium,Chrysotile,Clay,Closed between 2020 and 2021,Coal,Cobalt,Copper,Diamond,Diatomite,Dimension Stone,Dolomite,Feldspar,Fireclay,Flagstone,Fluorine,Fluorspar,Fullers Earth,GM68420,GM68420.pdf,Gallium,Garnet,Gemstones,Germanium,Gold,Gold Silver,Granite,Graphite,Gypsum,Ilmenite,Iron,Iron ore,Jade,Lead,Lime,Limestone,Lithium,Magnesia,Magnesitic Dolomite,Magnesium,Magnetite,Mercury,Mica,Molybdenum,Nepheline Syenite,Nephrite,Nickel,Niobium,PM,Palladium,Perlite,Phosphate,Platinum,Potash,Pozzolan,Pumice,Pyrite,Pyrophyllite,Quartz,Radium,Rare Earth Elements (REE),Rhenium,Salt,Selenium,Serpentine,Shale,Siderite,Silica,Silver,Slate,Slerium,Soapstones,Sodium Sulphate,Steatite,Strontium,Sulfur,Sulphur,Sulphure,Talc,Tantalum,Tellerium,Tellurium,Thorium,Tin,Titanium,Tremolite,Tungsten,Uranium,Wollastonite,Zinc,Zircon,geometry,index_right,SiO2_pct,Al2O3_pct,Fe2O3_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Au_ppb,Cu_ppm,Ni_ppm,Co_ppm,Li_ppm,Cr_ppm,Zn_ppm,Pb_ppm,Mo_ppm,As_ppm,Th_ppm,U_ppm,La_ppm,Ce_ppm,Nd_ppm,Nb_ppm,V_ppm,W_ppm,Vp_100_kms,MagSus_SI,Density_gcc,distance,elevation
British Columbia,-122.286536,52.529808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1773628.515717405 776559.1739365942),40591,48.00515,12.3968725,6.9206495,0.80956554,6.777535,3.3507974,2.9438455,0.7028655,0.4872996,0.18388484,4.3002715,44.576168,16.021235,22.590467,13.692624,92.328186,66.58487,6.8373165,1.0173153,21.553438,2.4339027,1.1775923,12.682882,26.910538,13.00081,3.9834473,164.6927,0.55749905,6.245535,0.0,2.7866673,5000.213890352409,1128.0
British Columbia,-122.22194,55.619443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1629314.178877672 1082483.2331384362),53685,46.09657,14.6684265,2.0257266,0.3669769,7.089003,0.17482868,0.49190018,0.5761787,4.865239,0.016860964,9.7987795,28.395433,38.141396,4.5666056,11.374268,36.47844,209.88875,11.832769,6.00417,12.826885,12.029182,43.149635,36.07739,19.765999,19.116755,1426.8569,284.49142,1.883667,6.2465057,0.0,2.8027039,2576.071320015325,781.0
British Columbia,-122.20027,49.06861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1927019.2109061277 426056.54407839116),25315,52.70222,11.308612,9.783331,3.382737,5.7444143,2.0156603,0.36056495,0.60240257,0.09290068,0.13373044,95.42185,760.503,985.38354,62.960697,4.149047,381.4157,4877.4033,39.67474,9.792955,51.834133,1.2753928,2.440627,6.3150125,18.246918,12.361349,4.581061,103.1878,1.1253521,5.88737,0.0,2.7720525,4943.565697347975,237.0
British Columbia,-121.81999,55.386666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1617104.1882566412 1049088.357107775),52378,40.329636,16.343727,1.9631144,0.34868664,6.925465,0.15563138,0.5238859,0.60697263,6.807066,0.017515942,9.332482,28.081268,33.3712,4.7136397,12.5245695,30.974615,405.83356,11.661024,5.9424524,12.301919,10.072565,51.360493,63.907314,31.840607,19.375877,678.8927,475.0609,1.5151253,6.2446303,0.0,2.8027124,3035.5796458163068,1127.0
British Columbia,-121.791,52.6717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1736990.0293806647 777090.082757827),40594,49.1036,15.707191,7.726429,2.0475397,7.1470838,3.612305,2.6668396,0.77221197,0.39406097,0.1704949,6.593554,53.37051,14.996838,22.965094,20.06696,41.363693,67.3356,6.6389294,1.1280999,4.365039,2.142106,1.1967715,11.604037,23.543098,14.421889,4.009687,227.93506,0.56586605,6.244872,0.0,2.7866802,4186.625101664369,1036.0
British Columbia,-121.65444,50.817777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1811779.6172898589 586772.8526555148),32303,60.012306,4.0661488,5.175976,0.12027774,3.4630117,1.4535545,3.54844,0.45812765,0.22805601,0.100805916,1.4217877,51.49383,24.952946,14.854962,14.293843,58.107838,52.304325,5.8837175,0.5082868,5.0887165,2.1951923,0.99834275,13.904735,25.398682,13.346916,3.8968441,96.05045,0.25635833,6.009308,0.0,2.7285483,3685.519974904306,855.0
British Columbia,-121.633931,52.544959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1733074.0019989116 760087.4988638061),39723,50.359577,16.47558,7.576349,4.0075107,7.484266,3.6233437,3.078862,0.6991244,0.31736064,0.1670389,5.1580987,158.71419,21.521708,26.261204,24.336645,35.431988,76.49994,8.329321,1.342043,11.231556,1.7556897,1.1609153,10.685857,22.108215,12.502348,4.8915825,246.57051,0.52000064,6.2418704,0.0,2.786844,3075.187645583896,1111.0
British Columbia,-121.59722,53.108333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,POINT (-1705700.4470202257 815631.3958304925),42341,47.945072,3.4833646,6.263695,0.23105514,2.494994,0.4515004,1.277172,1.1288401,0.3395648,0.13022095,41.845486,21.77107,148.05031,23.745436,3.769298,89.97659,461.70435,123.67462,1.0553504,105.03193,3.0910091,2.4391994,15.860863,24.819372,21.973455,4.9054866,60.627598,0.6444397,6.2497444,0.0,2.7863734,6129.304356511558,1306.0
British Columbia,-121.58388,53.101111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,POINT (-1705217.0474140742 814549.402419968),41905,47.42479,4.224852,5.6225533,0.33301067,2.1672702,0.8356972,1.0293984,1.1855193,0.29292214,0.13046408,42.7748,30.617634,23.04753,16.552029,3.072296,22.451212,830.52814,196.7581,1.0149143,102.43727,3.2190309,2.1534133,14.467945,23.075876,22.838963,5.375,59.756107,0.6066385,6.2484303,0.0,2.7864497,6601.119388531498,1378.0
British Columbia,-121.56138,53.089721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,POINT (-1704365.6660389495 812803.8494124868),41906,48.06886,3.8879914,7.8339725,0.572613,2.683388,0.50719154,1.1387023,1.1587725,0.3376466,0.11641008,60.126144,25.853786,36.587067,26.09766,2.9272091,25.992865,368.05618,91.10672,1.6789788,163.07101,2.868244,2.9668255,19.508675,29.37849,22.97018,5.6222553,97.20711,0.66248876,6.248335,0.0,2.7864466,5188.231785274254,1356.0
British Columbia,-121.51361,49.46444,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (-1863457.9682621697 445711.7178440059),26194,49.58612,7.7303114,11.7522545,5.677993,5.766857,1.9685498,0.39797318,0.6249204,0.04087214,0.1440196,37.10719,2206.4175,3592.64,198.9744,3.977349,786.7481,1352.9906,19.536442,3.4496472,16.629995,0.99982667,4.4451985,2.063939,14.930808,13.385775,6.927696,113.911514,5.8415833,5.8899446,0.0,2.7729847,5508.793214851407,1106.0
British Columbia,-121.49472,55.118332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1610498.0036960845 1014080.832200382),50635,31.533607,11.770025,1.7918603,0.48691994,12.489647,0.17123452,0.54494476,0.4895527,12.332728,0.019252319,8.9210825,27.795881,29.991867,6.9178267,12.448398,25.617228,641.1545,12.003545,5.8763833,12.536784,8.490764,68.102005,83.14963,39.488186,20.707218,312.45026,463.9983,1.179628,6.241789,0.0,2.802728,4111.000806055131,1442.0
British Columbia,-121.48472,49.48361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1860685.515001129 446812.1330849533),26194,49.58612,7.7303114,11.7522545,5.677993,5.766857,1.9685498,0.39797318,0.6249204,0.04087214,0.1440196,37.10719,2206.4175,3592.64,198.9744,3.977349,786.7481,1352.9906,19.536442,3.4496472,16.629995,0.99982667,4.4451985,2.063939,14.930808,13.385775,6.927696,113.911514,5.8415833,5.8899446,0.0,2.7729847,3260.562264390973,1212.0
British Columbia,-121.28888,49.508611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (-1846607.778240372 443644.7723966204),25759,52.409737,9.888185,10.687509,5.0525236,4.948724,3.785048,0.75464946,0.7756359,0.047694597,0.13691063,15.539114,1185.442,1534.6211,111.68084,4.0078955,437.1808,116.67687,11.810606,1.6176478,5.947791,1.2062684,4.242331,3.7212236,19.55078,17.734003,6.8366756,119.57107,6.7466993,5.8907514,0.0,2.7825582,4979.221789760904,1038.0
British Columbia,-121.2453,55.0861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1597623.0224157409 1004569.5008699663),50200,29.317377,8.78801,1.5161016,0.4641398,16.517921,0.19794711,0.5373607,0.42525807,13.125899,0.018779056,8.711043,24.495543,27.46147,7.9481325,11.205607,22.984005,568.2103,11.836041,5.1934385,12.1579275,8.106951,69.257256,92.65445,38.760483,21.075752,44.83842,470.19238,1.0658787,6.241177,0.0,2.8027236,5150.5290289349,978.0
British Columbia,-121.21694,50.720277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1788077.21261435 564533.7386770487),30997,55.574944,11.992367,6.6138372,2.0811102,5.191837,3.0223446,2.8707144,0.7258612,0.32305402,0.14374796,11.76415,3681.3418,26.639246,28.137995,14.04182,70.99818,109.83915,8.024641,4.377244,4.714465,4.655669,3.171837,19.48461,36.42766,17.702404,6.0915837,166.50534,58.72108,6.007636,0.0,2.7302704,4924.933233677411,780.0
British Columbia,-121.19055,55.027221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1597054.2992818072 997303.3760497406),50200,29.317377,8.78801,1.5161016,0.4641398,16.517921,0.19794711,0.5373607,0.42525807,13.125899,0.018779056,8.711043,24.495543,27.46147,7.9481325,11.205607,22.984005,568.2103,11.836041,5.1934385,12.1579275,8.106951,69.257256,92.65445,38.760483,21.075752,44.83842,470.19238,1.0658787,6.241177,0.0,2.8027236,3993.5723803904257,1526.0
British Columbia,-121.093167,50.473667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (-1790992.1914232743 536053.0858403367),30125,55.790653,13.874524,6.965256,3.1039493,8.125649,3.4369676,2.215974,0.76708204,0.27599373,0.13372199,16.36479,5289.8745,22.215633,33.737946,13.866704,81.904205,321.91364,9.468481,7.4961157,7.295567,4.1460524,3.965457,16.551674,29.756283,18.15863,6.2573895,192.92467,71.44568,5.88985,0.0,2.7723832,4069.561030784893,1660.0
British Columbia,-121.04833,50.485555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (-1787565.1503458852 535998.0249418742),30125,55.790653,13.874524,6.965256,3.1039493,8.125649,3.4369676,2.215974,0.76708204,0.27599373,0.13372199,16.36479,5289.8745,22.215633,33.737946,13.866704,81.904205,321.91364,9.468481,7.4961157,7.295567,4.1460524,3.965457,16.551674,29.756283,18.15863,6.2573895,192.92467,71.44568,5.88985,0.0,2.7723832,4684.451772445112,1046.0
British Columbia,-121.04305,50.450277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (-1788777.0470250945 532269.3078284108),29689,55.56274,13.960489,7.135398,2.7791123,8.202921,3.5000494,2.0681024,0.7892189,0.26299363,0.13912593,31.016438,6716.915,20.558184,36.149025,12.388345,82.25121,355.84412,9.657202,12.923171,9.173105,3.6789277,4.210216,13.4759865,24.702003,15.868727,5.203114,187.71298,82.723236,5.890286,0.0,2.772632,2577.777832209173,1390.0
British Columbia,-120.99805,50.431666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1786678.8641663308 529115.246693634),29689,55.56274,13.960489,7.135398,2.7791123,8.202921,3.5000494,2.0681024,0.7892189,0.26299363,0.13912593,31.016438,6716.915,20.558184,36.149025,12.388345,82.25121,355.84412,9.657202,12.923171,9.173105,3.6789277,4.210216,13.4759865,24.702003,15.868727,5.203114,187.71298,82.723236,5.890286,0.0,2.772632,3436.904199515656,1589.0
British Columbia,-120.98777,50.498055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1783093.9925067185 535566.9280439803),30126,55.570377,13.870305,7.017626,3.117182,8.073352,3.4316504,2.2883556,0.76089686,0.2816921,0.13360557,15.071801,4381.055,22.847094,31.923996,14.352803,83.293465,282.42093,9.356962,6.916207,6.616642,4.1275353,3.6366398,16.943691,30.665464,18.379519,6.348853,194.89777,63.64129,5.8901763,0.0,2.7725525,5405.954105287676,1415.0
British Columbia,-120.961706,54.898333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1589475.052057043 978659.7139946602),49329,21.429556,4.9315934,1.0193512,0.6331154,24.8774,0.25689313,0.6024315,0.32483283,12.137568,0.019716809,8.174202,19.317463,22.28099,11.1346445,9.059909,16.608887,595.6122,11.937929,3.809509,12.102253,6.3237715,65.73976,85.27243,36.890877,22.541193,20.170061,458.56018,0.84149337,6.269283,0.0,2.7850716,1439.1491569017323,1436.0
British Columbia,-120.92611,50.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1791848.2747899033 504317.0695480466),28381,56.635307,14.405097,7.106098,2.4999611,7.156567,3.391248,1.8463175,0.83457154,0.2022678,0.13060269,26.157284,12894.36,19.848286,44.10667,8.016817,65.773705,530.4749,9.680811,10.482646,13.875507,4.0171566,5.972579,9.222986,18.219221,11.903584,3.0973563,185.49414,83.88628,5.8916116,0.0,2.77336,4695.858218682,1094.0
British Columbia,-120.9075,52.096666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,POINT (-1708021.1644226993 695275.4140641487),37109,52.36197,12.525292,5.111591,0.40168142,7.2453604,4.1540513,2.141872,0.7052213,0.27542627,0.16354123,86.93735,2129.9648,16.317198,18.048697,7.745208,36.63124,76.52021,6.4029355,1.3643992,5.6150985,1.547091,2.9127889,14.830382,30.234554,12.435283,5.696458,128.2416,16.328045,6.0113354,0.0,2.7254975,5122.177033527244,1675.0
British Columbia,-120.81388,50.94111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1752492.4582415938 575705.2588769982),31873,58.106716,16.315605,5.26497,1.2230637,4.3316755,4.4157567,3.631952,0.5321152,0.33039925,0.10962384,7.5555553,94.53897,15.317719,10.9489355,14.972273,42.14113,61.328247,10.540579,1.2455969,4.694475,3.868264,1.8769931,20.120422,37.903664,16.263708,5.9383154,123.32953,0.60747427,5.870726,0.0,2.735049,4965.716939840839,1217.0
British Columbia,-120.55528,49.34028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1805233.1395170065 405424.8183655299),24455,52.329067,11.482718,7.420761,1.3934625,4.8400006,3.4425561,2.4426877,0.7429166,0.22041723,0.11961151,3.2447038,91.410034,64.79098,26.91353,2.8823433,130.53249,124.3653,3.7684786,2.1780612,1.957431,4.1799335,0.8447366,22.864952,47.57956,22.546062,1.7965924,207.71957,1.6383133,5.8944254,0.0,2.7835422,6607.671615745512,832.0
British Columbia,-120.53416,49.33111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1804220.2607320047 403888.0721051313),24020,55.09191,13.424975,6.7609863,1.4772182,5.5623817,3.537205,2.8582032,0.6813736,0.18669926,0.11177367,4.0729876,89.22027,66.44804,28.628267,3.2622569,118.59963,106.59177,6.3399267,2.103886,2.4145465,6.464009,0.86329836,20.981754,43.412,21.224497,3.0178592,212.10367,1.7790436,5.8955736,0.0,2.7838376,5738.28318279401,1096.0
British Columbia,-120.533,49.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1804147.5209758899 403843.9218630631),24020,55.09191,13.424975,6.7609863,1.4772182,5.5623817,3.537205,2.8582032,0.6813736,0.18669926,0.11177367,4.0729876,89.22027,66.44804,28.628267,3.2622569,118.59963,106.59177,6.3399267,2.103886,2.4145465,6.464009,0.86329836,20.981754,43.412,21.224497,3.0178592,212.10367,1.7790436,5.8955736,0.0,2.7838376,5654.896979183788,1155.0
British Columbia,-120.515,50.661111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-1745391.0965263664 539028.7748725143),30129,54.9509,13.976699,6.7330365,2.708494,7.3304534,3.4526465,2.5313222,0.7871844,0.42597654,0.122560985,12.650838,732.61707,22.844696,20.94978,16.644215,76.66955,96.26469,9.224165,4.4578376,3.4949107,4.5047765,2.3194845,25.117634,47.45468,23.568226,8.929118,174.99023,28.273464,5.891204,0.0,2.7730796,4710.142716988497,455.0
