X,Y,OBJECTID,SMDI,NAME,HISTORICNAMES,PRIMARYCOMMODITIES,ASSOCIATEDCOMMODITIES,GROUPING,DISCOVERYTYPE,STATUS,PRODUCTION,RESERVESRESOURCES,UTM13E,UTM13N,WEBLINK,SYMBOLOGY_STATUS,SYMBOLOGY_GROUPING,GLOBALID
505950.78,6174735.36,911,0832,Bellows Lake (southwest of) Cu Occurrence,Bellows Lake (southwest of) Cu Occurrence,Copper,Iron,Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,505950.78,6174735.36,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0832,Occurrence: Primary Exploration,Base Metals,{E2C35AD4-6EB2-4B2C-A1AC-FD91A5C33683}
500924.97,6172289.39,912,0833,The KAS Claims Showing or the Cominco A Zone (Cu) and Cominco B Zone (Cu),The KAS Claims Showing or the Cominco A Zone (Cu) and Cominco B Zone (Cu),Copper,Iron,Base Metal (Other),Outcrop grab,Prospect: Primary Exploration,No,No,500924.97,6172289.39,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0833,Prospect: Primary Exploration,Base Metals,{537008D6-09B3-4244-9016-65D9865917E9}
505230.81,6177949.32,913,0834,CBS 61 Drill Holes 1 to 3,CBS 61 Drill Holes 1 to 3,Copper,"Gold, Iron, Nickel",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,505230.81,6177949.32,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0834,Occurrence: Primary Exploration,Base Metals,{6085676C-AAB4-4042-AE0A-A03D0CE369D6}
511570.58,6154312.61,914,0835,McComb Lake (east shore) Fe Occurrence,McComb Lake (east shore) Fe Occurrence,Iron,,Iron,Outcrop grab,Mineral Location,No,No,511570.58,6154312.61,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0835,Mineral Location,Base Metals,{20BFA526-2272-4A79-A203-BDABDFB23919}
511044.6,6175363.35,915,0836,Mal Lake B (Ni-Cu) Zone,Mal Lake B (Ni-Cu) Zone,Nickel,"Copper, Iron","Copper, Nickel, Cobalt and/or PGE",Outcrop grab,Prospect: Primary Exploration,No,No,511044.6,6175363.35,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0836,Prospect: Primary Exploration,Base Metals,{31872FDE-80AD-4019-8A62-ECD1A5740104}
503665.87,6173620.37,916,0837,SUN Claims Galena Showing,SUN Claims Galena Showing,Lead,"Copper, Iron","Copper, Zinc and/or Lead",Outcrop grab,Mineral Location,No,No,503665.87,6173620.37,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0837,Mineral Location,Base Metals,{8BCC899E-B8D6-433C-9B31-8F0C2A307170}
500958.97,6177514.32,917,0838,Bellows Lake (west of) Pyrrhotite Occurrence,Bellows Lake (west of) Pyrrhotite Occurrence,Iron,,Iron,Outcrop grab,Mineral Location,No,No,500958.97,6177514.32,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0838,Mineral Location,Base Metals,{55F256A8-5631-4BD1-93DD-219D313DE350}
503051.89,6177484.32,918,0839,Bellows Lake (west of) Pyrrhotite Occurrence,Bellows Lake (west of) Pyrrhotite Occurrence,Iron,Copper,Iron,Outcrop grab,Mineral Location,No,No,503051.89,6177484.32,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0839,Mineral Location,Base Metals,{487A82E7-2D15-452F-9870-2A007E2B021D}
522602.18,6157137.57,919,0840,"Ball Island, Naheyow Island, Reid Island Pyrrhotite Trend","Ball Island, Naheyow Island, Reid Island Pyrrhotite Trend",Iron,"Copper, Graphite",Iron,Outcrop grab,Mineral Location,No,No,522602.18,6157137.57,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0840,Mineral Location,Base Metals,{AC22603F-09FB-4258-B84E-B2CD3E3C185C}
512736.54,6175492.35,920,0841,Benjamin Lake Area Pyrite-Pyrrhotite-Graphite Conductors,Benjamin Lake Area Pyrite-Pyrrhotite-Graphite Conductors,Iron,Graphite,Iron,Drillhole,Mineral Location,No,No,512736.54,6175492.35,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0841,Mineral Location,Base Metals,{05B1A3FB-6F60-4EEE-9612-8556E584B488}
508602.69,6174863.35,921,0842,Clark Falls (north shore) Pyrite-Pyrrhotite Occurrence,Clark Falls (north shore) Pyrite-Pyrrhotite Occurrence,Iron,,Iron,Outcrop grab,Mineral Location,No,No,508602.69,6174863.35,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0842,Mineral Location,Base Metals,{41D315C5-AFE7-4A05-96D7-29C656791CF9}
502530.91,6173124.38,922,0843,Drill Holes KIE-15 and -16,Drill Holes KIE-15 and -16,Iron,"Copper, Nickel",Iron,Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,502530.91,6173124.38,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0843,Anomaly,Base Metals,{9306CA88-76EA-4689-A295-518ECB5A5CB8}
502006.93,6174824.36,923,0844,Drill Holes KIE-17 and -18,Drill Holes KIE-17 and -18,Iron,"Copper, Nickel",Iron,Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,502006.93,6174824.36,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0844,Anomaly,Base Metals,{DBAFC60C-ACAA-4D42-BD81-D6DB5DA172B9}
500173.99,6176864.33,924,0845,"Drill Holes KIE-28, -30, -32, -36, and -37","Drill Holes KIE-28, -30, -32, -36, and -37",Iron,"Copper, Gold, Nickel, Zinc",Iron,Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,500173.99,6176864.33,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0845,Anomaly,Base Metals,{52636C56-B7F9-47BD-84D3-C140BA6E7EA7}
509097.67,6163488.5,925,0846,MUS Claim No. 5 U Showing,MUS Claim No. 5 U Showing,Uranium,,Uranium,Trench,Occurrence: Primary Exploration,No,No,509097.67,6163488.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0846,Occurrence: Primary Exploration,Uranium,{C8990320-9BCB-475D-ADC9-58FEA204BD04}
509536.65,6162809.5,926,0847,KAZ Claim No. 8 U-Fl Showing,KAZ Claim No. 8 U-Fl Showing,Uranium,Fluorine,Uranium,Trench,Occurrence: Primary Exploration,No,No,509536.65,6162809.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0847,Occurrence: Primary Exploration,Uranium,{6638739A-4485-4000-9B7E-35367379BECA}
500000.0,6175473.35,927,0848,Borys Lake Zinc-Copper Deposit,"Borys Lake Zinc-Copper Deposit, Borys Lake Zn-Cu Deposit or Borys Lake Main Zone (No. 1 Lens) or the WILL Deposit (Main Zone) or the Nipew (Dead) Lake Zone",Zinc,"Apatite, Copper, Lead, Silver","Copper, Zinc and/or Lead",Outcrop grab,Deposit: Advanced Exploration,No,Yes,500000,6175473.35,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0848,Deposit: Advanced Exploration,Base Metals,{7F573C07-E87E-4CD2-8457-725A4E4D4031}
499476.02,6168456.44,928,0849,Hood Claims Cu-Ni Showing,Hood Claims Cu-Ni Showing,Copper,"Cobalt, Gold, Nickel, Silver",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,499476.02,6168456.44,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0849,Occurrence: Primary Exploration,Base Metals,{3AFA336A-604A-414D-8DE2-F78BC9A6FAD5}
498430.06,6177019.33,929,0850,Drill hole No. 35014,Drill hole No. 35014,Copper,Nickel,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,498430.06,6177019.33,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0850,Occurrence: Primary Exploration,Base Metals,{63645766-8DD7-4DC1-9E4B-FAF2DE0C37C4}
494758.19,6169448.42,930,0851,CBS 1024 Trenches,CBS 1024 Trenches,Nickel,"Copper, Gold, Silver","Copper, Nickel, Cobalt and/or PGE",Trench,Occurrence: Primary Exploration,No,No,494758.19,6169448.42,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0851,Occurrence: Primary Exploration,Base Metals,{B6F93CCD-E84E-461B-B107-E405261B0146}
473483.96,6176172.34,931,0852,LAR-KEN-ERIC Claims Trenches,LAR-KEN-ERIC Claims Trenches,Iron,,Iron,Outcrop grab,Mineral Location,No,No,473483.96,6176172.34,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0852,Mineral Location,Base Metals,{B5CDB302-3B0F-44E1-AA1B-42E80B3495DD}
480011.72,6154033.61,932,0853,Little Crooked Lake (north of) Pyrrhotite Occurrence,Little Crooked Lake (north of) Pyrrhotite Occurrence,Iron,,Iron,Outcrop grab,Mineral Location,No,No,480011.72,6154033.61,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0853,Mineral Location,Base Metals,{85C342C6-6D01-4BF9-BE44-A792FF0120CA}
469524.11,6158638.55,933,0854,Black Bear Island Lake Pyrite-Pyrrhotite Occurrences,Black Bear Island Lake Pyrite-Pyrrhotite Occurrences,Iron,,Iron,Outcrop grab,Mineral Location,No,No,469524.11,6158638.55,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0854,Mineral Location,Base Metals,{B2F4F312-2CF7-4C14-B119-81FF5B5FA28D}
497916.08,6159491.55,934,0855,Beaudry Lake Py-Po Showing,Beaudry Lake Py-Po Showing,Copper,Iron,Base Metal (Other),Outcrop grab,Mineral Location,No,No,497916.08,6159491.55,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0855,Mineral Location,Base Metals,{DC6837DC-5E6C-41DA-9456-4DB3E1C48761}
497196.1,6155689.59,935,0856,"Drill holes KIE-48 to -58, -60","Drill holes KIE-48 to -58, -60",Nickel,"Copper, Zinc","Copper, Nickel, Cobalt and/or PGE",Drillhole,Occurrence: Primary Exploration,No,No,497196.1,6155689.59,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0856,Occurrence: Primary Exploration,Base Metals,{91331A88-0DB4-434A-BCFB-7368D299A60E}
499651.01,6175164.35,936,0857a,WILL 12-17 Showings or the WILL A Zone and the WILL B Zone: Borys Lake Zn-Cu Deposit (southwest extension) South Zone,WILL 12-17 Showings or the WILL A Zone and the WILL B Zone: Borys Lake Zn-Cu Deposit (southwest extension) South Zone,Zinc,"Copper, Gold, Silver","Copper, Zinc and/or Lead",Outcrop grab,Prospect: Primary Exploration,No,No,499651.01,6175164.35,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0857a,Prospect: Primary Exploration,Base Metals,{447E5C90-D1F7-4690-B845-235940D68827}
499651.01,6175164.35,937,0857b,"MAC Zn-Cu Showing or Borys Lake Zn-Cu Deposit (northeast extension) or North Zone, WILL 8-12 Zn-Pb Showing, WILL 12-17 Zn-Pb Showing","MAC Zn-Cu Showing or Borys Lake Zn-Cu Deposit (northeast extension) or North Zone, WILL 8-12 Zn-Pb Showing, WILL 12-17 Zn-Pb Showing",Zinc,"Copper, Gold, Silver","Copper, Zinc and/or Lead",Drillhole,Prospect: Primary Exploration,No,No,499651.01,6175164.35,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0857b,Prospect: Primary Exploration,Base Metals,{9B1FB3EF-3759-4A60-95E5-927D312B718F}
497731.08,6173712.37,938,0858,CAN Zn-Cu Showing or Borys Lake Zn-Cu Deposit (southwest extension),CAN Zn-Cu Showing or Borys Lake Zn-Cu Deposit (southwest extension),Zinc,"Copper, Gold, Nickel","Copper, Zinc and/or Lead",Drillhole,Occurrence: Primary Exploration,No,No,497731.08,6173712.37,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0858,Occurrence: Primary Exploration,Base Metals,{B74240C8-9FDA-4863-94F6-4F245758CFBB}
466501.22,6175602.34,939,0859,Campbell Lake (south shore) Pyrite-Pyrrhotite Occurrences Trenches,Campbell Lake (south shore) Pyrite-Pyrrhotite Occurrences Trenches,Iron,,Iron,Trench,Mineral Location,No,No,466501.22,6175602.34,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0859,Mineral Location,Base Metals,{CFDE199E-D319-4A82-824F-D891DEC4B8A7}
454478.65,6165508.47,940,0860,Wamninuta Island Pyrite-Pyrrhotite Occurrence,Wamninuta Island Pyrite-Pyrrhotite Occurrence,Iron,,Iron,Outcrop grab,Mineral Location,No,No,454478.65,6165508.47,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0860,Mineral Location,Base Metals,{C6C96C46-B287-4793-8406-F2FAE585D310}
463540.32,6151048.65,941,0861,Skwarchuk Lake (south half) Pyrite-Pyrrhotite Occurrences,Skwarchuk Lake (south half) Pyrite-Pyrrhotite Occurrences,Iron,,Iron,Outcrop grab,Mineral Location,No,No,463540.32,6151048.65,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0861,Mineral Location,Base Metals,{88B766E1-2874-43EE-A2C2-BB9ED2F68607}
461652.4,6189555.17,942,0862,Campbell Lake (northwest of) Cu-Ni Occurrence,Campbell Lake (northwest of) Cu-Ni Occurrence,Copper,"Iron, Nickel",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,461652.4,6189555.17,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0862,Occurrence: Primary Exploration,Base Metals,{C899FF4C-F14A-43E6-AAE0-FCB0790CD8BD}
444860.01,6179378.29,943,0863a,Hicks Island Cu-Ni Showings,Hicks Island Cu-Ni Showings,Copper,"Gold, Nickel, Silver, Zinc",Base Metal (Other),Trench,Occurrence: Primary Exploration,No,No,444860.01,6179378.29,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0863a,Occurrence: Primary Exploration,Base Metals,{85D4F2E1-6E1E-4BC7-8045-9D86C89E0FC8}
444860.01,6179378.29,944,0863b,Meyers Lake Cu-Ni Showings,Meyers Lake Cu-Ni Showings,Copper,"Gold, Nickel, Silver, Zinc",Base Metal (Other),Outcrop grab,Mineral Location,No,No,444860.01,6179378.29,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0863b,Mineral Location,Base Metals,{D36EE7F8-C08E-4555-92F3-DA20CDFAF999}
463482.33,6190003.16,945,0864,Eulas Lake (south of) Cu Occurrence,Eulas Lake (south of) Cu Occurrence,Copper,"Graphite, Iron",Base Metal (Other),Outcrop grab,Mineral Location,No,No,463482.33,6190003.16,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0864,Mineral Location,Base Metals,{FFE38241-EBF1-4F4E-9CB6-6E3C905D4FD6}
440446.17,6182961.24,946,0865,Acorn to Lanes Lakes Pyritic Conductive Trend,Acorn to Lanes Lakes Pyritic Conductive Trend,Iron,Uranium,Iron,Drillhole,Mineral Location,No,No,440446.17,6182961.24,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0865,Mineral Location,Base Metals,{E9220712-F0FF-44C3-B672-E6CC85C46A2E}
478924.77,6200690.03,947,0866,Toppings Lake Cu Showing,Toppings Lake Cu Showing,Copper,"Iron, Nickel",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,478924.77,6200690.03,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0866,Occurrence: Primary Exploration,Base Metals,{CB269694-5DA9-4CD8-9528-82F404A96FE6}
484651.56,6201469.02,948,0867,C.O. Claim Trench No. 20 Cu-Ni Showing,C.O. Claim Trench No. 20 Cu-Ni Showing,Copper,Nickel,Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,484651.56,6201469.02,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0867,Occurrence: Primary Exploration,Base Metals,{463BAC4A-C5D2-4AD1-8913-C7043F31A983}
472656.0,6197046.07,949,0868,BELLA Claim No. 3 Trenches,BELLA Claim No. 3 Trenches,Copper,Nickel,Base Metal (Other),Outcrop grab,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,472656,6197046.07,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0868,Anomaly,Base Metals,{19BC11CA-211A-4527-8271-479E0398DC55}
494333.21,6178568.31,950,0869,KIN Claims Drill Holes,KIN Claims Drill Holes,Copper,"Nickel, Uranium",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,494333.21,6178568.31,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0869,Occurrence: Primary Exploration,Base Metals,{FF98AF41-494D-4DC9-8121-4AA9330B41FE}
482072.65,6186052.21,951,0870,TIM Claim Drill Hole,TIM Claim Drill Hole,Copper,Nickel,Base Metal (Other),Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,482072.65,6186052.21,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0870,Anomaly,Base Metals,{384A3B71-9FBB-461B-9742-D07FB0C053A0}
476332.86,6202682.0,952,0871,Allan-Dye Lakes Trenches,Allan-Dye Lakes Trenches,Iron,,Iron,Trench,Mineral Location,No,No,476332.86,6202682,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0871,Mineral Location,Base Metals,{D23463C5-9898-4240-9CE0-C9B1F4CBE04D}
517559.36,6182310.26,953,0872,Richard's Cu Occurrence,Richard's Cu Occurrence,Copper,Iron,Base Metal (Other),Trench,Mineral Location,No,No,517559.36,6182310.26,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0872,Mineral Location,Base Metals,{4EE34820-C67E-4058-A2A5-9BFF33A55B48}
526282.04,6186002.21,954,0873a,Cockwill Lake Cu Showing,Cockwill Lake Cu Showing,Copper,Iron,Base Metal (Other),Trench,Occurrence: Primary Exploration,No,No,526282.04,6186002.21,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0873a,Occurrence: Primary Exploration,Base Metals,{C0AD09E9-0900-43DF-98FF-21ED5E21C182}
526282.04,6186002.21,955,0873b,Slaney Lake (southwest of) Pyrrhotite-Magnetite Occurrence,Slaney Lake (southwest of) Pyrrhotite-Magnetite Occurrence,Copper,Iron,Base Metal (Other),Outcrop grab,Mineral Location,No,No,526282.04,6186002.21,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0873b,Mineral Location,Base Metals,{CB14BBBC-2FDF-49F2-B9B9-3793B10ADD41}
521426.22,6182482.26,956,0874,VUKU Cu Showing,VUKU Cu Showing,Copper,Iron,Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,521426.22,6182482.26,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0874,Occurrence: Primary Exploration,Base Metals,{8352A8D7-AE82-4912-A542-B355ECB1F4B2}
521030.23,6192218.13,957,0875,KEEP Claims Conductive Trends,KEEP Claims Conductive Trends,Copper,"Gold, Nickel, Zinc",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,521030.23,6192218.13,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0875,Occurrence: Primary Exploration,Base Metals,{0FCBC614-1849-408C-B686-B085E0534014}
517301.37,6185710.22,958,0876,Forbes Lake Cu-Zn Showing,Forbes Lake Cu-Zn Showing,Copper,"Gold, Molybdenum, Nickel, Silver, Zinc",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,517301.37,6185710.22,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0876,Occurrence: Primary Exploration,Base Metals,{5F6D16B6-DC78-42A7-B5B7-7AA428808A96}
514730.46,6179239.3,959,0877,CBS 744 Drill hole No. 3,CBS 744 Drill hole No. 3,Copper,Iron,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,514730.46,6179239.3,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0877,Occurrence: Primary Exploration,Base Metals,{4B3B04D2-93EB-4CAA-8460-735598F675D5}
516786.39,6179370.3,960,0878,"Quartz Claim No. 19 Trench, Drill holes 1 and 2","Quartz Claim No. 19 Trench, Drill holes 1 and 2",Copper,Iron,Base Metal (Other),Trench,Occurrence: Primary Exploration,No,No,516786.39,6179370.3,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0878,Occurrence: Primary Exploration,Base Metals,{3CEB42FE-16C1-47C1-B004-DE0BE071B2A5}
511234.59,6182907.25,961,0879,Forbes Lake (south shore) Cu-Mo Occurrence,Forbes Lake (south shore) Cu-Mo Occurrence,Copper,Molybdenum,Base Metal (Other),Outcrop grab,Mineral Location,No,No,511234.59,6182907.25,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0879,Mineral Location,Base Metals,{29F93479-5630-4A28-A327-503E996E6E81}
502613.9,6180111.29,962,0880,Gochager Lake Base Metals Deposit,"Gochager Lake Base Metals Deposit, Gochager Lake Ni-Cu Deposit (A Zone/Main Deposit, B Zone)",Nickel,"Cobalt, Copper","Copper, Nickel, Cobalt and/or PGE",Drillhole,Deposit: Advanced Exploration,No,Yes,502613.9,6180111.29,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0880,Deposit: Advanced Exploration,Base Metals,{C9B391E7-21E3-49B8-BA16-5B78AA06C9C4}
519725.28,6203805.98,963,0881,Drill holes Nos. 23 and 32,Drill holes Nos. 23 and 32,Nickel,"Copper, Gold","Copper, Nickel, Cobalt and/or PGE",Outcrop grab,Occurrence: Primary Exploration,No,No,519725.28,6203805.98,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0881,Occurrence: Primary Exploration,Base Metals,{9BBB8F57-EFE2-494F-9527-CD3F93EB846F}
531023.87,6204335.98,964,0882,Kempton Lake (southeast of) Pyrite Occurrences,Kempton Lake (southeast of) Pyrite Occurrences,Iron,Graphite,Iron,Outcrop grab,Mineral Location,No,No,531023.87,6204335.98,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0882,Mineral Location,Base Metals,{1A1DC009-49D5-47DE-83AA-2CE1DCCB0B5E}
501219.96,6179647.3,965,0883,Weaver Lake Area Drill Holes,Weaver Lake Area Drill Holes,Iron,"Cobalt, Copper, Nickel, Zinc",Iron,Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,501219.96,6179647.3,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0883,Anomaly,Base Metals,{4BBD7D24-0345-47E3-B8C9-A22F6BCAE1DA}
519781.28,6199169.04,966,0884,Kerr Bay (east of) Pyritic Conductors,Kerr Bay (east of) Pyritic Conductors,Iron,Graphite,Iron,Outcrop grab,Mineral Location,No,No,519781.28,6199169.04,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0884,Mineral Location,Base Metals,{98DBD496-D4A8-4D8F-9002-8A79D243F3FE}
503137.89,6178411.31,967,0885,Gochager Lake Area Pyrite Occurrences,Gochager Lake Area Pyrite Occurrences,Copper,"Cobalt, Nickel",Base Metal (Other),Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,503137.89,6178411.31,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0885,Anomaly,Base Metals,{C7C38710-1E20-4BD2-A6B3-05C74E9F68F9}
544281.38,6204575.97,968,0886,"Garskie Au Vein, Coffyne Au Vein","Garskie Au Vein, Coffyne Au Vein",Gold,Silver,Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,544281.38,6204575.97,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0886,Occurrence: Primary Exploration,Precious Metals,{0AAF57EB-B24C-4EEE-9CA6-04F0512A9BD6}
543165.42,6203512.98,969,0887,Star Vein No. 2,Star Vein No. 2,Gold,Silver,Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,543165.42,6203512.98,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0887,Occurrence: Primary Exploration,Precious Metals,{D1AA7D5B-D71E-4474-AA5A-F41DB57786EE}
538571.59,6203407.99,970,0888,"Como Lake Au-Ag Showing (Veins 1 and 5), Slocan Quartz Vein (Py)","Como Lake Au-Ag Showing (Veins 1 and 5), Slocan Quartz Vein (Py)",Gold,Silver,Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,538571.59,6203407.99,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0888,Occurrence: Primary Exploration,Precious Metals,{937F2896-CE54-4BD1-85DE-60043407DCB0}
544974.36,6204582.97,971,0889a,"Fork Lake Gold Deposit (portion of); Kahn #18 Gold Vein; Kahn #28 Gold Vein","Fork Lake Gold Deposit (portion of); Kahn #18 Gold Vein; Kahn #28 Gold Vein",Gold,Silver,Gold,Outcrop grab,Deposit: Post-Production,No,Yes,544974.36,6204582.97,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0889a,Deposit: Post-Production,Precious Metals,{234F02EE-374C-4687-8124-8F9EE48A9E02}
544974.36,6204582.97,972,0889b,"Star Lake Mine (Starrex 21 Gold Zone, Starrex 29 Gold Zone)","Star Lake Mine (Starrex 21 Gold Zone, Starrex 29 Gold Zone)",Gold,"Arsenic, Copper, Iron, Silver, Tungsten",Gold,,Deposit: Post-Production,Yes,Yes,544974.36,6204582.97,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0889b,Deposit: Post-Production,Precious Metals,{924F53FF-A31E-4439-AB64-6D1589817EB2}
544667.37,6205784.95,973,0890,"Star Lake Mine [A or Main, B, and C Zones]; Rush Gold Zone; Pie Gold Zone; Star Lake D Zone; Ducksnest Gold Zone; Squarepit Gold Zone","Star Lake Mine [A or Main, B, and C Zones]; Rush Gold Zone; Pie Gold Zone; Star Lake D Zone; Ducksnest Gold Zone; Squarepit Gold Zone",Gold,"Copper, Silver",Gold,,Prospect: Primary Exploration,Yes,Yes,544667.37,6205784.95,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0890,Prospect: Primary Exploration,Precious Metals,{109A3E86-E41A-474F-93DB-5A10581C73C5}
544296.38,6203060.99,974,0891,Tamar Au Showing or Vein 23,Tamar Au Showing or Vein 23,Gold,"Copper, Iron, Silver",Gold,Drillhole,Deposit: Advanced Exploration,No,Yes,544296.38,6203060.99,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0891,Deposit: Advanced Exploration,Precious Metals,{25F4F340-0510-440B-B089-82602ACE407E}
556175.95,6190924.14,975,0892,Settee Lake (north shore) Cu Occurrences,Settee Lake (north shore) Cu Occurrences,Copper,Zinc,Base Metal (Other),Trench,Occurrence: Primary Exploration,No,No,556175.95,6190924.14,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0892,Occurrence: Primary Exploration,Base Metals,{702C95AC-C343-4355-8AF0-701346C429C7}
538524.59,6198986.04,976,0893,Thomas Claims Cu-Ni Occurrence,Thomas Claims Cu-Ni Occurrence,Copper,"Gold, Nickel, Silver",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,538524.59,6198986.04,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0893,Occurrence: Primary Exploration,Base Metals,{D5061630-7B92-4227-8AB1-270437FDC8AF}
542374.45,6197538.06,977,0894,McLennan Lake (north of) Cu-Zn Occurrence,McLennan Lake (north of) Cu-Zn Occurrence,Copper,Zinc,Base Metal (Other),Outcrop grab,Mineral Location,No,No,542374.45,6197538.06,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0894,Mineral Location,Base Metals,{514028DE-1E7B-454E-81F9-3971BCF7B7E7}
546452.3,6204165.98,978,0895,Kahn Claim No. 25 Cu-Au Occurrence,Kahn Claim No. 25 Cu-Au Occurrence,Copper,Gold,Base Metal (Other),Outcrop grab,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,546452.3,6204165.98,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0895,Anomaly,Base Metals,{BAA449AF-6303-4ECB-A36F-C1D908565964}
