X,Y,OBJECTID,SMDI,NAME,HISTORICNAMES,PRIMARYCOMMODITIES,ASSOCIATEDCOMMODITIES,GROUPING,DISCOVERYTYPE,STATUS,PRODUCTION,RESERVESRESOURCES,UTM13E,UTM13N,WEBLINK,SYMBOLOGY_STATUS,SYMBOLOGY_GROUPING,GLOBALID
706669.65,6033719.84,1,0003,M.J. Moreau Drill Holes Nos. 13 and 14,M.J. Moreau Drill Holes Nos. 13 and 14,Iron,,Iron,Drillhole,Mineral Location,No,No,706669.65,6033719.84,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0003,Mineral Location,Base Metals,{D655850F-067A-4F00-BBC8-9D289C87467E}
693496.08,6071120.46,2,0004,TOM Option Drill Holes 1 and 2,TOM Option Drill Holes 1 and 2,Silver,"Copper, Gold, Nickel",Silver,Drillhole,Occurrence: Primary Exploration,No,No,693496.08,6071120.46,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0004,Occurrence: Primary Exploration,Precious Metals,{64AF2A92-81E3-4AAA-8594-48B921F5C989}
698616.9,6068680.48,3,0005,Newcor Mine,"Newcor Au Mine, Newcor Mine",Gold,"Arsenic, Copper, Silver, Zinc",Gold,,Deposit: Post-Production,Yes,Yes,698616.9,6068680.48,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0005,Deposit: Post-Production,Precious Metals,{1FC0254E-0D4C-4398-9C5A-631AC7C7F98C}
698893.89,6066464.51,4,0006,Henning-Maloney Mine,"Henning-Maloney Au Mine, Henning-Maloney Mine",Gold,Arsenic,Gold,,Deposit: Post-Production,Yes,Yes,698893.89,6066464.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0006,Deposit: Post-Production,Precious Metals,{C75ACDF8-83A3-45AB-B0D5-052F980D285A}
697095.95,6068242.49,5,0007,Dodo Au Showing,Dodo Au Showing,Gold,Copper,Gold,Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,697095.95,6068242.49,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0007,Anomaly,Precious Metals,{771B5161-E721-426F-BDA9-0B93C4938EC6}
695032.03,6067069.5,6,0008,Angelski Patmore Au Showing,Angelski Patmore Au Showing,Gold,"Copper, Silver",Gold,Drillhole,Occurrence: Primary Exploration,No,No,695032.03,6067069.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0008,Occurrence: Primary Exploration,Precious Metals,{29A2FF09-F3FE-437B-9FF8-537EB2F2A8B1}
701031.82,6063927.53,7,0009,Phantom Lake Mine,Phantom Lake Mine,Gold,"Copper, Silver, Tungsten",Gold,,Deposit: Advanced Exploration,Yes,No,701031.82,6063927.53,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0009,Deposit: Advanced Exploration,Precious Metals,{F8B9FA4C-4F98-4178-B362-72613349601C}
701718.79,6065009.52,8,0010,"McMillan Mine; McMillan Gold Veins 1 to 4","McMillan Mine; McMillan Gold Veins 1 to 4",Gold,Silver,Gold,,Deposit: Advanced Exploration,Yes,No,701718.79,6065009.52,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0010,Deposit: Advanced Exploration,Precious Metals,{FD10C5E9-9E00-49D1-AADB-26D49B2D8877}
699177.88,6067745.49,9,0011,Bootleg/Rio Mine,"Bootleg Au Mine or Rio Au Deposit - includes the WC Zone, AJ Zone, Phantom Lake Granite Dyke Zone, and B Zone, Bootleg/Rio Mine",Gold,"Copper, Lead, Silver, Zinc",Gold,,Deposit: Post-Production,Yes,Yes,699177.88,6067745.49,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0011,Deposit: Post-Production,Precious Metals,{B9C01BC1-D9A8-4238-AD7C-D455B203F73C}
701134.81,6068048.49,10,0012,Phantom Lake (west of) Au Showing,Phantom Lake (west of) Au Showing,Gold,,Gold,Outcrop grab,Mineral Location,No,No,701134.81,6068048.49,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0012,Mineral Location,Precious Metals,{CD80D618-432E-42A6-8D2A-1EFEF11EDB4A}
699457.87,6068717.48,11,0013,Unity Au-Cu Showing,Unity Au-Cu Showing,Gold,Copper,Gold,Trench,Prospect: Primary Exploration,No,No,699457.87,6068717.48,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0013,Prospect: Primary Exploration,Precious Metals,{95F7D9B8-8C10-48CF-90A9-E6649FEC4690}
698847.89,6069124.48,12,0014,Cor Gold Prospect,Cor Gold Prospect,Gold,"Arsenic, Copper, Silver",Gold,Drillhole,Prospect: Primary Exploration,No,No,698847.89,6069124.48,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0014,Prospect: Primary Exploration,Precious Metals,{FECC9CF0-D67C-4851-B389-4EF7D810A52C}
703292.74,6061430.55,13,0015,Border Au Showing,Border Au Showing,Gold,"Arsenic, Copper, Iron, Zinc",Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,703292.74,6061430.55,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0015,Occurrence: Primary Exploration,Precious Metals,{E1470CB5-76BD-4C6E-A338-C9678FBA1E47}
701702.79,6063770.53,14,0016,IMC-A Showing,IMC-A Showing,Gold,Silver,Gold,Drillhole,Occurrence: Primary Exploration,No,No,701702.79,6063770.53,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0016,Occurrence: Primary Exploration,Precious Metals,{A4945689-53AE-40C9-BB97-46AB2EACEE3E}
699913.86,6064063.53,15,0017,"IMC-B Au Showing, Barber-Bell Au Showing, MK Shear Au Showing, Bell Shear Au Showing","IMC-B Au Showing, Barber-Bell Au Showing, MK Shear Au Showing, Bell Shear Au Showing",Gold,"Fluorine, Silver, Tungsten",Gold,Trench,Prospect: Primary Exploration,No,No,699913.86,6064063.53,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0017,Prospect: Primary Exploration,Precious Metals,{ECF76629-9831-4E6D-8A56-115DA6C98BBF}
701651.79,6066523.5,16,0018,IMC-C Au Showing or IMC Phantom Lake Au Showing,IMC-C Au Showing or IMC Phantom Lake Au Showing,Gold,"Copper, Silver",Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,701651.79,6066523.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0018,Occurrence: Primary Exploration,Precious Metals,{4F359BAD-78D6-45B3-8D4B-4A7394F4A863}
701735.79,6063432.54,17,0019,Yellow Jacket Au Showing,Yellow Jacket Au Showing,Gold,Silver,Gold,Outcrop grab,Prospect: Primary Exploration,No,No,701735.79,6063432.54,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0019,Prospect: Primary Exploration,Precious Metals,{9C4AD703-A6AB-426A-829C-E4DBFA05DD22}
702202.78,6064227.53,18,0020,Dee Au Showing,Dee Au Showing,Gold,"Arsenic, Copper, Silver, Tungsten, Zinc",Gold,Trench,Occurrence: Primary Exploration,No,No,702202.78,6064227.53,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0020,Occurrence: Primary Exploration,Precious Metals,{32554F63-E5E2-4550-9D46-0CFD07A11030}
696863.96,6066158.51,19,0021,Wekach Lake Gold Mines Adit,"Wekach Lake Gold Mines Adit, Wekatch Lake Gold Mines Adit, Wekatch Vein #2",Gold,Copper,Gold,Trench,Occurrence: Primary Exploration,No,No,696863.96,6066158.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0021,Occurrence: Primary Exploration,Precious Metals,{D4345682-B701-429E-AD15-A59BB21159D9}
695073.05,6047756.71,20,0022,Drill hole TIK-1 and TIK-2,Drill hole TIK-1 and TIK-2,Copper,Iron,Base Metal (Other),Drillhole,Mineral Location,No,No,695073.05,6047756.71,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0022,Mineral Location,Base Metals,{0EE48DD8-776C-4B64-B89F-BE6DF2F958C8}
694105.08,6052729.66,21,0023,Coronation Mine,Coronation Mine,"Copper, Zinc","Cadmium, Gold, Selenium, Silver, Tellurium","Copper, Zinc and/or Lead",,Deposit: Post-Production,Yes,Yes,694105.08,6052729.66,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0023,Deposit: Post-Production,Base Metals,{D1C00256-5E6D-4D52-8F0A-43D72BD93B2B}
697960.92,6067289.5,22,0024,SPOT Claims Trenches,SPOT Claims Trenches,Copper,"Gold, Silver",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,697960.92,6067289.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0024,Occurrence: Primary Exploration,Base Metals,{3E3337FB-7F13-4064-B7F7-2228114789C5}
700280.84,6067144.5,23,0025,Dion Lake North Cu Showing and Shaft,Dion Lake North Cu Showing and Shaft,Copper,"Gold, Tungsten, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,700280.84,6067144.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0025,Occurrence: Primary Exploration,Base Metals,{0DBB78CB-3DE6-4F2C-8062-CF24508C4D0B}
698540.9,6070008.47,24,0026,Chance Claim Drill holes 1 and 2,Chance Claim Drill holes 1 and 2,Copper,"Gold, Silver",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,698540.9,6070008.47,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0026,Occurrence: Primary Exploration,Base Metals,{B42FC161-1E19-416B-A0B3-B7206B78520E}
700396.84,6066530.5,25,0027,Dion Lake South Cu Showing,Dion Lake South Cu Showing,Copper,"Gold, Silver, Tungsten",Base Metal (Other),Trench,Occurrence: Primary Exploration,No,No,700396.84,6066530.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0027,Occurrence: Primary Exploration,Base Metals,{52BB86E0-FF80-45F9-AE54-9C77F3CF147E}
693954.08,6056251.62,26,0028,Tanyss Lake North Cu Showing (drill holes NER-1 and -2),Tanyss Lake North Cu Showing (drill holes NER-1 and -2),Copper,"Silver, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,693954.08,6056251.62,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0028,Occurrence: Primary Exploration,Base Metals,{37E633E4-D1F3-4B4E-9B38-A730D6B6E8F8}
694269.07,6051405.67,27,0029,Drill hole MN-1,Drill hole MN-1,Copper,Zinc,Base Metal (Other),Drillhole,Mineral Location,No,No,694269.07,6051405.67,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0029,Mineral Location,Base Metals,{5836FC8B-252F-47EE-89AA-5F28A9CA868B}
702547.77,6060527.57,28,0030,OTA Claims Cu Showing Trenches,OTA Claims Cu Showing Trenches,Copper,"Gold, Zinc",Base Metal (Other),Trench,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,702547.77,6060527.57,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0030,Anomaly,Base Metals,{6DB02C73-1FF0-440F-AA88-4487B71ED977}
694568.06,6054080.64,29,0031,"Drill holes TIK-24, TIK-25, TIK-123, TIK-125, FORM-4, FORM-6","Drill holes TIK-24, TIK-25, TIK-123, TIK-125, FORM-4, FORM-6",Copper,Iron,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,694568.06,6054080.64,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0031,Occurrence: Primary Exploration,Base Metals,{A50D9AA9-5E10-4231-B15B-CCE1D73FBADD}
695586.02,6057157.61,30,0032,Drill holes 6 and 7,Drill holes 6 and 7,Copper,Zinc,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,695586.02,6057157.61,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0032,Occurrence: Primary Exploration,Base Metals,{41FCF732-8ACF-4F4D-82E0-7E3D747C83FF}
693927.08,6057302.61,31,0033a,Barney Lake 1 Cu Showing,Barney Lake 1 Cu Showing,Copper,"Gold, Nickel",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,693927.08,6057302.61,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0033a,Occurrence: Primary Exploration,Base Metals,{0E966C60-3B4C-49BE-A345-58AF574101FE}
693723.09,6057882.6,32,0033b,Barney Lake 2 Cu Showing,Barney Lake 2 Cu Showing,Copper,"Gold, Nickel",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,693723.09,6057882.6,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0033b,Occurrence: Primary Exploration,Base Metals,{71568A20-DCA2-4FE9-96DA-2F90466D4715}
693945.08,6056870.61,33,0033c,NER Cu Zone,NER Cu Zone,Copper,"Gold, Nickel, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,693945.08,6056870.61,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0033c,Occurrence: Primary Exploration,Base Metals,{063C2E42-B2B3-49FB-9C27-E252469F3009}
695247.03,6058752.59,34,0034,Drill Holes TIK-3 and TIK-4,Drill Holes TIK-3 and TIK-4,Copper,Zinc,Base Metal (Other),Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,695247.03,6058752.59,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0034,Anomaly,Base Metals,{E1F976BE-EBBB-4ACC-A268-F89275E0550B}
694157.07,6058210.6,35,0035,Drill hole 15,Drill hole 15,Copper,Nickel,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,694157.07,6058210.6,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0035,Occurrence: Primary Exploration,Base Metals,{9932105E-E47A-4820-91EB-57F27C86B973}
694749.05,6058637.59,36,0036,Drill holes TIK-6 and TIK-10,Drill holes TIK-6 and TIK-10,Copper,"Nickel, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,694749.05,6058637.59,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0036,Occurrence: Primary Exploration,Base Metals,{C5D36AFA-21C8-4E32-87CE-3D88DCA70C22}
696677.97,6066305.51,37,0037,Drill holes KAG-1 and KAG-5,Drill holes KAG-1 and KAG-5,Copper,"Gold, Silver",Base Metal (Other),Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,696677.97,6066305.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0037,Anomaly,Base Metals,{D702FF52-07BB-41E6-AAC5-7A6BDCCA7516}
698672.9,6070261.47,38,0038,"Bomber Lake Copper Showing; Kettle 1 Copper Showing","Bomber Lake Copper Showing; Kettle 1 Copper Showing",Copper,"Gold, Silver, Zinc","Copper, Nickel, Cobalt and/or PGE",Trench,Deposit: Advanced Exploration,Yes,No,698672.9,6070261.47,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0038,Deposit: Advanced Exploration,Base Metals,{0FBA66B6-7BF0-4CCE-AF6A-3BEAEEE748CB}
700246.84,6066275.51,39,0039,Dion Lake (southwest of) Cu Showing,Dion Lake (southwest of) Cu Showing,Copper,,Base Metal (Other),Outcrop grab,Mineral Location,No,No,700246.84,6066275.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0039,Mineral Location,Base Metals,{61444AE1-796B-4490-9C18-979C216CF477}
697447.94,6070424.47,40,0040,Douglas Lake North Cu Showing,Douglas Lake North Cu Showing,Copper,"Gold, Silver",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,697447.94,6070424.47,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0040,Occurrence: Primary Exploration,Base Metals,{B35ED086-A81E-43A1-A2B5-C1BD87DB799A}
695539.02,6058238.6,41,0041,Drill hole HAR-2,Drill hole HAR-2,Copper,Zinc,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,695539.02,6058238.6,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0041,Occurrence: Primary Exploration,Base Metals,{340969FD-6CEB-40C0-BB8C-063BBF812A06}
694677.05,6059067.59,42,0042,Drill hole TIK-8,Drill hole TIK-8,Copper,Zinc,Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,694677.05,6059067.59,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0042,Occurrence: Primary Exploration,Base Metals,{56C19E0F-51A1-4014-AEF5-00A3BE6C33E6}
697007.97,6058302.6,43,0043,Spectral Lake Dolomite - Building or Ornamental Stone Source,Spectral Lake Dolomite - Building or Ornamental Stone Source,Dimension Stone (Unspecified),,Industrial Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,697007.97,6058302.6,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0043,Occurrence: Primary Exploration,Industrial Materials,{37FFC326-A000-4687-A0D7-1F5E8CC80D9E}
703074.76,6049530.68,44,0044,Braunstein Option BBM Claim No. 2 Drill Hole,Braunstein Option BBM Claim No. 2 Drill Hole,Iron,Copper,Iron,Outcrop grab,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,703074.76,6049530.68,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0044,Anomaly,Base Metals,{47236EA5-5BFC-4E37-8847-9C2DE60A9585}
700662.83,6065768.51,45,0045,Phantom Lake Granite - Ornamental Stone Source,Phantom Lake Granite - Ornamental Stone Source,Dimension Stone (Unspecified),,Industrial Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,700662.83,6065768.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0045,Occurrence: Primary Exploration,Industrial Materials,{E03829AF-4DDC-4F03-9632-13AAAAF9A499}
699896.86,6065671.51,46,0046,"Ray-Dor Resources Zones A, B, and C Mo-Au Showings","Ray-Dor Resources Zones A, B, and C Mo-Au Showings",Molybdenum,"Copper, Gold, Lead, Silver",Industrial Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,699896.86,6065671.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0046,Occurrence: Primary Exploration,Industrial Materials,{0E1FFE94-DA76-42E0-89FB-A396E7E126DD}
701226.81,6066814.5,47,0047,CBS 3182 Mo-Au Showing,CBS 3182 Mo-Au Showing,Molybdenum,"Gold, Silver",Industrial Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,701226.81,6066814.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0047,Occurrence: Primary Exploration,Industrial Materials,{652AD75E-BA23-4A61-A60A-FE9F81E5D4A2}
694419.07,6052123.66,48,0048,Drill hole COR90-3,Drill hole COR90-3,Iron,"Copper, Zinc",Iron,Drillhole,Occurrence: Primary Exploration,No,No,694419.07,6052123.66,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0048,Occurrence: Primary Exploration,Base Metals,{827959F7-0703-4880-B152-8C772B99C620}
694292.07,6052953.65,49,0049,CBS 3745 Drill Hole,CBS 3745 Drill Hole,Iron,Copper,Iron,Drillhole,Mineral Location,No,No,694292.07,6052953.65,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0049,Mineral Location,Base Metals,{4617BB4C-AD24-48B8-AD50-F2A46C63A46F}
694260.07,6055397.63,50,0050,Drill hole TIK-23,Drill hole TIK-23,Iron,,Iron,Drillhole,Mineral Location,No,No,694260.07,6055397.63,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0050,Mineral Location,Base Metals,{3CF89261-1D76-4B2D-840D-C60AD17E7C82}
696653.98,6059431.58,51,0051,EX Claim No. 4 Py-Po Conductors,EX Claim No. 4 Py-Po Conductors,Iron,Graphite,Iron,Outcrop grab,Mineral Location,No,No,696653.98,6059431.58,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0051,Mineral Location,Base Metals,{C405416D-50D4-46CA-B74A-C1F892A147C4}
702032.78,6068026.49,52,0052,Scheelite Vein No. 13 Showing,Scheelite Vein No. 13 Showing,Tungsten,,Industrial Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,702032.78,6068026.49,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0052,Occurrence: Primary Exploration,Industrial Materials,{DC40CC66-3B70-4E08-BE2B-ED574B8BDDF8}
699703.86,6068821.48,53,0053,Douglas Lake East Scheelite Showings (3 occurrences),Douglas Lake East Scheelite Showings (3 occurrences),Tungsten,Iron,Industrial Material (Other),Trench,Mineral Location,No,No,699703.86,6068821.48,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0053,Mineral Location,Industrial Materials,{6C59096C-8EB2-476D-BCCE-38A5437C84AA}
700810.82,6065279.52,54,0054,Tungsten Trench Shear Showing,Tungsten Trench Shear Showing,Tungsten,"Copper, Fluorine, Gold, Molybdenum, Silver",Industrial Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,700810.82,6065279.52,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0054,Occurrence: Primary Exploration,Industrial Materials,{7F260BB5-7A38-4FD7-B00B-94AEE323D24E}
702302.77,6067605.49,55,0055,W013 Tungsten Showing,W013 Tungsten Showing,Tungsten,"Copper, Molybdenum",Industrial Material (Other),Outcrop grab,Mineral Location,No,No,702302.77,6067605.49,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0055,Mineral Location,Industrial Materials,{A53B6411-57A1-408B-B540-EBC9245E8580}
702534.76,6066811.5,56,0056,KAR Tungsten Showing,KAR Tungsten Showing,Tungsten,"Copper, Gold, Molybdenum, Silver",Industrial Material (Other),Outcrop grab,Prospect: Primary Exploration,No,No,702534.76,6066811.5,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0056,Prospect: Primary Exploration,Industrial Materials,{79982C40-0A6E-4887-8DB2-0366449EE458}
695201.03,6059833.58,57,0057,Drill hole TIK-14,Drill hole TIK-14,Zinc,Copper,"Copper, Zinc and/or Lead",Drillhole,Occurrence: Primary Exploration,No,No,695201.03,6059833.58,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0057,Occurrence: Primary Exploration,Base Metals,{3D016291-EE85-4CBC-8097-F55B1CE705D3}
694269.07,6051405.67,58,0058,TIK Claim No. 116 Drill Holes,TIK Claim No. 116 Drill Holes,Zinc,"Copper, Gold, Silver","Copper, Zinc and/or Lead",Outcrop grab,Occurrence: Primary Exploration,No,No,694269.07,6051405.67,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0058,Occurrence: Primary Exploration,Base Metals,{9A3B9FEC-0A39-4B8C-878B-676C003351CB}
694162.08,6051803.67,59,0059,"Drill holes TIK-99, TIK-102, and G-CAB-44","Drill holes TIK-99, TIK-102, and G-CAB-44",Zinc,Copper,"Copper, Zinc and/or Lead",Drillhole,Occurrence: Primary Exploration,No,No,694162.08,6051803.67,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0059,Occurrence: Primary Exploration,Base Metals,{685EEBCF-BE8C-43D8-88F2-39311BF3AE97}
702652.76,6065794.51,60,0060,"Drill Holes OWL-7, OWL-8, OWL-9","Drill Holes OWL-7, OWL-8, OWL-9",Zinc,"Copper, Gold, Iron, Nickel","Copper, Zinc and/or Lead",Outcrop grab,Occurrence: Primary Exploration,No,No,702652.76,6065794.51,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0060,Occurrence: Primary Exploration,Base Metals,{E47F737C-AF8F-4B29-A0B6-C3315F5C4F11}
701376.81,6064654.52,61,0061,International Minerals And Chemicals Phantom Lake (SE End) Trench,International Minerals And Chemicals Phantom Lake (SE End) Trench,Zinc,"Copper, Gold, Lead, Molybdenum, Palladium","Copper, Zinc and/or Lead",Trench,Occurrence: Primary Exploration,No,No,701376.81,6064654.52,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0061,Occurrence: Primary Exploration,Base Metals,{F0E9BAED-266D-4BF9-A998-5CF2F742713F}
698184.91,6076895.39,62,0062,"AL claim no. 6 drill hole (barren); Beaver Claim No. 8 Showing","AL claim no. 6 drill hole (barren); Beaver Claim No. 8 Showing",Gold,"Copper, Silver",Gold,Drillhole,Occurrence: Primary Exploration,No,No,698184.91,6076895.39,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0062,Occurrence: Primary Exploration,Precious Metals,{FF8E5970-AC23-46EE-9125-475DF7980A9A}
698615.89,6075211.41,63,0063,BEAVER Claim No. 32 Au-Cu-Zn Showing,BEAVER Claim No. 32 Au-Cu-Zn Showing,Gold,"Copper, Silver, Zinc",Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,698615.89,6075211.41,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0063,Occurrence: Primary Exploration,Precious Metals,{A0726B28-AF75-4906-A6DF-CE658C2FB3E4}
699249.87,6071803.45,64,0064,Drill hole MW-1,Drill hole MW-1,Copper,"Gold, Silver, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,699249.87,6071803.45,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0064,Occurrence: Primary Exploration,Base Metals,{D3A4BBBD-2E21-4ED5-9668-2A8059852BC4}
698427.89,6083530.32,65,0065,DEB Claims Nos. 14 to 22 Drill Holes,DEB Claims Nos. 14 to 22 Drill Holes,Copper,"Gold, Nickel, Silver, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,698427.89,6083530.32,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0065,Occurrence: Primary Exploration,Base Metals,{A796AFF5-13F6-4887-B0CA-F838CB0DDFC2}
698415.89,6082570.33,66,0066,DEB Claims Nos. 8 and 9 Trenches,DEB Claims Nos. 8 and 9 Trenches,Copper,"Arsenic, Gold",Base Metal (Other),Trench,Mineral Location,No,No,698415.89,6082570.33,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0066,Mineral Location,Base Metals,{E8F8EA28-CD00-4220-8A7F-9EACA3700A0B}
695232.01,6078994.37,67,0067,Tess No. 1 Cu-Zn Showing,Tess No. 1 Cu-Zn Showing,Copper,Zinc,Base Metal (Other),Trench,Occurrence: Primary Exploration,No,No,695232.01,6078994.37,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0067,Occurrence: Primary Exploration,Base Metals,{5DB017B3-DD58-41A1-BB55-4183957FEF01}
699065.88,6073126.43,68,0068,TC Claim No. 8 Cu-Au Showing,TC Claim No. 8 Cu-Au Showing,Copper,"Gold, Silver",Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,699065.88,6073126.43,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0068,Occurrence: Primary Exploration,Base Metals,{644E7FC2-9FC6-422C-BC7D-79C1753A834D}
698966.88,6075382.41,69,0069,Cu Showing Located Northwest of Flin Flon Lake,Cu Showing Located Northwest of Flin Flon Lake,Copper,,Base Metal (Other),Outcrop grab,Mineral Location,No,No,698966.88,6075382.41,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0069,Mineral Location,Base Metals,{7A7AA8A8-7FC1-460D-B878-FA4D2B21E393}
698928.88,6074203.42,70,0070,Cu Showing Located on West Shore of Flin Flon Lake,Cu Showing Located on West Shore of Flin Flon Lake,Copper,,Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,698928.88,6074203.42,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0070,Occurrence: Primary Exploration,Base Metals,{66A2048E-D3B0-4124-87F7-366105A4034D}
700841.82,6072214.44,71,0071,Flin Flon Mine,Flin Flon Mine,Copper,"Cadmium, Gold, Selenium, Silver, Zinc","Copper, Zinc and/or Lead",,Deposit: Post-Production,Yes,Yes,700841.82,6072214.44,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/0071,Deposit: Post-Production,Base Metals,{713FE7BD-9A51-4B1B-93CF-2E28CCA28687}
